,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges
127,Pou5f3,0.008009707969353115,23.360308,ING3,0.0036018355900406746,1.3694421,SPCS1,0.07211632921201562,0.9520459,NRBP1,0.2393270329187954,1.6101699,KCNK5,0.29902825612956774,2.3676426,PACSIN3,0.21825107635536917,3.5086367
128,ELMOD1,0.008162875887614484,2.0309942,COX7C,0.00367816646708136,0.40044984,NATD1,0.07313144208337545,1.7871873,ACTR1A,0.23865789330589487,0.8024665,BAG3,0.2996546715038188,0.8713717,TRARG1,0.21336906378889353,2.3041167
129,CASP7,0.008376034360281925,3.122305,RAB11B,0.0037094702100544325,0.7363927,UBE2Q2,0.07342974242605135,1.6480488,SLC25A13,0.2390713605676973,1.3644308,ELMO2,0.30122250788180777,1.641034,BZFP1,0.21862288353916381,3.5727177
130,MTF1,0.008376034360281925,3.122305,RRM1,0.0037618157517398895,0.6518408,TMEM108,0.07476233098195222,3.6473053,PDE5A,0.24253772031192977,3.0563734,SLC39A6,0.30383785395493174,2.3571649,WIPI1,0.21862288353916381,3.5727177
131,TMPRSS9,0.008376034360281925,3.122305,WSB1,0.003898593668221159,1.2429717,TMEM158,0.07476233098195222,3.6473053,SPATA2,0.24253772031192977,3.0563734,BDH1A,0.30070924421315215,0.940806,TRPS1,0.21862288353916381,3.5727177
132,GDPD5,0.008376034360281925,3.122305,FBLN1,0.004104168436551293,1.1318051,AKR7L,0.07400537889477475,1.503291,NPR2,0.24253772031192977,3.0563734,DPH6,0.30443226017078606,2.4036574,ADH5,0.21260175027350564,1.1067336
133,YRDC,0.008314045421844959,0.6847747,MAPRE2,0.004130040427874002,1.0322754,SERBP1,0.07362962919829126,0.34681302,APBA3,0.24253772031192977,3.0563734,NSRP1,0.303517893874627,1.6370945,NKAIN4,0.21394291345387162,1.4089895
134,ABCA2,0.00856580755436325,1.3687276,AZIN1,0.004201038007845656,0.7025615,ZADH2,0.07489781405413294,1.5154874,RARA,0.24253772031192977,3.0563734,ACOX1,0.3043405037216063,1.641034,QSOX1,0.2175839619369026,2.2295609
135,NRXN1,0.008638455428195435,1.4124843,MSX1,0.00448278973784524,0.4926313,GSTO1,0.07488183101310907,1.0368496,APOOL,0.24407312412386123,3.1492145,SEPSECS,0.3076659560811749,2.345432,H2AFV,0.2133579732073188,0.9452602
136,GBX2,0.008777461757998406,0.8807446,RAMAC,0.0046330815237927295,0.97172433,GNS,0.07691178964463302,1.7603265,SCPEP1,0.24168389922726768,2.081445,FBRSL1,0.308777901698292,2.2795558,BMF,0.2207029764328273,3.6284618
137,XPO4,0.00885214608260029,1.8088725,DUT,0.004921363051376971,0.5769181,HCCS,0.07664962747487994,1.1324418,NUP155,0.24297482217229707,1.3810306,RNFT1,0.30937241088230044,1.6344924,MTIF3,0.21818392467982164,2.1790602
138,DNAJC17,0.008945468983220748,1.4402119,TOMM6,0.004998493129665007,0.48002872,CHP1,0.07713681598465695,1.1822822,DCUN1D4,0.2435353948897378,2.0062046,TNFRSF19,0.3104343907077972,1.3330563,PIGT,0.21740607225952485,1.676117
139,C25H1ORF43,0.00899587944672349,1.1054757,BAZ1B,0.005278834713969676,0.77819645,DUT,0.07738665207282112,0.66498345,SLC38A2,0.24421254542353427,1.3387995,SMYD4,0.3186420787130713,2.1964693,AP4B1,0.22391665578838915,3.4465685
140,PTPRO,0.009181409977367026,23.476742,MKRN1,0.0053510657826455095,0.7137619,NEK4,0.07798445631137178,1.5130532,RNF41,0.24497259891924472,1.9848439,UBR5,0.32194825946339045,2.2139454,PPFIBP1,0.21826607843035034,1.1611906
141,C12orf10,0.009835534616165615,1.2105147,UBE2Q2,0.0053817535020753045,1.5043602,C17H9orf16,0.0780851195886857,1.331808,UFM1,0.24442875034364173,1.221787,HK2,0.3212993878468485,1.5747503,GNAI3,0.21820924203495715,0.88122416
142,NCAPH,0.00984608187476216,0.6613302,CTGF,0.005649775427558302,2.523266,CAPN7,0.07899457328978685,1.4623599,KDELC2,0.24919933637494748,3.029282,DDX10,0.3203134794128797,0.9871419,PHKG1,0.22217897486914806,2.1459625
143,CDH1,0.010474206798876876,1.4758362,DCTN3,0.005558150970694008,0.7294801,HSPA4,0.07868601408083672,0.9475415,TMEM30A,0.2470232215499082,1.6033916,ITGA3,0.32283101095832045,2.2164028,KIF16B,0.22292061357391585,2.1324377
144,STK26,0.010467232624501843,0.6679634,PCNP,0.0056159779694220265,0.76349497,GRIK1,0.08126618254586304,3.9259615,AHCY,0.2472036995833892,0.8274143,MPDZ,0.3224164343580592,1.2747424,ZNF706,0.22046875497721763,1.1480124
145,RBBP8,0.010596298242040251,2.3728523,GNG5,0.005775699798174595,0.7047849,MNX1,0.08027290232737233,2.3575575,EDF1,0.24745077130378818,0.9821252,SLC7A6OS,0.323773040080244,1.2697557,FBXO25,0.22931038658618216,3.5566227
146,SOX17,0.01059630971611009,2.372852,AK1,0.005854215389136309,1.1454405,OGFOD1,0.07975692288418805,1.6052095,ISCA2,0.2489262518750684,1.5469886,MTMR8,0.32378638634038603,1.2784017,DHX38,0.22390567933195177,1.6529994
147,DNAJC11,0.010769843764002373,0.9466285,CPNE2,0.006042563371941726,1.3729595,TMEM135,0.07994673826597198,1.7824329,PUSL1,0.2508224705528802,2.96516,GFRA3,0.32987682909490734,25.071732,PARK7,0.22251786689621506,1.2209048
148,RDH10,0.010902104315372191,1.2331924,BTF3,0.006080869354029681,0.47147858,PPP1CC,0.0794966722525602,0.77393425,TBC1D2,0.2508224705528802,2.96516,SPIK7,0.32987682909490734,25.071732,VRTN,0.2257008774767782,1.7391086
149,SUCLG2,0.011055506834915092,0.679832,RPL23A,0.0061162927764530145,0.3450121,HPCAL1,0.0818551959882794,1.5861744,PFDN1,0.24856492189293386,1.178687,CCDC65,0.32987682909490734,25.071732,GTF2A1,0.2250139271099832,1.6982714
150,ALDH5A1,0.011242068640419186,1.1893058,TPRG1L,0.0061502532957114185,0.6534559,SLIRP,0.08140488654387788,0.8649403,TMEM50A,0.2494281180724383,1.5416374,ASB2,0.32987682909490734,25.071732,TBC1D15,0.22783856473490777,2.1345284
151,KANK1,0.011562414432563665,1.1567446,GNPDA2,0.006289288621116524,2.311551,PCBD1,0.08170701834012722,0.86642563,DNAJC1,0.24832452324233945,1.3306068,ESYT3,0.32987682909490734,25.071732,U2AF2,0.22783856473490777,2.1345284
152,NBN,0.011696218013912255,1.694742,RASL11B,0.006281030426645843,1.5542661,XRN2,0.08241999061435427,0.89467657,RB1,0.24911235607361976,1.3387846,IMP3,0.32987682909490734,25.071732,MID1,0.22675680105331142,1.6535807
153,CD2AP,0.01172660775757031,0.62502235,JMJD4,0.006405171555381336,1.5478156,DGLUCY,0.0840531251530813,3.3247197,ID3,0.24871877175892382,0.8610665,AvBD1,0.32987682909490734,25.071732,CSGALNACT2,0.23119131178105456,3.4060678
154,HIF1A,0.011853678565754252,0.6038049,SVBP,0.006444941974791212,0.554631,YWHAB,0.08272047812339611,0.4946975,DUSP1,0.2527698373880842,2.8332129,FOXF1,0.32987682909490734,25.071732,STRBP,0.22848556275694176,2.074213
155,COX18,0.012362088586188877,1.501235,CTHRC1,0.006632078761408956,2.107534,ATP5MC3,0.0829526871719029,0.51256007,RECQL5,0.25245876993429245,2.9037452,SLC2A12,0.32987682909490734,25.071732,BID,0.22630614817127034,1.0723127
156,ETV1,0.013003237649028207,1.3752701,RALGPS2,0.006756413729922465,1.0331229,CIRBP,0.08350788960326404,0.4247368,FICD,0.25245876993429245,2.9037452,GALNT13,0.32987682909490734,25.071732,PDIA6,0.22772647030144755,1.1317115
157,DIRC2,0.013033940202067806,0.96669894,SUGP1,0.006831494181321461,1.6374547,DHX30,0.0844006606231954,1.227426,ACER1,0.250879574718418,1.9552518,CPO,0.32987682909490734,25.071732,MFN1,0.22826808012363914,1.6843755
158,NRG4,0.013142791831688318,1.9418304,TRA2A,0.006808508394962756,0.64365214,AATF,0.08484622177382188,1.1158843,LATS1,0.25469409044419095,3.1784163,SLC22A5,0.32987682909490734,25.071732,ATP1A1,0.22642898950453277,1.1872989
159,DUSP19,0.01328597809749106,0.7725741,CALML4,0.006920129659603839,2.4344504,LSG1,0.08579127552812173,1.0320216,ITM2A,0.2509377102101403,0.84705275,FER1L6,0.32987682909490734,25.071732,PPIG,0.22801427678928607,1.0597086
160,BEND6,0.013600534143293843,1.8378057,METTL9,0.006840509078888598,1.0169113,AIFM1,0.08606054858377213,1.0785296,TCEA1,0.2510353485159881,0.9641312,FABP1,0.32987682909490734,25.071732,DEDD,0.22975542256374465,1.3553505
161,NMRAL1,0.013793849277609491,1.3481361,FANCL,0.006954289558264742,1.0562832,MEAF6,0.08696834794622231,1.091128,RBPMS,0.2568301814520423,2.954026,ANKRD22,0.32987682909490734,25.071732,PRELID1,0.22928492793879668,0.8334571
162,EIF4EBP3,0.013797262053986943,0.76318055,EIF3H,0.00695695001798111,0.45439455,POLR2L,0.08709965896488753,0.68254095,PTRHD1,0.2554928775667316,1.3032001,LIPG,0.32987682909490734,25.071732,DFFA,0.23182373294224068,2.0560684
163,GALNT6,0.014143849625060564,23.13681,PSMD2,0.006983895129164945,0.6752601,PEX2,0.08841841686229651,1.6542994,CHGB,0.2591552432080973,2.87933,DUSP26,0.32987682909490734,25.071732,GFOD2,0.23306568046270418,2.0689192
164,SLC29A4,0.014143849625060564,23.13681,C13H5orf15,0.007212847416060391,0.89376646,ARFGAP3,0.08805613473651307,1.1892889,PIGBOS1,0.2566523647085444,1.1375636,KLHL34,0.32987682909490734,25.071732,EIF3K,0.2318068307442439,0.96170986
165,COL1A1,0.014143849625060564,23.13681,NAXD,0.007474650158423305,1.5008603,SLC39A8,0.09163149316165625,25.285357,MPP6,0.257379599422873,1.1537503,GALR1L,0.32987682909490734,25.071732,ACADSB,0.23462068637008412,2.043326
166,SCGN,0.014143849625060564,23.13681,DUSP23,0.007509118223090795,1.0487294,HOXC10,0.0902944343178563,1.0558243,CDC14B,0.26084705970409994,2.8213632,DPF1,0.32987682909490734,25.071732,TMEM53,0.23930726609420697,3.1635225
167,TRIM35,0.014143849625060564,23.13681,CLPTM1,0.007897273845760184,24.206804,CRTC1,0.09171514407744523,3.2626932,TBC1D7,0.2596283384005195,1.507525,DPH7,0.32987682909490734,25.071732,CTDSPL,0.23691351909408853,2.0663695
168,GSG1L,0.014143849625060564,23.13681,TCF12,0.007871212402693442,0.47945887,RUFY3,0.09038332204176495,1.5440358,CMPK1,0.2594422659521795,1.3159451,PPP2CB,0.32987682909490734,25.071732,TRIAP1,0.23696547315303582,2.0456264
169,SLC35A5,0.014143849625060564,23.13681,AIFM1,0.007920320783079552,0.9181047,STMN1,0.09038981925452372,0.43566754,ANGPTL2,0.2625526256187709,2.7656167,TAF6,0.32987682909490734,25.071732,UBQLN1,0.2387707682184418,2.094818
170,EBF4,0.014143849625060564,23.13681,ZNF423,0.008093446672476719,0.80831176,EPHA3,0.09222658431093969,2.1297326,KLHL2,0.2611165977150447,1.9236656,KCNA5,0.32987682909490734,25.071732,SLC9A6,0.24228860376022743,3.1635225
171,PYCR3,0.014143849625060564,23.13681,CHST15,0.008098602450957636,0.5880095,TCEA2,0.09171711950750217,0.82484967,HMGB3,0.2604172279308773,0.42507842,XKR9,0.32987682909490734,25.071732,TAF15,0.23770275743895405,1.0960395
172,HIST2H3L,0.014143849625060564,23.13681,BRSK2,0.008196219791458747,1.2735453,AGPAT4,0.09407031065659469,3.061028,GABARAPL1,0.26077750520827625,1.5190555,CD83,0.32987682909490734,25.071732,PPIE,0.23933875000564872,2.0079782
173,ESCO1,0.014143849625060564,23.13681,MRPS16,0.008277544854079425,0.8995888,LRRCC1,0.09436912671621174,2.4353886,UPRT,0.2639746869162518,1.9042042,CLDN19,0.32987682909490734,25.071732,OSTC,0.2409219718510341,1.5531934
174,ST3GAL1,0.014143849625060564,23.13681,LRRC20,0.00835350353247114,0.9619977,CEP131,0.09375101144977722,1.2266951,IMPA1,0.26269960687400457,1.3103524,Meis2a.2,0.32538408161497,1.4908221,H3F3B,0.2375385925411468,0.7088198
175,MGAT1,0.014143849625060564,23.13681,ATP5A1Z,0.008363058802451497,0.3732514,API5,0.09503048716602588,0.9584813,PIGK,0.2647486436605203,1.7516867,TMEM11,0.32594090454900604,1.5432191,ARHGAP29,0.2448539115221352,3.067231
176,NIPBLL,0.014078543676972985,1.0624727,XPO1,0.008417842057958296,0.5194339,SNRNP40,0.0951933645911431,0.89157087,ITGB5,0.26479964795340805,1.4973217,PIM1,0.32575178802131144,1.2963684,SEMA6B,0.24578188281826213,3.029057
177,CNTNAP1,0.01421981559212869,2.9780269,SULT1B1,0.008663960233744697,2.7254515,WDR70,0.09656932797041287,1.2299896,U2AF2,0.2658400627348443,1.4800991,ADD3,0.32908924628174174,0.5770363,RECQL,0.24578188281826213,3.029057
178,EGFL7,0.014399565351152718,1.8583285,TTC7B,0.008875019328416172,4.186785,CDK2AP1,0.0965940173156688,0.9960844,PRKACB,0.2671853144014952,1.8973674,ERGIC1,0.3327349022240512,2.1367283,RBM22,0.24174715456688894,1.2856822
179,HARS,0.014412182551567407,0.61305785,PTP4A1,0.00871278501371111,0.6675584,XPO5,0.09655645449591523,0.6905257,TOP1MT,0.26581998678934987,1.5306749,UNC50,0.33481622292887003,1.2323177,DUSP7,0.24774501746044236,2.894559
180,CNR1,0.014545621919340466,2.886532,PSMB4,0.008805085240500889,0.40520486,TIMMDC1,0.09689647760314186,1.0238582,RNASET2,0.2674375112573813,1.8389817,H6PD,0.3366935807094943,2.0737302,CAPN15,0.24419027619186667,2.0260458
181,DNMT3A,0.015337231268453991,0.4038734,SAT1,0.00890641536458088,0.9355831,TMEM59,0.09728834750050926,1.4556876,YLPM1,0.2674375242740685,1.8389816,EXOC3L1,0.3366935807094943,2.0737302,SNU13,0.2407144039701446,0.8333809
182,PHF10,0.01579207300199594,0.9680796,ITGAV,0.008941940050959071,1.3383809,RASGRP3,0.09738220843003839,0.69066614,F3,0.2692759746472502,2.7433941,PIGB,0.3366935807094943,2.0737302,IQCK,0.24890777209038714,3.1282644
183,PISD,0.01583703795883044,1.0464693,GPR107,0.009002118595940335,1.666781,MXI1,0.09862940250998811,1.8113657,EHHADH,0.2710372135165475,2.690501,FAM45A,0.3366935807094943,2.0737302,TUBA1B,0.2413818473581919,0.47835967
184,CASD1,0.0161165582352038,23.27167,FUBP1,0.008979809878084293,0.45998198,IARS,0.09927701103353286,0.9546663,GAP43,0.2710372135165475,2.690501,SYF2,0.33524081484097357,0.86504585,SRSF3,0.24197182894718056,0.8599512
185,BCAT1,0.016116577735676964,23.27167,WNT3A,0.009019250544725965,0.94777805,ARL6IP4,0.10011134216051452,1.138947,SKP1,0.2680800752114732,0.6712445,B3GNT2,0.3375205812957339,2.117495,GPATCH4,0.24417046897057726,1.5752522
186,MAP1LC3A,0.016513906132858282,1.2830952,FGF13,0.009167857122236396,1.2616343,ENY2,0.10058375330850199,0.70447564,GPN3,0.27070485777636305,1.4991219,RNF11,0.33727791524980966,1.2201279,GOLT1B,0.24505433426066994,1.5572774
187,GLTP,0.016513906132858282,1.2830952,CDK2AP1,0.009280096595550305,0.83318067,SNRPN,0.1006302462202794,0.5231499,SIL1,0.27281277541105264,2.6394603,APTX,0.339516861154432,1.220128,DOT1L,0.24952113201182546,3.0137107
188,CORO1C,0.017052086994612983,0.4624181,ZNF207,0.009403587907627142,0.45139238,DIEXF,0.10122748498861202,1.3834591,ZC3HAV1,0.27281277541105264,2.6394603,USP4,0.34209685391132527,2.0597372,LMO2,0.25321479899807975,3.715824
189,LDLRAP1,0.017082910530449757,1.1962503,COMTD1,0.009761915572789078,1.1822652,PPM1D,0.1024514279355793,1.8650298,RAE1,0.27056698471441404,1.1177691,PSMD10,0.3397019410832488,0.84042674,TMEM251,0.25344892638740263,3.4887197
190,ALDH1A2,0.01731231149747657,0.91007257,H2AFV,0.009749726035744586,0.444156,FKBP14,0.10285033719997885,2.2710052,NSMCE1,0.2735226707660757,1.8121401,WDHD1,0.3419205562529557,1.5318228,EBAG9,0.24779661789071483,1.5654935
191,RRAGB,0.01739712980033785,0.63825905,BIRC2,0.00980351208699934,0.8014919,PKNOX1,0.10285033719997885,2.2710052,COG1,0.27512725065206683,1.7933861,HECA,0.34699381635906656,5.351776,DLL1,0.24948969225975523,1.1324152
192,LTA4H,0.01771425016034592,0.55692774,TIMMDC1,0.009926364660687814,0.8399049,NUP214,0.10482284263794157,2.837978,SLC25A34,0.27637955979974693,2.690501,EBF2,0.34699381635906656,5.351776,CFDP1,0.2528900901588674,1.983052
193,LMO1,0.01814498387480266,1.5170187,SLC35C1,0.010122186678510793,0.98856604,KLHL36,0.10396166021830093,1.5581203,DHX36,0.2747218376720242,1.085722,PTPN7,0.34699381635906656,5.351776,IRF2,0.25700327183893157,2.986746
194,TNNC1,0.018420477871300293,0.73794013,ANP32B,0.010102106723691507,0.31420815,BBS4,0.10438184634108237,1.5486009,ZNF207,0.27543788742027475,0.60305995,PLAU,0.34699381635906656,5.351776,CYB5R4,0.25613983846978783,2.891806
195,DHCR24,0.01870057845725282,1.0346862,CRYAB,0.010197057635665028,1.7393078,OTUB1,0.10451256659307881,0.518395,VRK1,0.27681420448519023,1.4406056,TBC1D16,0.34699381635906656,5.351776,C1GALT1,0.25555262461411954,2.0342827
196,SEMA3A,0.01888055854335153,2.1769001,NFIL3,0.01025379288357116,1.7474859,N6AMT1,0.10478492753615501,1.1539012,DCBLD2,0.27747253338052397,1.0994802,PHLPP2,0.34699381635906656,5.351776,S100A11,0.2571096728575841,2.8578944
197,APOA1,0.01888055854335153,2.1769001,CCDC93,0.010320818752049625,2.0771353,FAN1,0.1057910458372867,1.699904,DNAJC15,0.27847816935918657,1.4266956,PCDH1,0.34699381635906656,5.351776,IFT46,0.2571096728575841,2.8578944
198,PIK3CB,0.01888055854335153,2.1769001,POMT1,0.010402292590931839,1.9408648,RPL11,0.1053884269246452,0.38132232,USP16,0.27951307259953356,1.4366933,VSIG4,0.34699381635906656,5.351776,KDM5B,0.253570883904206,1.2209392
199,PPP6R2,0.019147429065049546,23.476742,WLS,0.01034230095066525,0.44227672,PCCB,0.10584987574291685,1.2468678,TMEM104,0.28138653822669546,2.5704281,IL17REL,0.34699381635906656,5.351776,ZC3H11A,0.2563268380001716,2.0363796
200,DDX20,0.01898700584870206,0.67701894,RACK1,0.010372481310058294,0.26168174,CNOT1,0.1057712619297961,1.031005,WDR35,0.28323271147003426,2.5233579,TBX3,0.34699381635906656,5.351776,CCDC86,0.2519773015092075,1.11529
201,NR2C1,0.019986288393020978,1.3585355,TUBA1B,0.01038652969837245,0.22692414,HOXD13,0.10647826336226511,1.7526138,LRRC45,0.28323271147003426,2.5233579,CHRNA7,0.34699381635906656,5.351776,WDR53,0.2556049008507883,1.9386072
