,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges
515,GET4,0.08078921846202877,0.40594065,MCRIP1,0.05457178393035883,0.5926591,KDR,0.20686425021165664,2.3810656,LCAT,0.3863364209737473,3.6221778,SVIP,0.4528907776336857,2.5406845,APTX,0.3520301448048936,1.4346462
516,ENDOD1,0.08136421739571509,1.3008329,MAT2B,0.054817872725667766,0.8911254,BRINP1,0.20669979552848355,1.8590152,DAW1,0.3863364209737473,3.6221778,NRTN,0.4528907776336857,2.5406845,C1H12ORF73,0.3538679195305273,1.4227164
517,TPST2,0.08136421739571509,1.3008329,NCK2,0.05541425887203391,0.8837833,FGF18,0.2068450148470772,0.55970824,ANK1,0.3863364209737473,3.6221778,KIAA0319,0.4528907776336857,2.5406845,C11orf16,0.3611831647737712,4.684706
518,WASL,0.08146628386214598,0.49082223,APP,0.0554241116885698,0.68177104,SNRPD1,0.20709440450165556,0.37429857,RAPGEF3,0.3863364209737473,3.6221778,FAM129A,0.4528907776336857,2.5406845,VTI1A,0.35564288195352944,1.97747
519,ANK3,0.08218125551013991,0.8096566,SNRPD1,0.05590070845330824,0.31136486,CD63,0.2072355152626329,0.9010174,FAM184A,0.3863364209737473,3.6221778,IQGAP1,0.4528907776336857,2.5406845,HAS2,0.3560850363117968,1.409751
520,LRIG3,0.08217644544785319,0.5560078,PUM3,0.055917371970634164,0.53201014,OSBPL5,0.20826182977314628,1.5201889,RBFOX1,0.3863364209737473,3.6221778,RTTN,0.4528907776336857,2.5406845,RCAN3,0.3574176636075276,1.9484206
521,DDX10,0.0826609414967375,0.4532401,CTNNBIP1,0.05595848767674212,0.71653724,UBE2QL1,0.2082692448438371,1.5060842,RHOH,0.3863364209737473,3.6221778,TTC28,0.4528907776336857,2.5406845,CDH2,0.35586648519357267,0.69147176
522,STK35,0.08326377071395487,22.133495,KIF4A,0.055939963831097096,0.37994272,RIDA,0.20798096420377218,0.96293455,AFAP1,0.3863364209737473,3.6221778,REEP2,0.4528907776336857,2.5406845,GPC1,0.3566372525596856,0.98464644
523,LAPTM4B,0.08326377071395487,22.133495,H2AFY,0.05647241371880958,0.9298087,KIF5B,0.2088126707273603,1.5333277,LAMB4,0.3863364209737473,3.6221778,CCDC117,0.4528907776336857,2.5406845,RBFOX2,0.3596535505496039,1.9231458
524,USP2,0.08326377071395487,22.133495,SCOC,0.0565758363871217,0.7150344,NDUFA6,0.20836280122373582,0.78063154,LRP6,0.3863364209737473,3.6221778,KLHL14,0.4528907776336857,2.5406845,EIF2S2,0.35747922039296676,0.7205316
525,WNT1,0.08326377071395487,22.133495,FGF10,0.05698357387226174,1.2826705,TMSB4X,0.20839860375836258,0.36297217,AGXT,0.3863364209737473,3.6221778,PLEKHM1,0.4528907776336857,2.5406845,GADD45G,0.3659147315038106,4.4874353
526,BACH2,0.08326377071395487,22.133495,NAA20,0.05691101108678224,0.56326365,SMC3,0.20877817227380235,0.49961525,CMTR1,0.3863364209737473,3.6221778,IL1R2,0.4528907776336857,2.5406845,ATP6V1G3,0.3659147315038106,4.4874353
527,NYAP2,0.08326377071395487,22.133495,TKT,0.05705562158062018,0.29342163,ORC2,0.2095261020485339,1.3512169,DNAJB5,0.3863364209737473,3.6221778,ALKBH4,0.4528907776336857,2.5406845,OSCP1,0.35807860641836564,0.9862157
528,CHSY1,0.08326377071395487,22.133495,BAG3,0.05726908719394031,0.51721394,SPATA4,0.21035253061723022,2.3126795,FAM184B,0.3863364209737473,3.6221778,KIAA0930,0.4528907776336857,2.5406845,EIF3H,0.35875029334008135,0.70664
529,COL9A3,0.08326377071395487,22.133495,TBC1D23,0.05743326970790976,1.160147,CDC14B,0.2103525519922261,2.3126795,VNN1,0.3863364209737473,3.6221778,VEGFA,0.4528907776336857,2.5406845,NUDC,0.3592951627869584,0.953893
530,IGSF11,0.08326377071395487,22.133495,COX6C,0.05740558218941286,0.3544139,MRPS17,0.20941938272950789,0.6391639,RCSD1,0.3863364209737473,3.6221778,ALPK2,0.4528907776336857,2.5406845,SH3D19,0.36200078866882435,1.9203575
531,PARVB,0.08326377071395487,22.133495,UFSP2,0.05755546152669989,1.002035,MTHFD2,0.20972478803090155,0.9770579,CALB1,0.3863364209737473,3.6221778,PIAS3,0.4528907776336857,2.5406845,GRAMD4,0.361243891551955,1.9410342
532,CBARP,0.08326377071395487,22.133495,BEND5,0.05767492927313327,1.0324318,QKI,0.21016112910498846,1.8158542,GRP,0.3863364209737473,3.6221778,EEF1A2,0.4528907776336857,2.5406845,COMMD7,0.361479992686752,1.4120258
533,SOX1,0.08326377071395487,22.133495,GLI2,0.05771395080605109,1.0672303,NDUFB2,0.21016896431485693,0.5961369,MTMR4,0.3863364209737473,3.6221778,PLCE1,0.4528907776336857,2.5406845,MED18,0.36373670058118457,1.9203573
534,SERPINB1,0.08326377071395487,22.133495,EIF4G3,0.05791018005509429,1.0493685,PSMA5,0.21052643490162942,0.5545545,PCSK9,0.3863364209737473,3.6221778,OLFML3,0.4528907776336857,2.5406845,DGKZ,0.36349120991040806,1.915884
535,PLA2G4A,0.08326377071395487,22.133495,RSPO2,0.05824734056399592,1.8065524,ELOVL2,0.21224339762460026,3.6324005,CABIN1,0.3863364209737473,3.6221778,FAM221A,0.4528907776336857,2.5406845,DEGS1,0.3656898234660697,1.980612
536,SLITRK2,0.08326377071395487,22.133495,ZDHHC5,0.058171168533387274,1.4498585,WIPF3,0.21224339762460026,3.6324005,PCSK6,0.3863364209737473,3.6221778,MAPKAPK2,0.4528907776336857,2.5406845,DYNC1LI1,0.36254009678194066,1.1379774
537,ATRN,0.08326377071395487,22.133495,UBE2E1,0.05812694780145392,0.73086125,CDKL5,0.21224339762460026,3.6324005,NLGN2,0.3863364209737473,3.6221778,GSTA4L,0.4528907776336857,2.5406845,OGFRL1,0.36923685489219926,4.4131556
538,SPRY4,0.08326377071395487,22.133495,MTFP1,0.058185471415091984,0.758829,SH3GLB2,0.21224339762460026,3.6324005,MLLT6,0.3863364209737473,3.6221778,TNFRSF10B,0.4528907776336857,2.5406845,UNC5D,0.36923685489219926,4.4131556
539,SLC32A1,0.08326377071395487,22.133495,VSTM2L,0.05828399521682816,1.2447487,SEL1L3,0.21224339762460026,3.6324005,CWH43,0.3863364209737473,3.6221778,GATA4,0.4528907776336857,2.5406845,MASP2,0.36923685489219926,4.4131556
540,PABPC4,0.08326377071395487,22.133495,LEF1,0.058254203037466305,0.57807434,TRAF1,0.21224339762460026,3.6324005,KCNJ15,0.3863364209737473,3.6221778,PPP1R12B,0.4528907776336857,2.5406845,RAMP3,0.36923685489219926,4.4131556
541,ATF2,0.08326377071395487,22.133495,SAP18,0.05833444426073738,0.32280323,AHR1B,0.21224339762460026,3.6324005,SEL1L3,0.3863364209737473,3.6221778,COQ4,0.4528907776336857,2.5406845,TAF1C,0.36923685489219926,4.4131556
542,CLCF1,0.08326377071395487,22.133495,BPNT1,0.058680527074209975,1.147194,HOXC6,0.21224339762460026,3.6324005,FHOD3,0.3863364209737473,3.6221778,SH3PXD2A,0.4528907776336857,2.5406845,SNX13,0.36923685489219926,4.4131556
543,PLCG2,0.08326377071395487,22.133495,TTC19,0.0587810440243094,1.4087423,MEF2D,0.21224339762460026,3.6324005,CNTN3,0.3863364209737473,3.6221778,AGPAT3,0.4528907776336857,2.5406845,FBXO2,0.36923685489219926,4.4131556
544,CDK3,0.08326377071395487,22.133495,CRMP1B,0.05874155561464121,0.540709,CPZ,0.21224339762460026,3.6324005,BTG4,0.3863364209737473,3.6221778,PPP2R5A,0.45180865031440576,0.7951893,HOXB3,0.36923685489219926,4.4131556
545,CHRNA3,0.08326377071395487,22.133495,RALY,0.05889479418510888,1.0157075,EOGT,0.21224339762460026,3.6324005,YJU2,0.3863364209737473,3.6221778,PTDSS1,0.45399595116037694,1.4437513,ENPP6,0.36923685489219926,4.4131556
546,ASB11,0.08326377071395487,22.133495,MMP2,0.05899507472690863,1.2744633,SFI1,0.21224339762460026,3.6324005,HSPG2,0.3863364209737473,3.6221778,TRDMT1,0.453995970423113,1.4437512,OGFR,0.36923685489219926,4.4131556
547,KNDC1,0.08326377071395487,22.133495,MGMT,0.05897412775912451,1.1606216,HMGCLL1,0.21224339762460026,3.6324005,MEGF10,0.3863364209737473,3.6221778,C5orf51,0.45518720158402914,1.4040751,KLHL23,0.36923685489219926,4.4131556
548,COA4,0.08326377071395487,22.133495,SRSF1,0.059235281555673286,0.2551977,SNX13,0.21224339762460026,3.6324005,EHD2,0.3863364209737473,3.6221778,QARS,0.45513016465670963,0.9209785,SCAF4,0.36923685489219926,4.4131556
549,SOX8,0.08326377071395487,22.133495,NMT1,0.05970891403394174,0.5629472,PGS1,0.21224339762460026,3.6324005,ISLR2,0.3863364209737473,3.6221778,JDP2,0.4582298428436722,2.3701098,TROVE2,0.36923685489219926,4.4131556
550,C5orf22,0.08326377071395487,22.133495,DDX42,0.05995559304685225,0.7223982,HOOK1,0.211987985676609,2.2986512,HIST1H2B8,0.3863364209737473,3.6221778,TMEM41B,0.4566191244734047,1.4237803,FAT2,0.36923685489219926,4.4131556
551,PLEKHA6,0.08326377071395487,22.133495,SLC2A1,0.059983248965105124,0.59106094,FIG4,0.211987985676609,2.2986512,PCYOX1L,0.3863364209737473,3.6221778,DCLK1,0.45844320439569564,2.6291227,ADAM20,0.36923685489219926,4.4131556
552,CILP,0.08326377071395487,22.133495,JCAD,0.060031967238901585,0.79304624,ACTR2,0.21116544191578893,0.57330614,HSD17B3,0.3863364209737473,3.6221778,HIST1H103,0.45696023747270764,0.9261269,DKK1,0.36923685489219926,4.4131556
553,INSYN2B,0.08326377071395487,22.133495,EMX2,0.0607670344740282,1.7693439,LGALS8,0.21186060230121204,0.8189567,FUS,0.3863364209737473,3.6221778,C1orf174,0.4581689156728642,1.4156808,DLK1,0.36923685489219926,4.4131556
554,CCR4,0.08326377071395487,22.133495,PAX5,0.0607670344740282,1.7693439,DCBLD2,0.21260960797599773,0.81727713,PDIA2,0.3863364209737473,3.6221778,ZFAND2A,0.4581689156728642,1.4156808,MFSD5,0.36923685489219926,4.4131556
555,CAMK1G,0.08326377071395487,22.133495,ROBO1,0.0607670344740282,1.7693439,CYP20A1,0.21328176785102226,1.7888852,CISD2,0.38590837257066923,0.8398583,ADAR1,0.4580892252033817,1.1149695,ZNF366,0.36923685489219926,4.4131556
556,DAPK2,0.08326377071395487,22.133495,TTYH3,0.06140533425960206,1.272412,LAMTOR5,0.21269710229804986,0.8951852,LIN7C,0.3871967166080845,1.0837629,DNAJB2,0.4608852055615561,2.3230402,KCTD8,0.36923685489219926,4.4131556
557,ARL10,0.08326377071395487,22.133495,WDR81,0.06140858803357557,0.8048963,MBNL2,0.21368493656680862,1.7739315,POMGNT2,0.39142252443017067,3.4018118,KLF6,0.45950799355379224,1.435542,ALDH1A3,0.36923685489219926,4.4131556
558,RANBP3L,0.08326377071395487,22.133495,ADPGK,0.061514572057671975,1.1643898,LNX1,0.21368493656680862,1.7739315,MRPL46,0.38990077878534635,1.3492529,SLC25A39,0.4607455182151228,0.7794508,GATA3,0.36923685489219926,4.4131556
559,FNDC1,0.08326377071395487,22.133495,DBI,0.06148614189406068,0.32156298,ARNTL2,0.21368493656680862,1.7739315,ELOC,0.38824728508212036,0.8500552,HSD17B10,0.46178515209035353,0.8771413,CPN2,0.36923685489219926,4.4131556
560,HEPHL1,0.08326377071395487,22.133495,HDAC2,0.06162506267453471,0.39289132,STX18,0.21393763319454767,1.0214915,NDUFB4,0.38883946060132635,0.8198554,TERB1,0.4634881793957165,1.3767397,GRM4,0.36923685489219926,4.4131556
561,C10orf71,0.08326377071395487,22.133495,PPCDC,0.06179647077560678,1.6669377,TPP2,0.2142783163675401,1.2058,RNMT,0.3904961003027564,1.2809681,FYTTD1,0.4658137361474908,0.8598097,DPEP2,0.36923685489219926,4.4131556
562,ADCYAP1,0.08326377071395487,22.133495,USP49,0.06188167574204412,1.2193877,XPO6,0.2143533630190231,1.0138642,LLPH,0.38968946552601746,0.7075636,NTNG1,0.4674388879078606,2.424533,TMEM62,0.36923685489219926,4.4131556
563,AADAC,0.08326377071395487,22.133495,SMIM19,0.06179573845978929,0.8923915,FAM19A1,0.21583536573398932,2.2215204,SERPINC1,0.3939953130534173,3.2981377,FNBP1,0.4674388879078606,2.424533,ITGB2,0.36923685489219926,4.4131556
564,GRPR,0.08326377071395487,22.133495,LAMTOR1,0.06183621577982345,1.0117422,KMT2D,0.21583536573398932,2.2215204,STARD3NL,0.3922014521541517,1.7102193,CHST13,0.4674388879078606,2.424533,NRN1L,0.36923685489219926,4.4131556
565,FSCN2,0.08326377071395487,22.133495,TCF7L2,0.06187353734815898,0.6838968,FOXO3,0.21583536573398932,2.2215204,RMI2,0.3922014521541517,1.7102193,IRF2BPL,0.4674388879078606,2.424533,SOHO-1,0.36923685489219926,4.4131556
566,FUT10,0.08326377071395487,22.133495,EEF1B2,0.06187824707089168,0.17928317,KANSL1L,0.21583536573398932,2.2215204,MFAP1,0.3915124601134785,1.059729,RGS3,0.46743889521009285,2.4245327,NECTIN4,0.36923685489219926,4.4131556
567,TRAPPC8,0.08326377071395487,22.133495,C11orf49,0.06236322426719385,1.8613526,TFPI,0.21583536573398932,2.2215204,CMC2,0.39224543061277284,1.7205087,SLC44A3,0.46743889521009285,2.4245327,ISLR2,0.36923685489219926,4.4131556
568,TRAK2,0.08326377071395487,22.133495,SNRPD3,0.06223497592951678,0.3411969,H3F3B,0.2154941551735792,0.35361782,SAR1B,0.39224543061277284,1.7205087,FST,0.46743889521009285,2.4245327,LHX9,0.36923685489219926,4.4131556
569,SLC23A3,0.08326377071395487,22.133495,VGLL4,0.06285562636674306,1.3200595,TIMM13,0.21595134611040437,0.45115685,PTCD2,0.39480655387803365,1.6939775,PAX2,0.46743889521009285,2.4245327,MOSMO,0.36923685489219926,4.4131556
570,GRIN3A,0.08326377071395487,22.133495,COX7B,0.06300638793662763,0.30162957,GINS1,0.21630122430891932,0.9071681,MED21,0.39454218249943496,1.0696229,CEP162,0.46743889521009285,2.4245327,ARHGEF28,0.36923685489219926,4.4131556
571,MAPKAPK3,0.08326377071395487,22.133495,CMC2,0.06349443185928245,1.3536767,TSEN54,0.2174169935450104,1.8099777,DHX29,0.3965067751115582,1.2635795,CRELD1,0.46743889521009285,2.4245327,CA5B,0.36923685489219926,4.4131556
572,GPR87,0.08326377071395487,22.133495,ZNF821,0.06349443185928245,1.3536767,CBX1,0.216437167811875,0.6840046,SPTSSA,0.3973849098940554,1.312764,CRHBP,0.46743889521009285,2.4245327,NR6A1,0.36923685489219926,4.4131556
573,RFX4,0.08326377071395487,22.133495,WDR92,0.06349730728620548,0.9104379,ENTPD6,0.2172725231814476,1.7331773,NDUFS3,0.39622191183194333,0.74284816,LYRM1,0.46873954633465087,2.2591763,Smad7b,0.36923685489219926,4.4131556
574,RF01291,0.08326377071395487,22.133495,UBAC2,0.06346498604388674,0.93130434,BID,0.2168001069890288,0.4776373,MED4,0.39988989271946807,1.2699615,RUFY1,0.46748114914378247,1.0343497,KIAA1841,0.36923685489219926,4.4131556
575,ABCC8,0.08326377071395487,22.133495,MCL1,0.06362911040635374,0.91737896,YBX1,0.21680807497774304,0.24296483,EDARADD,0.4027832988012017,3.364817,TPMT,0.46777921904740316,1.0856282,SERGEF,0.36923685489219926,4.4131556
576,TMC2,0.08326377071395487,22.133495,SMARCD1,0.0636785030253505,0.711887,EIF3G,0.21711364722243068,0.44486204,GOLGA3,0.40152041743513145,1.6816053,ZBTB17,0.4690451012303457,1.3688924,DACH1,0.36485132930371045,1.8982941
577,MAN1A1,0.08326377071395487,22.133495,POLR2F,0.0638021085739923,0.72043985,EXOG,0.2173651718753088,0.9377757,DHRS7B,0.401322526243708,1.6832516,NBAS,0.470818101819652,2.347416,ERGIC3,0.3668762694903306,1.7928152
578,REEP6,0.08326377071395487,22.133495,ZMYND11,0.06454548065292381,1.5196877,SPTLC1,0.2206393242348095,1.0734252,MFSD11,0.4013225464457002,1.6832515,MAVS,0.470818101819652,2.347416,PDS5B,0.364173490121543,1.1517885
579,GFM2,0.08326377071395487,22.133495,TOMM22,0.06459635675171899,0.38635308,S1PR1,0.22126377175469664,1.2982957,INTS10,0.40091267802937136,1.2582388,AGPAT2,0.470818101819652,2.347416,DDX42,0.36581403269756085,1.3855743
580,IRF10,0.08326377071395487,22.133495,UBR7,0.06461286025125988,0.4516023,SRP19,0.22122888916314065,0.69750106,CHD1L,0.4052414464458304,3.0751204,STK38L,0.470818101819652,2.347416,ROCK1,0.36498519432992294,1.1473529
581,ACTG2,0.08326377071395487,22.133495,TM9SF2L,0.06490100267325291,0.8061115,SSRP1,0.22115066988853996,0.6352996,CHPT1,0.40393289741434535,1.6573776,ATG2B,0.470818101819652,2.347416,EOMES,0.3720795385420297,4.2021794
582,GBX1,0.08326377071395487,22.133495,MORN4,0.06490107534163807,0.8061114,ALDH7A1,0.22234270145066895,0.57971597,FARS2,0.40393289741434535,1.6573776,TRPM2,0.470818101819652,2.347416,GCNT1,0.3680384607748265,1.8957572
583,TRAF4,0.08326377071395487,22.133495,TMEM141,0.06499744298829165,0.8743941,CROT,0.2227795021079024,1.0480758,B4GALT3,0.40393289741434535,1.6573776,MTM1,0.470818101819652,2.347416,FANCD2,0.37351059664568476,4.0985084
584,FGF9,0.08326377071395487,22.133495,VCAN,0.06500168052692151,0.6506285,TMX4,0.22409656542846731,0.9871447,FANCI,0.4059073050544496,3.206516,NAALAD2,0.470818101819652,2.347416,Meis2a.2,0.36676874839011786,1.4211565
585,FOXRED2,0.08326377071395487,22.133495,MED9,0.06504959304610208,0.7885931,TSN,0.2243125977002195,0.5055218,STBD1,0.4059073050544496,3.206516,MAP3K21,0.470818101819652,2.347416,NUDT7,0.36914287932726786,1.8809103
586,FBLN5,0.08326377071395487,22.133495,LYPD1,0.06519483984345953,1.5511351,WDR75,0.2249307478635786,1.0689192,TANC1,0.4059073050544496,3.206516,STK10,0.470818101819652,2.347416,FNTA,0.37044409872079953,1.8691646
587,ZIC1,0.08326377071395487,22.133495,FBXO25,0.06534285820743568,1.6653086,TEX10,0.22494936721099962,0.759928,SMIM5,0.4059073050544496,3.206516,MAP3K15,0.470818101819652,2.347416,SSR1,0.36991962801996525,1.1421188
588,NIN,0.08326377071395487,22.133495,GAD1,0.06533439045772717,0.8058357,REV1,0.22552952796269443,1.501005,TUFT1,0.4059073050544496,3.206516,ARFGEF3,0.470818101819652,2.347416,APLP2,0.3679399284807978,0.6604631
589,FAM185A,0.08326377071395487,22.133495,CYB5D2,0.06539702006485362,1.3015776,ZNF711,0.2255221183535633,0.9265651,KCNB1,0.4059073050544496,3.206516,ACSL4,0.470818101819652,2.347416,CA9,0.36864302555695483,0.9572638
590,AMOTL1,0.08326377071395487,22.133495,MEX3B,0.06555739425335556,1.3534603,angiopoietin-2,0.22611699252747341,1.7609376,IQSEC1,0.4059073050544496,3.206516,FBXO4,0.470818101819652,2.347416,GTF2H3,0.37189635533029874,1.7585845
591,DNASE1,0.08326377071395487,22.133495,PPIL3,0.06570122964597425,1.0852659,RPL4,0.22597074989334778,0.25074834,CD200,0.4059073050544496,3.206516,TNNI1,0.470818101819652,2.347416,ARF6,0.3683678578186431,0.7816353
592,DISP3,0.08326377071395487,22.133495,UQCRFS1,0.06620355458501914,0.34586403,PLEKHO1,0.2270190483278621,2.1600184,FRY,0.4059073050544496,3.206516,ZDHHC23,0.470818101819652,2.347416,OCIAD1,0.3696917030839427,1.1261274
593,APLN,0.08326377071395487,22.133495,ELMO2,0.06636199511641772,0.98967415,RUNDC1,0.22648302879372376,1.1418881,IKZF2,0.4059073050544496,3.206516,GMEB2,0.470818101819652,2.347416,MRPS30,0.372309049254984,1.4542257
594,SLC6A17,0.08326377071395487,22.133495,CTCFL,0.0663383301729634,0.5248406,LRMP,0.22803918614298802,3.4216619,SYT9,0.4059073050544496,3.206516,CBLN4,0.470818101819652,2.347416,ANKRD10,0.3733444708224821,1.8981894
595,ZHX3,0.08326377071395487,22.133495,ZBTB48,0.06653809942744197,1.1105902,FAM168B,0.22652204800652295,0.8763355,IL18RAP,0.4059073050544496,3.206516,DDTNFR23,0.470818101819652,2.347416,RHOQ,0.37282067061773005,1.8398416
596,EFEMP1,0.08326377071395487,22.133495,CMSS1,0.0667644878080712,0.7465924,GTF2H5,0.22635254261432544,0.61899096,LHPP,0.4059073050544496,3.206516,IL11RA,0.470818101819652,2.347416,GINS1,0.37204463998076076,1.3830609
597,DGKD,0.08326377071395487,22.133495,CSTF3,0.06731346181954337,0.68390673,FOS,0.22757306639644403,1.7037599,RASGEF1A,0.4059073050544496,3.206516,KANSL2,0.470818101819652,2.347416,UBE2G2,0.3713740915061534,1.117103
598,AQP9,0.08326377071395487,22.133495,CEP112,0.06743357585071992,1.0684224,KATNBL1,0.22756324474216433,0.97697943,ARMC4,0.4059073050544496,3.206516,SMPDL3A,0.470818101819652,2.347416,LPCAT3,0.37304853638934565,1.3651047
599,RIC8B,0.08326377071395487,22.133495,PRDX4,0.06745645972332101,0.4352911,RAB39B,0.22747105455756889,0.8180869,NAV3,0.4059073050544496,3.206516,CRYAB,0.4702607852318439,1.3881323,DYNC2LI1,0.3790316161466829,3.9318302
600,SOCS1,0.08326377071395487,22.133495,SLC48A1,0.06766387594463283,1.3467575,MCM6,0.22801859213438005,0.5960688,SFXN3,0.4059073050544496,3.206516,GALNT9,0.47193419451470053,2.475615,GNAI2,0.37270109485964786,0.85168236
601,DDR2,0.08326377071395487,22.133495,C3orf70,0.06784547557849474,1.0729105,MIPEP,0.2282195779372802,1.0555348,PARP8,0.4059073050544496,3.206516,SPPL3,0.4707489483020082,0.8802005,ERBB2,0.37421704870184325,1.823124
602,CFAP99,0.08326377071395487,22.133495,RNF213,0.0680674494820455,1.8613474,PSEN2,0.22896845859710446,1.109511,MBD5,0.4059073050544496,3.206516,COP1,0.47174893006446983,1.349899,RRBP1,0.37421704870184325,1.823124
603,CYP2AB5,0.08326377071395487,22.133495,MANSC1,0.06822491879099452,2.4403806,PAFAH1B2,0.22864965876346313,0.60347384,SGCZ,0.4059073050544496,3.206516,RIPK2,0.47174893006446983,1.349899,CYP46A1,0.37844661950766756,4.155799
604,ALX4,0.08326377071395487,22.133495,RUBCNL,0.06808554753970777,1.4704821,RRS1,0.22870390102391375,0.52822673,PHKA1,0.4059073050544496,3.206516,HPRT1,0.4717489651559993,1.3498989,WNT11,0.37844661950766756,4.155799
605,GATA6,0.08326377071395487,22.133495,TTC27,0.06796478038348322,0.6380238,NUDT16L1,0.22924896150403679,0.35485557,PLLP,0.4059073050544496,3.206516,KAT2A,0.4717636428757003,0.86613613,CCDC171,0.37844661950766756,4.155799
606,NCOA5,0.08326377071395487,22.133495,SMARCD2,0.06848179083276777,0.5458739,PPP4R2,0.22928471918220156,0.60101557,PNPLA3,0.4059073050544496,3.206516,DDX52,0.4723189773643145,1.0411929,PTK2,0.37844661950766756,4.155799
607,SLC6A15,0.08326377071395487,22.133495,ARHGAP19,0.06863330062227445,0.83154815,PCDHGA2,0.2297588076277199,1.2729977,MYBPC1,0.4059073050544496,3.206516,STAG2,0.47314196273488096,1.0250165,BRT-1,0.372132407485288,0.9637442
608,ELOVL7,0.08326377071395487,22.133495,PRKAR1B,0.06906351113839218,1.0446925,R3HDM1,0.22979521481745568,1.141888,ZNF536,0.4059073050544496,3.206516,PRCP,0.47333118679935626,1.4076254,SUMO2,0.37241754201667276,0.6991931
609,ZNF513,0.08326377071395487,22.133495,ADRM1,0.06924875134176091,0.56077456,PTP4A2,0.229598821501273,0.5699429,TNFSF8,0.4059073050544496,3.206516,YLPM1,0.4744718256344772,1.3311455,SNX16,0.3797350299126986,3.8754983
610,RAD51C,0.08326377071395487,22.133495,ADPRH,0.06960274019426094,2.5316215,ARPP19,0.2296042558725136,0.38607973,TMCO6,0.4059073050544496,3.206516,PPARD,0.4744718256344772,1.3311455,EIF4E,0.3748236306722065,1.1789382
611,NEU4,0.08326377071395487,22.133495,ISCA1,0.06949045377502176,0.8594151,RBM12,0.229750273101558,0.729509,TLL1,0.4059073050544496,3.206516,PIGBOS1,0.4746219879152417,0.8480967,SERP1,0.37266611994498855,0.5589447
612,TTC26,0.08326377071395487,22.133495,HOMER2,0.06993422536649438,1.2458279,PSMD6,0.2298179213602845,0.5648026,PRPH2,0.4059073050544496,3.206516,FAM126A,0.4749155992209676,1.0467407,ACTR3,0.3727647668580205,0.76597285
613,NCOA3,0.08326377071395487,22.133495,NUBPL,0.07007790949355715,0.81566685,ESS2,0.23039508410111445,1.4305632,TPH1,0.4059073050544496,3.206516,FEN1,0.47492316498955567,0.60085493,CACNG3,0.37410464478290384,1.3896357
614,TMEM50B,0.08331927359624469,1.010696,SEC61G,0.07011996749313298,0.52984107,HAGHL,0.23039508410111445,1.4305632,AGT,0.4059073050544496,3.206516,FBXO5,0.4751676804180853,0.86729836,ZNF608,0.3801566733610682,3.9975004
615,SDHAF2,0.08400771086408582,0.6556743,POLR2K,0.07017437216835479,0.7065522,NDRG1,0.23065336664906,1.6775999,RELCH,0.4059073050544496,3.206516,FABP5,0.4765968855383692,1.3448747,RAB3B,0.3801566733610682,3.9975004
616,SGMS2,0.08423643192768815,1.2197524,ZNF711,0.07028069428256536,0.76158154,AHDC1,0.23065336664906,1.6775999,RAB11FIP1,0.4059073050544496,3.206516,PHLDA2,0.4767323206615205,1.3263048,PIP4K2B,0.3801566733610682,3.9975004
617,TSHZ1,0.08423644448989041,1.2197524,MBNL1,0.07050308180732123,1.726626,NR3C2,0.23054561533983028,1.1519243,RBMS2,0.4059073050544496,3.206516,H-RAS,0.4760639950295279,1.0370125,ACSL5,0.3801566733610682,3.9975004
618,HIST1H3H,0.08438540511902644,1.7141494,E2F6,0.07069581277912401,0.784044,NAT8B,0.23080817567371673,1.4406492,PCMT1,0.4030836879770645,0.7954846,FGF1,0.47929860018131154,2.1560812,ABCC5,0.3801566733610682,3.9975004
619,OSBPL8,0.08438540511902644,1.7141494,CMTM7,0.07075294886275454,1.2878426,ZSWIM7,0.23041511108094725,0.81116945,SRP72,0.40342263526510913,0.7160183,EXD2,0.47993097689561914,2.0842721,WASF2,0.3801566733610682,3.9975004
620,UBA6,0.08438540511902644,1.7141494,POLA1,0.0707711801530123,0.51722723,MLX,0.23062332082385942,0.7321845,SSR3,0.40340788810045425,0.6174518,RWDD3,0.47764885938653023,0.8605347,EPB41L3,0.3801566733610682,3.9975004
621,PIK3CA,0.08438540511902644,1.7141494,DSCC1,0.07131599341968108,0.9469236,SRGAP1,0.231255305875106,0.96584165,C5orf24,0.40399526528049146,1.2582388,CUTC,0.47996828618184584,1.3235353,PPOX,0.3801566733610682,3.9975004
622,RAP1GAP,0.08438540511902644,1.7141494,ELOC,0.0713064661271845,0.61923236,GNB1,0.23108223336446426,0.5064529,NECAP1,0.4042095219769627,1.0237125,SIPA1L1,0.48121556274811894,1.335332,SPHKAP,0.3801566733610682,3.9975004
623,TMEM47,0.08438540511902644,1.7141494,MPZL2,0.07196527057288367,0.9952366,NSUN3,0.23256775967566798,1.4072351,GLCCI1,0.4047814299897433,0.8256435,MCCCBML,0.4830337311368712,1.0067272,IL1RAPL1,0.3801566733610682,3.9975004
624,AHI1,0.08438540511902644,1.7141494,EIF3A,0.07200383323017048,0.49626338,MKRN2OS,0.23288823899898467,2.1193237,TOP2B,0.4049234154058572,0.7395659,EPHX2,0.48524272145327296,2.2452397,SOCS4,0.3801566733610682,3.9975004
