,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
608,FBXO9,WDR45B,NOB1,TAMM41,VNN1,SERPINH1,METTL2A,HTD2,RIC1,DBR1,TMEM14CL,RAG2,HOGA1,TMC7,EVI5,PKP2,TAT,RALYL,GULP1,IFT43,WDR1,FLAD1,TCEANC2
609,ISL1,NAV2,BRWD3,DUSP10,OVST,SRPX,ARHGAP29,CHURC1,TNFSF13B,SZRD1,C5H15orf41,NPFFR2,PAPLN,MAP2K6,PON2,RNPC3,PAFAH2,LPAR1,CNOT9,HMOX2,CHCHD5,HMGCL,PELI1
610,CDH18,NARS2,TCF25,RSPO3,LRP8,CELF5,NSRP1,IDH2,PLEKHA2,NOD1,ALDH7A1,SLC45A2,ASB11,CD83,NIT2,GLIPR2,TRAF2,PPP2CA,SIPA1L1,RABL6,RNASET2,ADAL,RNASEH2B
611,FANCM,ATP6V1A,RAB9A,IL1R2,CHRM5,EHBP1,GGA3,TOM1L1,NRK,gga-mir-6622,PPCDC,LINGO3,CACNA2D2,GALNT15,E2F6,MAP7D3,CNOT1,VSNL1,ING5,B3GALNT2,APP,CFL2,AKR1B1L
612,RNF114,CSNK1A1L,PCYOX1,PLCXD3,WWC3,MRNIP,TMEM267,TOP2B,NECTIN4,gga-mir-6600,KIAA0319,SCNN1G,DBH,KHK,BCL2L1,MTM1,SLC26A5,CASK,SDSL,TMC3,WDHD1,C1orf50,CLK2
613,FGFRL1,CDH13,CAVIN4,TICRR,RGS16,LSM14A,ANGEL2,HS2ST1,LHX1,SMYD2,GPX1,SV2C,TREM-B1,AGO2,TM7SF2,OGN,EPC1,CHADL,CCM2,MASTL,DHX38,DPYSL4,UBP1
614,GTF3C6,MASTL,SLC35A1,KCNS3,RRAGB,YWHAE,NCOA7,CKLF,RTKN2,XYLB,ARL1,ENPP7,CREB5,CYP2U1,NDUFA8,MYL1,EVI5L,ODF1,SH3BGRL3,YAF2,ZNF384,E2F8,CDKAL1
615,C3orf70,PDZK1IP1,MYBPH,ASL1,PARS2,POLR2L,CLIC4,NDUFA4,HECA,CLTC,BRCC3,A4GNT,P2RY14,TAGAP,RAD18,SYT14,HYDIN,CTNNB1,C1QBP,AMN1,HACD3,PRPF6,CHTF18
616,AAGAB,SMIM7,SUCO,KIF14,ZIC3,IFT172,SNRPB2,SH3BP2,MTERF2,FAM162A,KDM3A,RF00030,FGF9,ABCA1,C15orf61,MED13,RPS6KA6,PIK3C2A,WDR12,F2RL1,ARMC8,YIPF3,ITPK1
617,NT5DC3,RCHY1,CTBP2,RAD54B,NTRK1,MTREX,TM9SF2L,MARCH8,B3GALNT1,PAX1,LRRC59,AMER3,TRAPPC3L,ATXN1,DPH1,HIF3A,RECQL,Pcdh19,NR2C2,MTERF3,CEP68,PPM1D,GALNT11
618,KYNU,RILPL1,BAG3,PLEKHA8,KCNIP1,FAM169A,RPF2,NUP43,CPA5,CTDSPL,FAIM,FHOD3,P2RX1,IKBKE,BLOC1S6,SPARCL1,DNAJC16,HDAC2,LEMD2,SH3BGRL,HSPB11,WASHC3,POLE
619,CRYM,EIF5,CNMD,GOLGB1,ATRNL1,CTBP2,CDK17,DUSP23,SLC5A5,TMEM130,PCBP2,ACVR2A,RLF,MTMR7,TEX264,MYL3,ZC3HAV1,DLGAP4,CAPRIN1,RBP5,IKZF5,EFR3A,FNTA
620,CDC14B,GPAT3,RPS6KA3,PLCH1,gga-mir-454,MAGT1,LAMA1,TOMM22,SLCO3A1,PRCC,COL9A1,APOA1,MAD2L1,FAM222B,TCERG1L,NT5DC3,AXIN1,EHD2,MAFA,TRAPPC12,LZTS1,TMEM250,CASP8AP2
621,BAZ1B,F2RL1,MFAP2,FCHSD1,TAGLN2,NUSAP1,GNPNAT1,SSR1,GPRC6A,INTS3,PURH,TERB1,EFCAB7,C14orf39,USP14,TARSL2,ARHGEF28,SAP30BP,PCGF1,PCID2,COMTD1,HIGD1A,MINDY2
622,CLEC3B,EFL1,UBXN10,NFX1,CCDC3,DLGAP4,PFDN5,NAIF1,BCL2L11,TRAF5,FOXA2,ACTG2,DIXDC1,REEP6,PLIN2,ZDHHC5,OSBPL2,MYPN,SKAP2,YLPM1,INSIG1,APBA2,AKAP17A
623,SMAD1,GJB1,ADMP,ZDHHC12,TNFRSF25,IFT22,MAPRE1,TP73,MEX3D,CLIP4,SNX21,WDR44,ANO5,SNTN,NIPSNAP2,FAM169A,PPP1R37,MINDY1,TPRG1L,ARHGAP8,TRMU,ARFGAP2,SUPV3L1
624,ARL6IP4,NDUFA13,MIS18BP1,PTGER4,TRIM7,RSU1,NKRF,UBL5,FAM43A,LPIN2,SIRT5,SLC47A1,STX10,SLCO2B1,RB1,HOXC8,OLAH,TRAPPC6B,MANBAL4,ISCA2,UNC5B,LZTFL1,RHOBTB2
625,NDUFV3,LIN28A,ARID1B,THYN1,TRIM39.1,GAS8,HOXB6,SERBP1,GJA8,NKX2-2,SUPT4H1,POU2F3,IVNS1ABP,GCM1,SIRT5,RNF150,IMMT,FAM129B,EFTUD2,LGALSL,JAM3,DUS1L,VOPP1
626,CDC23,OXR1,BEND3,CHN1,FNDC10,FGR,SYT6,RIOK3,FGF4,PDHX,ENY2,POLR1B,NOB1,C1QL1,TEX2,P3H1,ETV5,MME,H3F3C,PPIC,CLN8,PSMD11,CCNC
627,KCNK18,IMPACT,TMEM179,PRADC1,ADAMTS10,ZCCHC7,SNRPN,DCTD,GJD2,MRPL12,PGAP2,COL13A1,OTX2,CLIP2,NOP58,EPS15L1,SPOUT1,KYAT3,WDR5,SS18L1,REXO5,AFTPH,VPS41
628,SNAPC3,TEX10,EDYM2,KIAA1549L,RF00091,CHAF1A,HEY1,HSPE1,ANKRD34B,UBXN7,TYW5,SIK2,GATM,LRRC61,OAT,BCAN,TENT2,CYBC1,PIP4K2A,BCL2L1,TMEM181,PPP6R3,TBC1D7
629,SNX17,AATF,SEMA4G,ARPC5,CYP7B1,KIFAP3,PSMF1,PCSK2,PLPPR4,PTER,ATP6V1G3,PCDH17,FAM160B1,ALPK3,HIF3A,EFHC1,CNOT6,PTPRT,PDHA1,MBD3,FAM210B,BAG5,FBXO3
630,XKR9,PPP1R8,SLC18A3,ASCC2,ACER2,FAT1,OSGEPL1,DAB2,SLC7A10,AMY1A,TOMM22,MST1,DUS4L,IFT172,MCEE,CFTR,DCAF12,GNPDA2,CDK1,NKRF,PITX2,TMEM39A,HIPK2
631,C1QA,PPIA,BMP10,DOCK1,PDE6B,SIGMAR1,SMARCE1,KHDRBS1,SLC25A40,ACTC1,PPIC,GUCY1A2,EIF2D,WNT5B,MVB12A,CYP20A1,ABLIM1,KLF11,ATP6AP1L,MVB12A,SMIM19,OAT,PQLC2
632,EDCH2,FAM96A,GFAP,MANSC1,SCNN1G,DMD,DAG1,DHFR,PLD4,ACAD9,ELF1,DDX60,AR,NEO1,CDPF1,DNAJC18,GPR149,SMARCD2,GCSH,ARHGEF6,ST13,RMI1,MKKS
633,SH2D1B,TMPO,A4GNT,MTMR11,RAD52,CA9,RDX,RAN,MMP11,CYCS,C1H21ORF33,MAGI1,NEK2,NKTR,CCDC127,CELF1,NEU3,HSBP1L1,FAM204A,SFXN1,SEC11A,HDAC7,NUDCD3
634,SOCS2,ACAT2,TRIM7,MPV17L2,TXNDC15,CTNNB1,BUD31,PSMA5,TOR1AIP2,C1orf159,CTSH,GLS,DTX3L,STAU1,DQX1,SLC30A6,CXXC4,BNIP3,SIRT6,SRRM1,POLR3A,NMT1,PPP1R3B
635,SLC30A10,ATP23,GSX1,MTMR10,PRKRIP1,HNRNPLL,DRG2,CRLF1,C2H8ORF22,DSP,HP1BP3,SNN,IL9,ELAC2,TAZ,MXD4,ADIPOR2,VPS54,LAS1L,ACBD3,NDUFB6,COG4,SH3KBP1
636,RF00017,CLTC,CDCP2,WDR81,MTRF1,HSP90B1,STOML1,TUFT1,PHYH,NGLY1,SLC25A1,GRK3,DZIP1,SETBP1,ELF1,HRASLS,NCOA6,POLR2E,GABPB1,PREPL,TOX3,MVB12B,NAA50
637,TARBP1,RNFT1,CEMIP,PLSCR5,ACBD5,KCNAB1,POLR1D,LAMTOR3,MAPK14,C2CD2,DHFR,MAFF,SMYD3,GPR18,SMARCA5,PLCXD2,CUL1,USP54,DTYMK,LBX2,SPAG9,GLRX3,HYAL2
638,MAK16,TRMT61A,gga-mir-1677,GALNT11,ETV6,H3F3B,SEPT7,RASL11B,PTPN22,SLC25A43,TUBA1A,B2M,MAGI3,LRRK2,ATP8,MTG1,FCHSD2,SCAF8,POLR2H,NEK3,ALG10,ORC3,DUSP7
639,LZIC,DDX47,WDFY3,HNRNPA2B1,MPC1,PSEN1,NEMP2,UFSP2,MDFIC2,PSME3,ALDH4A1,GALR1,ANKRD17,ZRSR2,FBXO3,PLXNA2,CHP1,ESF1,SNX2,BBOX1,CENPW,RAD52,PSMB4
640,NR4A1,DNAJA2,DOCK5,RIC1,HYPK,DHRS7B,MGRN1,UBE2F,GALC,NKIRAS2,ARID3A,TBR1,CCDC14,DCAF17,PEMT,AMACR,RBMS3,SORD,LAMP2,STAT3,COQ9,ZC3H13,RBP5
641,KIRREL1,KATNBL1,ATP13A4,MESP1,VTG2,PPP2R2D,CACYBP,DYNLT1,GABRQ,RAF1,CHST9,PEMT,KIAA1147,NOS1,ANKRD9,FAM120A,NRIP3,PPL,BEND5,RBL2,LNPK,NRBP1,HDDC2
642,MSANTD1,DBR1,SYT16,RTKN,CNTN6,PHIP,CNOT8,THOC7,OvoDA1,COX7A2,MPP2,KCTD6,PAQR8,SLC3A1,PTPN21,C4,VSTM2A,PCBD1,ADSS,ACYP1,POLE2,NUP35,PPT1
643,SEPT5,LYRM4,UPF3B,GCLC,RPRM,TSEN2,SEL1L,PIGA,SLC36A4,TPGS2,SLC16A9,NRSN1,TCTE1,AREG,SAR1B,CCDC60,DERL3,AGL,HSPD1,CEBPZ,WDR37,CSTF2,DHCR24
644,TRAPPC6B,BCLAF3,AK5,MYBPH,GLB1L,FAM32A,PAFAH1B2,ENOX1,CRY2,PDCL3,FAM49B,REM1,CHSY3,MYO6,TOLLIP,IRX4,RNF130,DOCK2,PERP1,EDC3,TBC1D9,RNF111,PDIA4
645,SOS1,PPA1,ALX4,C4orf48,CRYAA,SLC27A1,ATAD1,DISP1,SLC10A2,PDLIM7,VPS13A,SLF2,SYNE3,DUSP5,UBE2D3,SCRN3,RBM43,RIMS3,PSMB2,PIAS2,TMEM214,TPGS2,KIAA1522
646,MEI4,TPX2,RLN3,ABL2,SMUG1,MLLT3,UNC50,COMMD1,MAPK11,FAM122A,NARF,SLC14A1,RS1,DEPDC7,GINS1,PRKD1,AP5S1,NFKBIZ,PHB,TGFBI,ATG4A,PAK2,TRMT6
647,SERPINB10B,MCM5,TRPC6,ARFGEF2,SYNE3,ABHD12,NDUFB3,UQCRH,INSRR,ERCC4,PIH1D3,PLCD3,MTR,UBE4B,ATP6V1D,BICD1,SUCLG1,BRSK2,BRD8,LIG3,ACO1,CNOT4,PPIE
648,ZBTB18,HSPA4L,ADGRG7,WDR37,TMEM140,NDUFB5,PDCL3,GSTK1,ADRA1A,AKIRIN2,UBE2E2,SLC35D1,PCSK6,EDMTF4,TM4SF19,FAS,STK3,PSMG3,KRT18,MFSD11,MBNL1,PPRC1,TK1
649,ARRDC4,SIKE1,PAWR,RIC3,SLCO1C1,EDN2,SVBP,PAIP1,MIGA1,SETD3,FBXO34,RPS6KA2,RPRM,CCDC172,MOB1A,RBPMS2,GSTA4L,XYLT1,YPEL5,GSKIP,PARN,EPN2,RPP40
650,LLPH,SPOCK3,ATP6V0E2,GPR37,UACA,FAM120A,HIGD1A,SCOC,IGSF3,RIPK1,PSMG4,TNFAIP3,ZCCHC14,PCSK9,POMP,MZT1,TROVE2,IFT43,MAP6,IFRD1,ARFGAP1,PCNA,ZC3H14
651,HEATR3,FUT9,SALL3,PHKA2,UBN2,PARD3B,TMEM184B,NECAP1,GLA,SLC19A1,EGLN1,FAM3D,PORCN,CPS1,LYRM4,RGS17,PARP3,TPM4,RAB11A,CRYAB,RHOQ,SWAP70,MRPS35
652,EIF3J,SDSL,DDOST,BRPF3,VOPP1,UBE2E3,DNAJC2,SRI,ARHGEF38,CLINT1,HOXB5,DUOX2,MFSD8,IYD,C26H6orf106,IMMP1L,RAD17,RAB3B,ARF6,EXOSC9,TMEM192,RNF20,GRK3
653,TOR1A,ACTR6,SMPD1,E2F1,GSDMA,IFT57,FGFR1,E2F5,PDE6C,KAZN,ACTR3,TIFA,EFHC2,CDH8,DYRK3,PARP6,SNTG1,OSER1,CKS1B,UNC119B,CNDP2,PTRH2,ASNSD1
654,IQGAP3,CDH11,MSANTD3,NBEAL1,WDR81,IGFBP2,LOXL1,NUDT2,VPS11,ABCG2,HOXC8,MYRF,FBXL7,SLC26A9,FKBP8,OVA,ENTPD3,TMEM63A,EIF3M,HDHD2,QTRT2,ING5,Nnf1
655,SHISA4,VBP1,RTTN,COL9A1,CD1C,GPR162,RBM24,MMP2,CHORDC1,TXN2,VCAN,SLC30A10,TRIM39.2,PDK2,SPTSSA,PBX3,GDPD2,PAFAH1B1,RGS9BP,RPTOR,ASCC1,AKT2,MRPL51
656,KCNT2,PSMD14,MED24,LRRC42,B3GNT7,KCNK5,CLDN2,GOLGA7,FCRL4,PKN2,TEX264,SAXO1,CD5,KCNAB2,DIAPH3,NRXN1,SEMA3F,KLHL21,CHERP,GPN2,AQR,TACC3,CYP51A1
657,TP53RK,TMEM70,ARHGAP42,CLPTM1L,NMT1,ZNF711,SUPT4H1,COX17,JCAD,ADCYAP1,GORAB,GABRR2,KCTD1,EPX,AP4S1,RAB11FIP4,WSB2,KIAA0513,TBL1X,CNMD,QSOX1,CLPX,SEMA3F
658,USP14,RARRES1,LNX1,NAPRT,FBXO38,GEMIN8,ADPRH,PDCD6,PRPS2,USP43,RAB3GAP1,ATG14,PDS5A,MMP27,EI24,ARHGEF28,PPP1R17,SEC14L1,PPP4R2,PTPA,CSNK2A2,RNF146,CDK9
659,RABGGTB,RPIA,GPR107,MAGI3,KLF12,RSBN1L,CMSS1,RPS6KA1L,BRWD3,RBPMS,ADGRL2,GEM,ZC3H12C,CLDN20,NR1H3,INO80D,TRIM45,BORCS6,S100A6,SNAI1,COG2,ADD1,PSEN2
660,UBQLN1,BORA,PTPRM,CDK20,RAB29,ITPA,PFDN1,RBM24,JMY,DGKI,ACLY,TSPAN10,SNAPC3,CCNA2,DIS3L,ACOT9,USH1C,FAM177A1,RFXAP,TRAPPC6B,FAM169A,BAG4,CSTB
661,EYA1,SMS,NBEAL2,KHDRBS3,CLSPN,RPA1,FAM169A,RPS6KB1,PDGFD,FNIP1,ANP32E,TGIF2,CCDC28B,IVD,KARS,MSLN,HIST1H103,GABPA,IFNGR1,EPS15,ARVCF,DNMT1,TBC1D15
662,TRIAP1,MPP1,SYNE2,FAM221A,ATL2,SPOCK3,AARS,HOXA5,MIEF1,ATP12A,ATL1,SRRM3,KIF1A,BRF2,OXTR,UNC45B,IP6K2,VILL,CDK11A,FBXO45,DCAF13,TMX3,ADIPOR1
663,LIN54,FBXO3,CLNS1A,TMEM254,SSBP3,CCT7,PNN,YOD1,HMGCLL1,NDE1,CASTOR2,AMBRA1,TRAPPC3,GLB1,SESN2,SYN3,MGAT4C,ZNF335,KIF21B,LUC7L2,EHD3,REEP5,NRIP1
664,GIP,CDCA4,IL13RA2,ABCG1,SUMF1,HCCS,CCNDBP1,FAM204A,STXBP5,SARAF,GABARAPL1,SOWAHA,MOGS,MTMR11,NDUFB4,FAAP24,N4BP1,HHATL,CASC3,TPR,TSTA3,SDHA,BLOC1S5
665,GKAP1,ADNP,PLEKHF1,ACER3,AP3S2,HSD17B12,PDS5B,BTBD1,NEU4,NFKBIB,RND3,IP6K3,PFKFB2,ST8SIA6,HIST1H46L2,SLC40A1,CPNE4,MIF4GD,CHURC1,FABP6,TMEM41A,VPS51,RNF219
666,VWA8,KANK1,CRB2,UBTF,TWSG1,TP53BP1,BCCIP,FANCG,LRCH1,NR5A2,CDC42,RF00015,NIPAL3,FZD2,PXMP4,GPR180,KCTD7,NEK10,SUMO2,HERC3,MAP1B,NARS2,ND4L
667,HIP1,TTC1,DHTKD1,FRMD4B,PHLDB2,RABIF,BTF3L4,IFT20,C8orf37,UIMC1,COPS2,DMP1,TBC1D7,DNAJC16,GPATCH8,TTC37,LEMD3,RAD51,MSH2,DNAJC1,KLF6,TEAD4,ARL8A
668,SOX4,COPS3,SRSF4,FAM83F,LBX2,TRAPPC3,PDLIM4,HM13,TRIM14,GXYLT1,SESTD1,CNTNAP5,ELOC,GOSR2,LNPK,CDK15,FMC1,MDM1,LEPROT,NBL1,PRKACB,HBS1L,LPAR4
669,WBP1,NOP53,RXRG,HELB,ST8SIA2,GCSH,PGD,PLCD1,COBL,DUSP19,LYPLAL1,IRX4,ATP8A1,LRPAP1,BTG1,HSD3B1,ALG14,NRCAM,OXLD1,SIX1,MTFR1,KIAA0319L,CHD2
670,ZNF414,ALDH9A1,TJP1,AHR1B,ITGB2,TM9SF3,SF3B5,ITM2A,OSBPL8,KAT14,PTGR2,TUBGCP5,ABHD11,CNST,IMP4,RIMBP2,CENPA,PEX16,TMEM60,ANKRD44,MRPS10,ADAM9,YEATS2
671,RAP1GAP1,NOL11,DNAL1,RNF212,IDE,CLTA,TCTN3,CHST9,AHI1,DIO2,EXOC7,PLCB2,COL9A1,TMEM106C,KLHL5,PPP1R37,SMARCC2,ALPK2,KCTD20,NELFE,GPN1,NOL6,SMIM8
672,EI24,PDCD10,PIWIL1,MYO3B,ATP6V1H,HIGD1A,DYNLRB2,VPS29,ADGRG5,PLPPR5,S100Z,PCDHB4,MSRA,PRPF19,MARCH5,OGFRL1,ERC2,KAZALD1,ELOVL5,TXNIP,NSMCE1,MED10,TMTC3
673,ENC1,ARFIP2,KRR1,DHH,XPR1,SALL1,C1GALT1C1,IBTK,RC3H2,ABHD17C,BORCS8,FAS,JAKMIP1,LZTR1,CRYL1,PGF,GDF9,PSMB2,TUBD1,FAAH2,PRRC1,STAU2,PARS2
674,GLT8D2,KBTBD8,OTUD4,FSHR,GOLGA7B,SARS,BRD3,ARL5B,ATXN1L,SNX3,RNASEH2A,HSBP1L1,SOCS3,B4GALT4,EEF1A1,NAGA,COL1A2,LIN52,CREBBP,LPCAT3,TIMMDC1,TBXT,GTF3C1
675,KPNA1,NSUN2,SLC39A3,MKX,SRMS,PNN,GNAI3,RANBP1,SPIC,IRAK2,FAM45A,SNAPC4,OPN5,MMAA,PAK2,TANGO2,NR2C2,YWHAB,BCAS2,MAPK1IP1L,SMARCD1,KCTD6,LAMTOR1
676,CILP,SF3B3,BIRC2,FAM214B,CD3D,MAP1A,TMEM41A,ASB9,RBP4A,TDRP,TP53BP1,PDCD7,WRNIP1,SWT1,METTL18,PGGT1B,TSPAN12,FZD10,MTA1,DYNLT1,SQLE,KLHL2,FOCAD
677,ADGRG7,RAB35,H2AFZ,UHRF1BP1L,SP4,OGT,PRDX6,PEPD,SHOC2,ATP6V1E1,CNOT11,CCNJ,TMEM51,WRNIP1,SLC40A1,SLC35E1,CALHM5,HNRNPR,RPL37A,CACTIN,ENOPH1,TRA2B,ECH1
678,MLN,LSM12,HAGH,HACD1,DGKE,PRKAR1B,LAP3,HIF1A,WNT8A,IFNAR1,TOP1MT,ERBIN,CLDN1,MECR,CSRP2,PRSS12,HAUS8,CLCN3,SMARCA5,G3BP2,CCDC58,GDAP2,SMARCA2
679,ZFP36L1,SELENOT,ADGRG6,HOXC10,CLUH,NCKAP5,ATP2A2,IFT46,TSEN15,SPIN1W,RNF34,ELOVL7,ACBD3,NADSYN1,VPS11,MPST,CPLX1,DNAJC9,GORASP2,HEYL,SURF1,GPC4,BLMH
680,CABLES2,EIF4H,TMEM87A,CMSS1,MYO1B,FAM53A,IPO9,EIF4E2,CIT,ARX,SMAD5,TIMP2,FER1L6,TIMM21,TTC19,TMEM168,FABP5,CNOT11,ILK,CKAP4,RRAGC,GBA2,EAF2
681,ADH6,KAT14,RBM5,TUB,NPAS3,NAA35,NETO2,RHOBTB1,PRTG,RRM2B,KCNN1,C6orf132,CCR4,PALM,PPA2,ANKMY2,ENO4,LGR4,IFT27,TBC1D23,GTF3A,RBFA,ELL
682,ATAD2,RPAIN,FJX1,HDAC4,MRM1,EIF4G2,MIF4GD,GLT1D1,SRC,MARCH8,RTN4,CTHRC1,TBC1D22B,IL12RB2,PI4KA,TMPO,TCP11L1,CCNF,YWHAZ,RNPC3,CRTAP,PDAP1,CCDC43
683,NDFIP2,TERB1,NHLRC4,PPTC7,CHMP1B,AHSA1,EXOSC2,PGM3,STK4,MOB4,BZW1,SSH2,KIFC3,NMU,ANKRD55,MYH7,DCTD,SMC5,CBX1,CDH11,PCNT,UBN1,CNN2
684,GBE1,RAB14,SLAIN1,LEO1,CENPE,SURF4,PSMB3,FANCL,CREB3L2,TTLL12,MMAB,RF02271,CARTPT,OBSL1,MRPL20,CELSR2,PEX2,PRR5L,RRM2B,ADK,RBBP5,MTMR14,PSMC5
685,CHP1,HERPUD2,RAPGEFL1,KLHL23,SLC25A42,PTS,PREPL,MAP7,OSTN,CER1,PTS,DDO,HABP2,KLHDC7A,ADGRG1,C8orf59,CCDC88C,GFRA1,ZAR1,RPP40,ZCCHC8,EFL1,RBM45
686,RARS,PCDH9,TFAP2E,MANBAL4,NAT8B,JMJD4,TPRKB,DPAGT1,DRC3,MAP3K6,PPDPF,IRF7,KRT15,IL2RA,EIF4EBP1,XBP1,C11H16orf70,PIP4K2B,ATP6V1H,ACVR1,NRBF2,TADA1,NAA40
687,PDE5A,PPP2CA,SBK2,FLRT3,OSCP1,ATP6V0D1,SNRPD3,SRSF2,WIPF2,TROVE2,ATOX1,CEP120,MRI1,ARHGAP31,TCP11L2,TMCC1,PUM2,SNRPG,MRPL41,MNAT1,CHUK,NETO2,LGMN
688,MTRF1L,PURH,CRHR1,RAB29,DBI,DBN1,MED1,KLHDC4,TK2,UBE2T,TMED2,TYW3,ATP2A3,DENND3,CNTD1,RBKS,BTBD17,ACSL5,GRK3,PIH1D3,SGK1,COMMD2,MIPEP
689,CYP1B1,TXN2,CLDN8,ARHGAP40,IGSF21,WSB1,GRB2,TRAF7,LGALSL,RSRC1,UNC50,CD81,C1QB,EML5,FBXO38,DQX1,TLR4,DUSP12,AP2S1,C1GALT1C1,SFR1,LDAH,TMEM254
690,CACTIN,SNRPE,ALAS2,RWDD2A,FAM43B,TMEM57,COPG1,CDCA7L,COMMD6,ADCY1,MCTS1,CYP2C23a,CCDC85C,RHOH,GPAT4,LRP11,CCDC191,MYBBP1A,STUB1,AFDN,AMY1A,PRRG1,TMEM208
691,MAN1C1,GNB1,MDM1,UTS2R5,ACTR1A,TPRG1L,AAR2,PARK7,MTFR1L,FOXP2,SRSF3,DCAF10,NKX2-6,ANKS6,MCM5,ARV1,PARD3B,WASHC5,SYTL1,METAP1,YPEL5,SMIM15,XBP1
692,FRMPD4,DAZAP1,SLC7A2,CKAP2,LRTOMT,ELOF1,PLXNA4,IRX6,CSMD1,MYO9B,SKA2,SH3GL3,TNFSF15,PLEKHM1,FAHD2A,NSMAF,VWA3A,AUTS2,TANGO2,SNX9,HDAC3,AKAP17A,ARPC4
693,DBT,RACGAP1,CYP21,WHAMM,RNPEPL1,ADAM9,NUP93,ACADSB,SLC38A10,ALG10,CPT2,SBNO2,CACNG7,AKAP1,RSU1,NIPAL1,ZSWIM5,EHD3,KDELC1,CDK2AP1,LONP2,HJURP,EIF4G3
694,PDE6G,KAT2A,GHRL,ADAM19,HJV,UBAC2,SRP19,VAPB,HAND1,POLR2B,APPBP2,BLOC1S6,MEIOC,RNASEH2A,ARHGAP39,FBXW5,COL17A1,GNAL,THUMPD3,C9orf64,JAGN1,COL4A1,TFDP2
695,APOO,TNFRSF21,SLC9A5,MLF1,SLC41A3,HNRNPA3,PTBP2,CNOT11,MBOAT4,BCLAF3,KCNH4,RAB3A,TAF6,SLC25A24,MIPEP,MASP2,GUCY1B1,SUPT4H1,SIRT7,DNPEP,INTS13,OGT,TOP1MT
696,RPF2,SRFBP1,REEP6,MRPS12,ITPK1,CANX,GEMIN2,MAP1LC3A,PIK3C2G,COPS7A,VAPB,BHLHE23,MLXIPL,CD99,MRPL45,ACE,ADCYAP1R1,ANXA5,ST6GAL1,TXNDC15,UTP18,SFXN4,U2AF2
697,HSP90AA1,ZNF462,SLCO2B1,MPZ,CNTN2,CDC42SE1,CLNS1A,CHRM4,GDF6,VAV2,TATDN3,HSD17B7,LRRK1,CMIP,EIF3D,NEK1,SHH,METTL6,TNFAIP1,ACOT9,DUSP5,PDCD6,RRN3
698,HMGN3,UCHL3,PLA1A,CRABP2,MSMO1,ATP5MC3,UFM1,LRP12,CCK1R,KIF7,ZFAND1,ABCA5,HEXIM1,PDE5A,SNAPIN,SLC24A1,SCD5,PROS1,CCT2,CACNG5,DHX36,VOPP1,HTRA1
699,SSBP3,NUS1,IHH,NETO1,ADGRF2,HSPA9,RAB33A,ATOX1,SLN,USP3,LRRC6,LAMB4,RHOB,SF3B4,MAIP1,L3MBTL3,FHL2,MYBL2,TUFT1,TRMT10A,DNAJC18,SACM1L,AXIN1
700,HNRNPH2,SLC29A4,KRT222,CCR10,WFS1,C1orf52,CBY1,AGO1,GPR171,TCEA3,DAAM1,KCNK1,LCA5,RBPMS,ZEB1,PHTF1,DAB2,WDR61,NUDCD3,RAB29,EPHB1,RTCB,PANK1
701,GRIN1,SFR1,AMDHD2,FBXL5,MORC2,OLA1,SLC10A7,RGN,GMPPA,TPT1,SLC44A1,HSD3B1,JMJD6,RASAL2,PTPRG,ZNFX1,DPP7,MVB12A,SDAD1,TIPRL,MRRF,NUP188,HEATR6
702,TNFSF8,GRSF1,GTF2B,TLN1,DPH2,SDAD1,EIF2B1,GABRA1,HCK,CRLF1,RIDA,CTSA,MBD3,TRAM2,OPA3,RBMS3,CADM2,RPL8,TCOF1,NDUFA13,SCARB2,TSPAN13,CWC25
703,IL8L1,PAK1IP1,ABCB6,CDC42SE2,prl,PARP4,MAPK6,UMAD1,LONRF3,PHF21A,SLC25A17,DAG1,KIF26A,SYT8,RTTN,OSBPL3,FOXO6,FERMT2,TXNDC15,SRSF3,AMD1,MRPL44,NDUFA10
704,HOXD13,ZNF593,RGS19,ABRACL,RAD9B,DEAF1,MPHOSPH10,MTMR2,SLC6A20,GREB1L,NACA,PCGF1,ASAH1,GRIA3,EIF5,KIF6,KIZ,ISLR2,SLC35B1,ARMC1,BTBD10,KPNB1,THAP4
705,CAMK4,PLK1,FGF3,RSRC1,NT5E,NDUFB4,WRB,BRINP1,MYOZ3,gga-mir-6555,EDNRA,SOX9,TRAPPC5,EPHA2,CSAD,STIL,TPH1,WHAMM,OSBPL6,FAM96A,IFITM3,NR1H3,ASB13
706,ALDOC,GAP43,CHST6,TFPI,HAL,XBP1,ALAS2,MT3,CNIH3,CHKA,BAG4,MAPT,NUDT7,ADARB1,MRPS17,PDXP,NDUFAF1,TYR,GADD45A,ACTR8,CRNKL1,PQLC2,UPRT
707,CD276,UBAC1,RXRA,HSF3,ADAM11,PYCR1,TIA1,ALDH9A1,TDO2,ECT2,CSNK1A1L,SMCR8,KLHL15,RIOK1,TIPRL,PSEN2,FAM161B,CMC2,GOLGA7,CBX1,ATP1B1,MTREX,FMC1
708,BCL2A1,POLR1C,FBXO4,SP4,NIP7,SLC43A3,THOC1,DECR1,PEX5L,MTF2,RAD18,YPEL2,PKIA,TNS2,AVEN,PIH1D2,TOX2,SCCPDH,LEO1,ATPAF1,KIF16B,SIGMAR1,NFYB
