,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
204,CCDC82,CTH,DPYSL2,NOTCH1,SMARCA4,PAX7,AKAP9,EIF5,HHLA2,TMEM248,TBL1X,TTC9,EPC2,ABCB7,RPL4,CIB2,gga-mir-92-2,HMGN4,UBE2I,CTNNA1,TRIB2,CHST3,FGFR4
205,FKBP2,PDK1,BAZ2B,ERBB2,SLC18A2,KLF6,TPI1,RAB5C,SPNS2,HES1,SVBP,RRAD,GUCY1A2,RDH10,HIBADH,GNB5,RF02138,ACER3,SEH1L,CPEB1,CDH13,GATA2,FAM168A
206,SF3B4,DUS1L,EIF5B,CREB3,MTFP1,PSMA7,RPL8,GTF3A,NHLH2,SH3BGRL2,C15H12orf49,GFRA2,ICMT,PHF21A,PFDN2,UBE2Q2,FHOD1,ADH6,NECAP1,TVP23A,NFXL1,C4,ASXL2
207,TOP3B,KCTD8,YBX1,SERPINC1,MEIS1,DPYSL4,OAF,NAPEPLD,KLHL38,KDM3A,SAT1,BAHCC1,PUS7,COASY,SERP1,GK5,FAM3C,TRMU,TP53BP2,SFRP2,UQCC1,PCSK2,RIPPLY2
208,NRP1,SLC19A1,ALDH1A2,PREPL,CTSH,UBA52,MAPK9,ARPC2,GPR55,CHID1,DAD1,CMKLR1,ATG2B,RF00281,STK10,ITPR2,DIO2,WDR92,QRICH1,PLAU,CD247,VPS13A,NIP7
209,TUBA1C,MYL12A,ITM2C,MAFK,RCL1,SMC2,PPDPF,SEC31A,MSMP,PARD6G,PAPSS1,DGAT2,C15H12ORF65,PRKAG1,TMLHE,KRT75,RND3,TSPAN6,U2AF1,IK,RAB9B,TSPAN4,SMAD1
210,SYCP2L,NUTF2,ABRAXAS2,H2AFY2,TRIM27.2,RPL26L1,LMNB1,UFM1,DAO,PCBD2,USPL1,VCAN,B3GNT2,TUBA1A,MAFK,P2RY13,PRPS2,FERMT1,LRP11,AFF2,SIMC1,RIMKLB,SNTB1
211,SLIT2,SLC29A1,ANKRD10,RACK1,TMEM121,AKAP9,CA2,INIP,CTSEAL,MPZL2,ZNF593,WDR13,GNPDA1,VEGFC,HIST1H103,CRYBA2,CAPS2,APBA2,ATP6V1E1,ZDHHC20,PLAGL1,PGM1,PTH1R
212,CDC25B,SAV1,MDGA1,NSUN3,TPPP,RBM24,DDX54,FABP3,TBX20,C3H6ORF203,HNRNPA3,NINJ2,RASGEF1B,MYOG,ANXA11,SNCG,DRD5,LMBRD2,CUL3,ESPNL,USP44,SRR,KDM8
213,ZNF692,MYL3,STRA6,AP5M1,TMTC2,PDS5B,NRIP1,VCAN,GYS2,MCRIP2,FKBP1A,XPO4,LDHA,SLC26A6,COMT,DENND6A,HSF1,MAD2L1,ORMDL1,NEGR1,RALB,SYT11,PDZRN3
214,WWOX,SSBP1,HIC1,CPNE2,CCM2,FGFR2,SDHB,RHOB,SAMD5,MYH7,VILL,SEMA3C,FUT8,VAX1,HSPA9,TP53I3,PPP1R3D,HAPLN3,ANAPC1,KCNK18,NT5DC2,MSH4,RINT1
215,UQCRB,UBE2I,RGS4,KIF3B,ZDHHC7,MCM2,RFTN1,CFAP97D1,GPR78,PAICS,ARRDC2,EGFLAM,ELOVL7,APBB3,SS18L1,SOCS6,TAF5L,CCDC12,NOL10,IL6ST,ATP13A2,GNB5,SLC11A2
216,CCZ1,CASP7,ITGB3,FEZ1,ANPEP,GARS,ATF4,RAB2A,PAG1,SMAD1,CLDN3,MCF2L,RNASEH2A,IQCC,TPMT,GALNT1,CCDC88A,NDUFA12,ARHGEF39,ZZEF1,ORMDL2,SELENOU,PDZD8
217,TGDS,TXNRD3,CREB1,ATP5F1D,UBE2G2,RAI14,DDOST,DYNLRB1,DHRS7C,GPX4,HPF1,MPG,CS,gga-mir-6604,FAM126A,TMEM179,SLC22A5,LRP12,COMMD4,TMEM144,AIG1,ABCA5,COL14A1
218,P4HB,PHACTR3,PTPRT,UBR7,LETM1,KIDINS220,CTBP2,F3,EVX2,NDUFB1,SPR,C3,RNF38,FUT11,ATP5PB,FAM19A4,TNNT3,ZC3HC1,HDGF,TRNT1,WASHC4,SCNN1B,CAMSAP2
219,PHC3,CCND1,RAP1GDS1,TRPM2,CADM2,FAM161A,AIMP1,RPL8,CLCN2,ATP6V1C1,CHRAC1,TFF2,INO80D,PTPRO,SDHAF2,SLC22A18,SYNPR,CYP2J22,GFM1,PRNP,ISOC2,APBA3,CEP85L
220,USP24,MAP6,OPRL1,REPS1,SLC22A23,PSIP1,TRNT1,TRA2B,AKAIN1,EXOC1,SRP14,R3HCC1L,AMIGO2,PAX5,CPN2,MFSD4B,PARP6,UBP1,PARD3B,NAGLU,DPCD,SULF2,ADAMTS3
221,STMN4,GJA1,SPAST,PROK1,DUSP5,RND3,SKP2,URM1,SKAP1,ALDH9A1,TFB1M,PTPRK,TUT4,METTL18,GHITM,BCORL1,ASF1A,APIP,TXNRD3,LSM14A,TMEM70,GRAMD2B,ELP6
222,MGAT1,MFGE8,KLHL36,ILF2,SYT9,SH3BGRL,EPHA3,MEMO1,PLCH1,PTPN6,GALNT9,FRS3,DNAJB4,GLA,PIGBOS1,SGSM1,WFS1,GTF2F2,MRPL27,F13A1,THADA,DRAP1,ALG14
223,TALDO1,MDH2,UBXN11,FER,RSPRY1,HOXA10,STX8,TMED1,EML1,ACTB,FTH1,CCNG2,PPIL2,PHLDB1,H2A-VII,MPP4,TRAIL-LIKE,ACAP2,AIMP2,SLC6A6,KIAA0355,NCAPD3,TASP1
224,TMEM204,Pou5f3,DAAM2,MFAP3,QPCTL,RPL11,PRDX4,COL12A1,DCLK2,TNFAIP8,TGFB2,WWP2,PHETA1,CETN3,TTC32,EPC2,NKX2-8,MRPS18A,PAFAH1B1,IDH3B,PDE12,TRIM24,SLC43A3
225,FBLN1,DNMT3B,XKR8,COL3A1,SRPRB,ACE2,ALDH4A1,FTH1,ARHGAP27,MSMO1,SPIN1Z,KHDRBS3,NGLY1,CCDC14,NTPCR,MAN1C1,GNL2,KIZ,TFG,FBXO2,INTS1,HSP90AB1,ATL1
226,USP1,SNRPA1,LHFPL2,HMGB2,HIC1,AARS,GADD45A,NT5DC2,RPS6KA6,TTC7B,RHOA,PLS1,KDM5A,MIF4GD,CHP1,PSPH,CA2,KDM5B,RAP1B,UBE2K,GINM1,CHORDC1,IGFBP7
227,ETS1,AGK,IGF2BP2,OTOGL,SYNDIG1,CCND1,EIF3D,ARF4,BCAP31,MEA1,CENPS,MCCC2L,DNAJB14,AHR,SUMO3,PPP2R5C,CASP8AP2,ZFHX3,PREPL,PDLIM4,LAPTM4A,AKR1D1,C1orf52
228,ETFA,SET,TSKU,PYGO1,BRINP2,TMED1,CCT4,KPNA3,ANKRD28,SIGIRR,STMP1,PRKCE,PTPRD,PDPK1,PLSCR5,TULP3,TGFB1,TSPO2,TOMM7,SACM1L,RF02271,LRRC45,INO80C
229,BYSL,EIF3L,GORASP2,ARHGAP21,NPY,AKR7L,DCTN3,DLX6,USP53,DCUN1D5,RAB12,ETNPPL,MPHOSPH10,KIAA0513,PITRM1,FBXO2,RFC4,MEPCE,RABIF,TNS2,CBLN1,GSPT2,FUT9
230,ECH1,FAM98A,NHLRC3,PTGDR,MATN4,ITFG1,CRMP1B,EIF3L,LUC7L,ARF6,TCAIM,TRAPPC3L,SLC26A2,IDH3A,SPPL2A,MMAA,MYH11,ERGIC3,PSMB7,PDIA2,PTGR1,FAM120B,NEXN
231,PNO1,KHDRBS2,SLC9B2,DAZAP2,CLEC3B,TACC3,VPS41,PPIA,KATNAL1,PLEK2,DSTN,MGAT3,FOCAD,NPY6R,SDHB,GEN1,TTC34,SPIN1W,MBD3,GCNT2,CCM2,IFT80,MTF1
232,CCNJL,CYBB,EEF1D,GYG2,CNGA1,CARS,ATP5F1B,BCL2,ADAMTS6,MT4L,RBM14,NPY5R,AGPAT5,EIF4E1B,JAZF1,SNX19,CD28,AP1B1,RPA4,ABHD6,ALG2,DNAJC16,FXR1
233,MMS19,PFDN4,RNASEH2B,LRRC34,NDUFS5,SRSF4,TARS,FHL3,FAM110D,CDX1,GTF3C6,L3MBTL3,RAB43,IGHVL,MRPS2,CDH22,DOK3,POR,FAM207A,USP19,SLC35A2,NIT1,C9orf64
234,FSCN1,FBXO5,OSCP1,RAC3,GAS6,CDC25B,DDX1,AGRN,HACE1,CDH4,PCYT2,CCDC125,FAM83H,ONECUT2,ATP5MC3,ADRA2A,SLC34A1,FUNDC1,WEE1,DDTNFR23,SEPT6,MERTK,KCNJ5
235,LMO7,AHCY,MBNL3,FZD6,SEC31B,GLI2,ZNF207,EAF2,PDZD8,SHISA2,GRK3,GRIN3A,ACTA2,CNR2,COX7B,NPSR1,FOSB,SPPL3,AP3M1,RUNDC3B,WARS2,L3HYPDH,BFAR
236,RSL1D1,MRPS35,EPHA5,EDDM,SURF2,ZFAND2B,MRPS16,RAMAC,ACE2,TTC36,NSA2,ARHGAP12,TPRA1,OPRD1,RPL26L1,NR4A2,ALC,HOXD13,DDX3X,EDARADD,SPAG6,FUNDC1,RGS14
237,PSMD4,TPD52L2,MAT2B,IL17RD,PHF14,GRB2,GRIFIN,SPRED1,SIN3A,CSDE1,RPL4,TMEM178B,ARMC10,IQCH,SNRPG,RAC2,ING3,POLR2I,DRAM2,URB1,RASSF2,RNPEP,IL6R
238,FAM161A,NANS,PRR5,MBNL3,UNC5B,AGO1,CLMP,FGFR2,ADAM20,ERBB3,WNT5A,TMEM128,TSPAN16,EMP1,BBIP1,BEST1,TRIO,SLC28A3,IREB2,SMCHD1,VEGFA,SETD3,CAMKMT
239,MCTS1,AGO3,RHBDF2,F2RL1,IFI35,DUT,ALDH7A1,DCTN3,SENP2,PPIF,MXI1,SHROOM2,NR2C2AP,TMCO3,PEX10,ANO2,POLDIP2,PSMA1,GTF2A2,AKR1B10L2,PLEKHD1,EOGT,NF2
240,H2AFY,AMY1A,GALNTL6,FBLN1,P4HA3,SPON1,BRD2,COPA,PIANP,LAMTOR3,PPP2R2D,PLPPR1,STAM2,STX19,BNIP3L,SOCS2,TMEM181,SDHB,SPPL3,USP25,SMIM12,WDR3,VASH1
241,HAND1,UTP11,GSDMA,DIRC2,DIPK2B,HNRNPA1,RF00012,PTER,KCNG4,ARID5B,WRNIP1,AKR1B1,CAB39L,CARD11,ELOC,MAP3K7,OSTC,ACACA,CD2AP,TRAF6,PI4KA,ADIPOR2,FBXO38
242,LRFN5,NASP,PLIN2,ATP5F1B,AURKAIP1,SKI,MOCS2,UBE2E3,NUFIP2,SNX16,GPX8,KCNS1,CYBB,KCNC2,ACKR3,ACADS,NUFIP1,UBAP2L,ETFA,HOXA2,ATP6AP1L,NCOA6,SNX4
243,PPM1K,ST13,GALNT2,ZBED1,CHPF2,NR0B1,NDUFS4,ST14,HSPB3,C1orf115,PRDX4,SLC6A6,CCDC125,CDA,CKS1B,FGF8,VEGFA,UTRN,UQCRB,KANK3,URM1,RAI14,GAS2
244,MID1,TFAP2A,PIAS1,ADCY5,PTPRO,ROBO2,TMEM35B,COPB2,GP5,GPR39,PLOD2,MTTP,USP3,EXFABP,TMEM47,ERP44,MGME1,TBCK,PDCD10,C1H12orf29,ADRA2B,SNRPA1,PDHA1
245,HAPLN1,CCND2,EPHB1,KCNN1,LRIG3,NUP93,BNAS2,AKR1B1L,CREBRF,ACP2,YIPF3,MGAT5,DIP2B,HOXA4,DHRS11,SRPK1,GPX3,AADAT,UBAC2,AvBD11,COX17,JAM2,H6PD
246,SMCO3,NSA2,IKZF2,HOXA6,KMT2C,PLOD2,HEYL,CD99,PXN,TRMT1L,ADNP,ENTPD6,ERRFI1,BMPER,MARS,ANGPTL1,TSPAN19,PTPN11,USP7,GOLIM4,USP14,CEP85L,ARPC3
247,PLXDC2,EIF2S2,PCCB,TOMM6,CORO2B,DDX5,RAD23A,TOX3,CORO2B,VAMP4,CDK2AP1,MAPKAPK2,CCDC186,CHST9,NFKBIZ,EREG,KCNK13,SEC24A,CHUNK-1,MTIF2,ITFG1,ALG14,TNFRSF4
248,FAM32A,FAM210B,COX7C,SACS,HTR1B,DYNLT1,GPX7,LGALS3,SNRK,ITPKB,MRPL50,MAMDC4,ACSM5,NRGN,LHX8,SP3,INSRR,VEZT,ENY2,TRIM54,ZBTB49,PFKP,CLCN6
249,HMGCR,PHF10,S100Z,TMEM35B,NPY7R,NUDT1,SEC61G,RAB10,DNAJC6,DCXR,SOX18,CITED4,ELOVL6,ARR3,NDUFV3,RBM47,SERGEF,VSIG10,CLK3,TNNI1,ZNF777,COL1A2,WRAP73
250,CYP2AC1,XPO5,NAPA,PIP4K2A,TMCO1,COX7C,POLR2L,ZNF593,AFF1,HLX,METTL9,POMGNT1,USH1C,TRHR,RPS2,MKNK2,GPR65,RWDD2A,FBXO22,SLC39A3,KDSR,BUB1,CYB5D2
251,XPO1,YWHAE,GADD45A,PDIA3,HMGCL,KLHL36,NDUFV3,SMARCD2,ARL11,USP6NL,HIPK2,RNF19A,USP31,EEF1AKMT4,RRP9,RF01968,CFI,COX11,MAD2L1BP,ZNF131,PAOX,THNSL1,WNT4
252,OVALY,PDIA2,CLCA2,DISP1,PSMB7,NKX6-2,TOMM6,GCNT1,ISLR2,STXBP3,SERPINI1,JAKMIP1,FAM210A,OCM,NDUFB2,SORCS2,RIPK4,CRISPLD1,EEF2,MYF6,CHST9,PHAX,ARG2
253,DLC1,RPL37,CYP19A1,CDK2AP1,NOS3,RTN4,RPL35,CDV3,LRRN2,EPAS1,VTI1A,C4orf47,ZBTB25,HES6,COX7C,DENND2D,CRY2,FKBP4,PTGES3,DYNLL2,ELOVL5,C10H15ORF59,TPGS1
254,FLAD1,OTX2,TMED7,CTNNBIP1,AFG3L2,TMSB4X,RABGGTB,FLT4,ZNF518B,PIK3CB,DAZAP2,PAM,FAM168A,PSCA,SYNM,VPS35L,SLC25A47,BMT2,CALM2,NCAPH2,ZNF341,ACTR5,ATR
255,OST4,STRAP,MYF6,PDE10A,CDC25A,NPTN,CSNK1E,ASAH1,IQUB,PRXL2C,UBE2E3,DDX25,MAD2L2,SIDT1,GTF3C6,CLK3,COCH,NSD3,RTN4,ZC3H7A,SLC1A3,TBRG4,RHOT1
256,NR2C2AP,LTA4H,C1QTNF12,HMOX1,S100A13,NME3,AGPAT5,CNDP2,GPSM2,CPN1,CHRDL1,BMP5,STARD5,RFC3,PXK,RHBDD1,MRC2,PTPRM,MRPL21,GPR139,ATG10,CAPN15,DOCK7
257,INTS8,CMTM8,NEO1,MFSD2B,TMEM57,RDX,CHST12,HMGB1,RNF103,TANGO2,SOD1,CALR,TFPI2,KLF15,SLC39A8,CACNA1E,NLK,PRPF4,RRAS2,NONO,TLDC1,NAT9,SGCB
258,WIPF1,PPP2R2A,HMGA2,P4HB,SFXN5,FGD3,NDUFA12,DAP,CLASP2,EDF1,H2AFZ,RAD9A,ERC2,CCDC43,YAF2,FAM126A,LMO3,HSDL1,LUC7L3,DYRK3,RERGL,MNS1,NR2C2AP
259,NKIRAS1,DTX3L,PANK3,METTL21A,SCARB1,DYL1,RNASEH2B,SOST,ST8SIA6,ANKMY2,APCDD1L,RAB5B,CPLX1,MLYCD,SNX2,GAS2,WDFY3,EIF4G1,PIGQ,NTM,GTDC1,VPS13D,DAGLB
260,FKBP4,ZNF644,WDR70,BIVM,TBC1D14,HOXD8,POP5,MRPS17,UNC5A,SLC15A5,EIF2B3,LRRTM4,RASL12,DNAL1,SCAMP4,NPR2,SLC25A1,QRSL1,RRAGB,ANAPC13,BTBD6,POMK,ZBED4
261,BCS1L,SEC31A,TBX6,HDGFL3,NMRAL1,DBNDD2,GNG5,CDC42,MMP10,ARPC1A,PPIE,KLHL4,TNS4,ECSIT,ATP2B4,LAT2,ENPP2,H3F3C,NAP1L1,SAMD4A,ATP6V0E2,SPIN1W,C2orf76
262,NCL,EIF4A3,LCAT,PPP1R14C,AGPAT3,EMB,SLC16A9,RTN4,gga-mir-551,MAP1LC3A,CMTM7,PATL2,SLC26A6,MELTF,TUBA3E,C1QL4,BACH1,MB21D2,TOP2A,PAOX,KTN1,HIST1H46L2,PLPPR1
263,CRIPT,LSM5,SLC13A1,SYNDIG1,CKS1B,TRA2A,AKR1B10L1,TDRP,LHX5,FBLIM1,ACYP2,VAT1L,CLDN8,RAD51,POP5,CTSS,VPS41,DMTF1,HNRNPM,GBE,RPUSD1,KCNG2,NPBWR1
264,HAT1,RBM7,NPFFR1,RAB6A,EXOC6B,RACGAP1,EEF1A1,SERP1,CYP1A1,C1QTNF12,ID2,GALNT7,GRIN2C,DPP4,EEF1B2,CCDC148,ZNF750,EPHA3,CYCS,TMEM175,C6orf62,PKNOX1,ELMOD2
265,B4GALT6,NCL,MHCDMA,RANBP9,MYO1A,PSMB4,HSP90AB1,HOMER2,RF00270,WDR44,MBLAC2,DUSP14,ANKK1,ATPAF1,H-RAS,USP21,SLC12A1,RBSN,TOMM6,PHLDB2,ITM2B,DERL1,TMEM80
266,ELK3,VMP1,ARSB,TMEM131L,TRIB2,KIAA1671,LRRN1,SCML2,KLF8,PHC1,ISOC1,GPATCH3,TRIM23,ATP11C,SMARCA2,IGSF6,TULP1,YARS,DCTN6,COPB2,ARL9,BFAR,UNC5C
267,C1GALT1C1,MT3,RBBP6,MAF,PDE4B,HMGB1,CHRAC1,PRORSD1P,TTPA,DARS,GABARAPL2,DARS2,SLC4A4,AGBL5,TSPAN13,PAPSS2,TRIB1,MYD88,FAU,KANSL2,ZDHHC21,PHLDB1,BSDC1
268,SRPK1,VAPA,COMTD1,PDZRN3,CD47,NOG,TOP2A,CTH,FIBCD1,ZNF143,COMMD1,THNSL2,A4GALT,GAD1,SLC10A7,IGFBP1,IGSF6,RUFY3,MDM2,IFNGR1,ANXA7,SIRT5,PACSIN3
269,ELAC2,HSF2,RIPPLY2,BNAS2,MTHFD2L,RASL11A,DEPDC6,ZFAND3,SLC1A1,PDCD10,ARHGAP17,PEX14,NOS3,NGFR,IREB2,EEF1AKNMT,GALNT17,CTXN2,ARL13B,MAST3,PPP2R2A,CAMKMT,C3orf38
270,SMO,IFITM3,AGAP3,BID,CD164L2,EIF4A3,SRI,PSMA1,B3GALT5,SLC15A4,RWDD3,TRAPPC12,FICD,DMC1,TPD52L1,FSTL5,METTL9,PDCD6,HTRA2,IL11RA,ABCF3,ATF1L,ATG10
271,TECTB,MEA1,KIF26A,DUSP5,SEC63,HSPD1,HNRNPH3,AKR1A1,SLC19A2,NATD1,PEX2,MGMT,DHODH,SUN2,POLE3,BCAS1,ABCA2,gga-mir-6585,CEP131,TTI1,VTN,SMYD3,ADAM12
272,PDCL3,LIMD1,PRLH,GST2L,SULF1,FAU,AIFM1,EIF4H,OPRD1,LGI2,NKIRAS2,ATP6AP2,TCERG1L,BRICD5,RAB11A,PRDM15,TM7SF2,YWHAZ,PCNA,NTN3,TTC4,CNIH4,RPS6KC1
273,CAMLG,MTA1,PRRG4,B3GNT3,GPR83L,HSPA4,LRPAP1,TBC1D1,CYB561A3,SRI,ITM2A,ANKRD33,CTBS,C16orf89,KAT2B,PMEL,NKD1,VPS13C,CFC1,LNPEP,ZNF692,INPP5F,GRAMD2A
274,LASP1,FAM49B,IRF8,APC,ACOT7,PFKP,ATF3,TMCC3,CAPN8,ALDH5A1,UBC,BCL2,RRAD,UBE2QL1,IRX2,TOMM70,MTHFSD,ECI2,CCDC92,NDUFA9,ARPC5,SNX4,LPIN2
275,BLB1,SNAP23,KIF21A,EIF3H,ASS1,SRP72,KTN1,ARID3A,SSTR5,TUFT1,SPG21,OTX1,EDARADD,IPO8,TLN1,FST,PCGF6,RNASEH1,CCDC58,SHOC2,DIEXF,RAP1GAP1,AGFG1
276,PSMB2,HNRNPD,ZC3H11A,SLC25A26,CTSC,YWHAG,LSAMP,TAX1BP3,KCTD15,NMD3,BID,B4GALT5,LIN54,ZNF503,RAB31,AGRN,LRRC15,KLF12,VPS29,HOXA3,STX17,DCAF1,EDC4
277,TIMM10,GSPT2,OFD1,FGF3,FTSJ3,ARL4C,RAB4A,ASAP2,CYP2U1,CCNC,SNRPG,FKBP9,PPP4R4,NPTX2,TPRKB,CLDN18,C9orf84,FLAD1,SETD5,EGR1,GUCY1A1,SLC34A2,HES5
278,IRF8,NUP37,SMARCC1,DSTN,SEMA6B,STON1,GNPTAB,LYPD6B,TTC6,BICD2,TMEM175,FAM3C,SLC13A3,MSX1,ERAP1,ECI2,GPR135,VPS41,NKAIN4,PKIA,FGFR4,JAZF1,FAM76B
279,RAP1GAP,RTFDC1,ND4L,DYRK2,CCNE2,HOXB9,SEMA5B,ATP5PF,MTMR12,MAP3K7,CRCP,SMIM19,SLC19A1,RSPH14,SGK1,EGR4,SLITRK6,VPS35,DNAJC8,SCRN2,SDR16C5,HACE1,EXOC3L1
280,EBNA1BP2,ZCCHC13,ADGRL3,TUBA1B,ADIPOR2,SEC14L1,GDPD5,KDELR2,CARD9,ARIH2,EIF3I,ALS2,EPB41,ALCAM,FAM241A,CGA,KCNQ5,PPP1R7,ACSL1,TLK1,LARP7,GJB6,NME3
281,WDR3,GCLM,ADAP2,CNGB3,MAP4K4,BRI3,ITGB1,UBR7,EGFL7,SERINC3,GLT1D1,NAA30,CACNG4,PTRH2,MVB12B,RHBDL1,FAM163B,DYNLT1,CDC73,TMEM63C,KIAA0232,QPCT,MAN1B1
282,NOP58,MAPK1IP1L,PXN,ND4L,CTBP2,PSMD7,CLTB,PPP2CA,TSPAN9,ACTR3,AP3M2,PLEKHH2,TECTA,PIGBOS1,PSMA6,SCRG1,SAMD7,ZFP92,COX7A2,NBEAL1,GTF2A2,LONRF1,DHX30
283,SMG6,PSME3,NSMCE2,SERBP1,SERINC3,NUDC,GRIK3,ZFHX3,KCNT1,FAM188A,H2AFV,RAB40B,CHORDC1,SPSB1,MRPS34,ATP9A,WTIP,DNAJC22,PIAS2,WWC2,PDE10A,LYRM1,TTC3
284,DENND1B,BTF3L4,FAM207A,MEX3B,CDH11,PIM1,TXNDC5,MAP1LC3B,NBEAL1,KLF11,NDUFB9,ST8SIA5,DNM1,PROS1,FBP1,RD3,ZCCHC13,BORCS7,RANBP1,MDN1,ACO2,EAPP,CLTA
285,RBM24,UQCR10,EIF4G3,DENND5A,C1H12ORF73,BAZ1B,MDK,CDK8,MRPL34,UBTD1,NUDCD3,TMEM255B,TAMM41,DHX40,VCP,C1orf109,HPD,TPT1,DDX46,ATP6V1B2,NRP1,COMMD3,OPTC
286,CHEK2,EHD3,FAAH,TUBA1A,CNN2,HMGN3,VDAC3,PLSCR1,CHAC1,ANXA7,DNAJC19,Prom1,NUDT9,SLC30A7,SLC25A21,WIF1,GPC3,AHSA2,GID8,NOB1,HAUS3,CS,PACSIN1
287,PDS5B,ARL8BL,FAM49A,HAS2,SIGMAR1,DDT,MRPL50,C12orf66,UBA6,PPA1,CAPZA2,LCAT,RF00548,SLC13A2,NARS,MAB21L3,MSTO1,SAMD12,MLX,RAD1,NBN,METTL24,RAB5C
288,MTMR7,CCT2,MMS19,RAB22A,NOL8,ATP5F1D,PAX2,H-RAS,MEGF10,VGLL4,KCNIP4,SLC36A1,FOXF2,PEX11B,MOB3A,THEM4,NEIL1,CENPL,HNRNPUL1,DIS3,TUBAL3,RFTN1,BBX
289,SPATS2,GLUL,RIC8B,ABHD17B,LAMP1,GREB1,TSPAN3,AP1S3,PMM1,STYX,CROT,FGF20,WSCD2,ASB15,FGFR3,APBB1IP,NEURL1B,NR3C2,RALGAPB,NPY2R,PHOSPHO2,gga-mir-6585,SLC39A3
290,GTF2A2,PPP2R5C,AKAP9,TM9SF2L,TPD52,PARK7,ABRACL,ITGA3,WRAP73,PEF1,AP2S1,TRPC3,CYGB,SLC6A11,PTPA,CEP85,PCARE,BABAM2,FAM49A,INHA,SAT1,SGCB,TRIM62
291,SUSD2,EZH2,RND2,CTNS,CYP51A1,RBBP6,CERK,GMIP,EDEM1,CCDC174,CDC26,TPGS1,CRYBB2,PNMT,EIF3B,VAMP7,PIF1,INTS7,BTF3L4,TMCC1,Pou5f3,VPS13C,UTP3
292,CENPK,FGFR4,TRIP12,UPP1,PLEKHA3,PSMD2,SLC6A1,GTF3C6,PDE1B,TMEM64,OXR1,FZD7,FAM166A,CDK5R1,GPR18,KLHL25,MTTPL,PRRX1,FTSJ3,WDR44,BRAP,DDB2,RNF207
293,SOCS1L,MCAT,SRPRA,TPP1,SLC16A4,SCOC,ZEB1,SPIN1Z,OXTR,RP2,DDR1,SH3BP4,FOXF1,FBXL15,NPLOC4,TNNI3K,CLEC3A,BNAS2,CA9,NUP43,PLBD1,RNPC3,NDUFB4
294,GPRC5C,KCTD2,FOXM1,SMARCD2,PNN,OTOGL,NDUFB8,PTGES3,USH2A,ZNF451,HIBADH,PARPBP,CACNA2D4,SLC35G1,SLC12A2,ANO4,TBC1D16,REL,NHP2,GCSH,KIAA0930,DAGLB,MGAT3
295,FAAP100,FKBP4,NELL2,KIDINS220,NUCKS1,NME2,POLR2C,LAMB1,USP46,CFC1,SEMA3F,CHAT,CHST14,GUCY2C,ATF4,TSHR,CITED2,NDUFB3,MDH2,IGSF5,CCNJL,ADCK1,ARL13B
296,AvBD6,SKP1,FN3K,NBEAL2,PRRC2C,SRGAP1,FST,ACKR3,KCNK2,DDT,REEP5,GFPT2,UTS2,FAM110C,FN3KRP,ENC1,LHX3,NAV1,FDFT1,RBM48,SERINC3,UCHL3,RASGRP3
297,RGS21,EPHA1,C15H12ORF65,SS2,ADGRL2,PSMC5,PHYHIPL,UPRT,MRPL45,EAPP,RAC2,KCNF1,RF02252,KCTD21,NDUFS7,MN1,KCNC1,CDH2,SKA3,GARNL3,SS18L2,UBXN2B,SNX5
298,TNS3,SMU1,BMPR1A,JPT1,CRAT,COPS4,MBNL3,PTP4A1,NAV1,LACTB2,ANXA11,MOB3C,MAPK13,RFX8,C5H15orf57,NEURL1B,STXBP5L,FAM114A2,SRP14,DARS,ATP6V1D,NPBWR1,ZNF767
299,SLC25A32,RNMT,IRF5,CHRNG,CNTNAP1,FSTL4,TMEM68,ST13,NR5A2,OMA1,TMEM230,LRRC7,NTSR1,ADARB2,KIAA0930,PCARE,CHST8,P4HB,DDX51,Meis2a.2,KPTN,RAD54L,DIS3L2
300,IGF1R,EIF1AY,PTGDR,ARHGAP24,SLC6A18,SVBP,SDC3,MMADHC,KRAS,YRDC,FAH,GPR37,RASSF7,LINGO3,NDUFS1,GLRB,PLPP7,HDAC7,CSDE1,MCF2L,HAPLN3,TMEM141,SYNGR1
301,ZFAND2B,AIMP2,CYP2AB5,ERCC5,EFNB2,CLNS1A,TTYH3,TAX1BP1,OPN4-1,APOH,HSBP1,SHISA9,DUPD1,F11,MDGA1,ONECUT1,TENT5D,SLIT3,ATP23,FUT11,ZDHHC23,KLHDC1,MYL3
302,PEAK1,ENO1,NLE1,F7,ARHGAP45,SPTBN1,DDX3X,DGUOK,MMP27,PLAU,RPS16,ARMC1,CRYBA4,PDE1A,NENF,ECPAS,ZBTB16,FAM208A,ALDH1L2,PELI2,CAMSAP2,KIF5C,MARS2
303,FOXG1,AKR1A1,SEC23IP,PTK7,COX5A,FABP5,HESX1,KDM3A,IL16,WDR1,RARRES2,FAM84A,BMI1,WDR34,TRAP1,ACOT12,TAF4,HOXC8,GTPBP10,HSPA9,EPHX1,FNBP1L,NFE2L2
304,PDCL,PDZD11,FGFR1,PDLIM5,RHBDD1,CLTB,SFPQ,PSMB2,TRIM3,TNFAIP8L3,LZTFL1,ECE1,DSG2,UBXN10,HDLBP,EXOC3L4,UCP3,SCRN2,DEGS1,CDK10,HSP90B1,CEP63,CHRD
