,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges,11_names,11_pvals,11_logfoldchanges,12_names,12_pvals,12_logfoldchanges,13_names,13_pvals,13_logfoldchanges,14_names,14_pvals,14_logfoldchanges,15_names,15_pvals,15_logfoldchanges,16_names,16_pvals,16_logfoldchanges,17_names,17_pvals,17_logfoldchanges,18_names,18_pvals,18_logfoldchanges,19_names,19_pvals,19_logfoldchanges,20_names,20_pvals,20_logfoldchanges,21_names,21_pvals,21_logfoldchanges,22_names,22_pvals,22_logfoldchanges
24,SDC3,9.407760431840975e-07,0.6933668,CDCA7L,8.743325411034825e-25,1.1067817,ENHO,4.66668545378008e-13,1.4508504,WNT3A,3.045485398413326e-11,1.9822369,LZTS1,6.234685878999696e-09,1.82022,ENO1,6.5504907483866156e-18,0.5888587,HSPA5,4.661958277487358e-19,1.0532013,PKD2,6.8702104540331145e-18,4.916312,CASS4,0.11546130084798283,2.6888793,TNFSF10,3.2981404088855508e-06,1.3695855,VEGFD,1.8568146345531276e-06,4.9710655,COL4A1,0.003304127821434032,1.5973948,STRIP1,0.11163471462385029,1.086228,KLHL42,0.09250197931307412,2.5359147,TPCN2,1.0193880127075971e-12,10.894152,R3HCC1L,0.1568756035518141,2.1879597,RF00030,0.16828868999364288,6.138483,UVRAG,0.11472890126860046,4.3859367,CHMP6,0.03857416094009732,2.2083182,AK1,0.21007894255758558,2.2945004,FAM122A,0.22883592418757231,2.2471347,UBE2G2,0.22841864878062706,1.5464758,DHX40,0.2700849731339899,3.3722837
25,HOXA9,2.3371959418153326e-06,0.58772594,PDGFA,9.49300550432817e-25,1.5086129,CADM1,6.062740131119346e-13,1.1674235,HOXB7,4.8767112057920476e-11,1.4637458,DACT1,9.574699576732913e-09,1.9414029,PAX6,1.9936213265000878e-17,4.756503,PAX7,3.3910856934643793e-18,3.2716103,DMD,7.497330819813502e-18,2.0391293,AQP11,0.1408285605141188,2.4008667,AKR1D1,5.321590831006446e-06,1.6940523,TXN,2.2077639061434497e-06,0.71013993,CTXN2,0.0036522182514864003,2.6228101,FAM149A,0.11330753779882365,2.7101743,PDHB,0.0940755979274256,0.84377366,MBNL1,2.0763938079003394e-12,4.86606,FBXO47,0.16126572401081168,8.0607395,SLC4A1AP,0.17008523557242963,2.7188802,LMO4,0.1087036809786173,1.1474159,KPNB1,0.038843378274416855,1.9081554,DHX29,0.21204452750208302,2.1998034,KAT2A,0.2271830865450095,2.1142707,BBS2,0.23987581748056852,3.20844,ECHDC2,0.2670962493157824,2.9261293
26,GREB1,7.631157494067243e-06,0.8275014,HELLS,2.105235907521802e-24,0.9389671,AKAP12,5.499250341508459e-12,0.78327173,NKAIN4,2.035309652163528e-10,1.264286,AMN1,1.7590634097232038e-08,2.021054,HOXA9,1.2023354008909478e-17,1.3345809,GADD45B,2.7378938401887947e-18,2.5388267,ESRP2,1.7582438301787537e-17,2.5681393,MAP1LC3C,0.14174215469412682,1.937001,TGM2,7.629844173582973e-06,4.03933,RPL8,2.2461802791506947e-06,0.51092064,SYT4,0.0044584247039027225,6.177135,GMPS,0.11660686359362726,0.8587503,C10H15ORF59,0.10161158897374667,1.980084,ARID3A,2.571801744305707e-12,2.717211,SHOX2,0.16126572401081168,8.0607395,MEP1B,0.171881913213313,5.652937,CACNA2D1,0.11505398166614972,3.924253,H2AFV,0.03886480801825204,1.48556,TCF15,0.2108609034337919,1.8403891,SAV1,0.22304844149202652,1.6104032,GDPD1,0.24064152949517362,3.1598334,SFRP1,0.2716461342730709,2.7514918
27,HOXD12,8.274858758114308e-06,0.652403,ACOT7,3.3478134095684585e-24,1.3959181,ZEB2,9.373307268797922e-12,1.2441941,SDC3,3.3836961102321276e-10,1.083963,KRAS,3.357622743451073e-08,0.8527062,FABP6,8.176293385832013e-17,3.6601083,NR2F2,3.755039552481819e-18,2.604853,ID3,1.9448905705465446e-17,1.3784086,CUX2,0.14881267419575708,1.8736849,CALM2,6.920127391293053e-06,0.7225284,MDK,3.2954011625868672e-06,0.7727508,IGSF21,0.004804622551835349,1.9418308,SDHAF4,0.1239572664780031,0.8303425,SPECC1L,0.10432015634836371,2.124222,SLC25A39,9.66973137569662e-12,2.9521494,ASB8,0.15979646915202075,1.4030211,CAVIN2,0.171881913213313,5.652937,TP53RK,0.11185774063930165,1.8094169,SUMO1,0.04009892410013855,1.7155902,AGRP,0.21221155247634862,1.8520831,CACYBP,0.23194333434239753,2.0927832,ZNF821,0.24844205464990918,3.0390618,DNAJC18,0.27456628349584167,2.6823301
28,ATP6V1G3,9.745606621022756e-06,2.6507573,SLC25A5,5.232607047021905e-24,0.8339632,C10H15ORF59,1.1777543336157703e-11,2.9933484,WNT5B,7.872731082244992e-10,1.2933123,PBX3,1.9101783710839882e-07,2.029506,PDE6D,9.101284762512055e-17,1.7057205,ID3,3.4933066167406654e-18,1.4279187,COL17A1,1.5708543878982933e-16,5.7544756,PITX2,0.15140273838643198,0.8780744,MYL9,1.398121180303887e-05,1.128093,STMN1,3.4760649931064128e-06,0.62311727,POMC,0.005578379594243025,1.4850597,IKBIP,0.1257151261287775,1.5806965,LTBP2,0.10776872492057149,1.6951396,SUSD3,1.4100969427060423e-10,8.037532,UBE3D,0.16293560274015587,2.1248612,FBLN1,0.17110803699960248,1.3404717,PTP4A1,0.11055061766274843,1.1471801,DNAJC9,0.040944906611648554,1.9461204,NCKIPSD,0.22298938995993614,3.5001788,TMEM39B,0.23878420863638816,3.118488,TPP1,0.25159548660949516,1.8662931,HMGCL,0.27680439790859496,2.6515865
29,SMAD6,1.0351463234718066e-05,0.80828905,TRIM71,9.147858981831773e-24,1.2477638,ADGRL2,2.9490848627704416e-11,0.96299875,GREB1,1.6530768960949545e-09,1.305763,NTM,3.043000046954505e-07,1.2080587,HMGN4,8.755723649425636e-17,0.6032446,TUBAL3,6.398110834822871e-18,2.205151,TFAP2A,1.2539609823974982e-16,3.604711,HELB,0.15235083152036846,3.0096805,ALDH1A1,1.938186691390353e-05,3.9776416,COX6C,3.897411056350873e-06,0.80666107,MYO3A,0.006705091997708424,3.385173,TDRD1,0.12864772458343593,2.5673096,DLGAP3,0.11191901695218888,2.8272524,ISCA1,1.6650527936902155e-10,3.5787473,LY96,0.16593968454722952,6.475668,FAM53A,0.1708778052204656,1.3517926,MTHFD1,0.11349340092002266,1.5649679,COX7C,0.039816838659382375,1.1926907,USF1,0.23026278139928988,3.3381255,CDH11,0.23354119931341363,2.0456126,FBF1,0.2580818955132911,2.8890321,RIC8A,0.27727384303307845,2.6663673
30,MTUS1,1.6957414366590553e-05,1.6027387,TMSB15B,1.0499144006991548e-22,0.6132658,RSPO3,5.493334867616337e-11,1.5320588,DRAXIN,2.953224870053883e-09,1.8326406,GATA2,4.974528073014132e-07,1.2575651,LMO4,1.2851684663982515e-16,1.1235048,IGSF21,1.964997206927829e-17,3.7062416,CDH1,1.037234227177616e-16,2.9627714,AVD,0.15235083152036846,3.0096805,CHMP2B,1.8607572371377633e-05,1.5566142,MMP2,6.569553357566505e-06,2.7367823,SPARC,0.006975109347306976,0.7710353,MEST,0.13219088072802676,1.8027943,KPNA7,0.11556702963349479,3.9947538,RPL37,2.0694357314566596e-10,1.3801248,FABP3,0.16680707822840526,1.7413541,TERB1,0.1728647081977184,1.5001392,RNF219,0.11499563777319353,2.0743504,SUPT4H1,0.04084536841230954,1.7154241,CYP19A1,0.22682477754333075,2.0859194,ORC5,0.24546801468549642,3.086685,RWDD4,0.258449168672971,2.8815374,HDAC7,0.283372611451626,2.5821161
31,HOXB5,1.8539194571077986e-05,0.6029239,FGFR3,1.9399503260451852e-22,2.1190753,GNAI3,6.580796999162519e-10,0.586918,JARID2,3.447474560692157e-09,0.88207066,SETD6,9.868401023702574e-07,1.0015557,CKAP2,2.725507234703482e-16,1.0280987,MMD,1.5936081231518348e-17,1.6481359,INPP5A,8.352009503961934e-17,2.2064066,TBX6,0.1543100605603158,1.46199,EPCAM,1.9625187087404653e-05,1.064416,SDCBP,6.678520353647856e-06,1.0568581,GCHFR,0.00745513197494453,1.507935,AS3MT,0.13494106389980168,2.0203662,HOXA7,0.1179529830206072,0.7444345,SMAP2,1.4321333661537388e-09,3.0358114,BMP10,0.17067941976031129,5.7385845,SLTM,0.1748359584720098,2.6820455,MED28,0.11967615117599796,1.5292112,TMEM250,0.042921011754839325,2.4841409,PTHLH,0.23509746195401007,3.2646766,TTC39A,0.24806445539124192,3.2539604,HERPUD1,0.26281525168612285,2.8245075,HTATSF1,0.2841459442003126,2.5708017
32,DLX5,2.0883854060572667e-05,0.79098976,CA2,3.7828655036471283e-22,2.4502726,LIMD2,1.0434261558416971e-09,1.1403315,SCD,3.5821787457841236e-09,0.85950136,SLC11A2,2.0544135664207772e-06,0.99789536,TCP1,3.1879561967723177e-16,0.8291767,CYR61,4.2541690883035805e-17,2.3214307,HEXB,1.1123086476707302e-16,2.6492393,CLDN16,0.17072001455677477,5.593627,LSP1,2.2181862569372384e-05,1.3503981,chPKCI,8.672538714211035e-06,0.8550512,OLFML3,0.007551573139320022,1.5275464,LRRC38,0.13608875298863615,2.40957,OXSM,0.12037098660449908,2.6167867,YBX3,1.1283262736918736e-09,2.2187042,CDKL5,0.17254484477072507,2.7784176,TRIM54,0.17509646138110352,2.6558704,ERGIC2,0.12223570727941763,1.3630499,ENO1,0.041674280900401185,1.1811026,PCBP4,0.22732016215470224,1.34008,SEC62,0.2460760095345231,1.9920439,MUTYH,0.2634734704693165,2.8153553,RTF1,0.2799767543249313,1.3423436
33,BHLHE22,3.12963594093331e-05,1.4980066,RANBP1,4.697535751567411e-22,0.7607767,OLFM1,1.0822007280683887e-09,1.271926,GAD1,7.40212405068252e-09,2.0045485,VRTN,2.0738456297749917e-06,0.96723986,TMEM123,8.887132444764736e-16,1.5783261,TBX22,2.3743603367307565e-16,5.559984,ZNF385C,2.981827594958268e-16,3.9648678,SIN3B,0.17201747445559834,1.7650958,LIMK2,3.090371705325353e-05,2.067856,ANXA1,1.2764577100088254e-05,7.1461763,SP5,0.008687789844129767,0.72377807,TRAPPC8,0.13835094834235526,2.3831193,GPER1,0.1266987321415927,2.509944,FAM210B,5.537197229590909e-09,4.281491,KCNK18,0.17295169101416386,2.6918688,PCSK1,0.1771136799774685,5.1993647,CDK2AP1,0.12468739038286383,1.7429222,CSNK1D,0.04219971529771134,1.847461,COL6A3,0.24048318929089807,3.1608407,SNIP1,0.25518600560405863,2.93656,GCN1,0.2592462961740692,1.4333984,CCDC126,0.29418112050568374,2.7471092
34,VSTM2L,3.615786110533095e-05,1.2922684,G3BP1,5.891854970406023e-22,0.9585924,HOXA4,1.736380609984812e-09,1.0311548,TPST1,8.273607755362088e-09,0.8238016,PMVK,2.4376642916817477e-06,0.89049554,MARCKSL1,2.7706857322946824e-15,0.90869975,CDH20,1.074291301313779e-15,3.7678666,SERTM1,4.237560994054853e-16,3.1561983,CALR,0.17220717948464512,1.2487346,RGL1,6.270620184032254e-05,2.4504607,HIPK3,1.1302720505434694e-05,1.7602526,ERGIC2,0.008800417276737112,0.90710706,SOBP,0.13845895140566422,1.5203501,COX16,0.12730763959943944,0.9962526,SUSD1,7.966255051288828e-09,4.223116,BCHE,0.17305909387351748,2.078816,PRTG,0.1744206333489635,0.6141835,PPP1CA,0.13029700348510267,1.1643703,TMEM11,0.047824299348661774,3.222902,EIF2S1,0.23464639921781125,1.0694754,CYP26A1,0.2559394237196867,3.0068274,MARCH6,0.27140459811757506,2.8396635,RABEP1,0.2907213766113236,2.508491
35,ZNF423,3.670022848528429e-05,0.5463425,HSP90AA1,1.2598009697560786e-21,0.6497502,SYNPR,3.1053106039266343e-09,2.2389429,TESC,1.2775925511812249e-08,1.5467455,SSH2,2.5230526597203184e-06,1.5170137,YBX1,2.730355974650028e-15,0.46261725,SUSD1,9.545496759137275e-16,3.1068099,YWHAQ,2.044071363904001e-16,1.021166,CCDC122,0.1805007122490283,2.5944571,GUCA2A,8.195918374601235e-05,4.257681,CELF2,1.499021342587282e-05,2.6059656,STK10,0.009067182876368488,2.4670308,SZT2,0.14162922818194554,1.5039351,MEF2D,0.1280933443156231,2.0561428,UBA52,3.713236498810386e-09,1.0347885,SDK1,0.17325383305917078,1.1611465,HTR2A,0.17918126416388597,5.0006213,WDFY1,0.13228068760046147,1.9536886,SRSF7,0.04376050255638249,1.6115751,DMD,0.2365012424091304,1.6238252,TRIM13,0.26028402570827724,3.019314,NFASC,0.27634794547658187,2.785711,COX15,0.2947728000136234,2.548739
36,CSRNP1,4.3418998299782334e-05,1.7866784,PRDX1,6.829027057902393e-21,0.61652195,ACTN1,3.6028721414666893e-09,0.792442,ATP2B1,1.2867835121753689e-08,0.74741185,GCHFR,3.0801764305986516e-06,1.4991447,ALDOC,3.4298837903041537e-15,0.6626199,APLP2,1.4188088405254025e-15,1.145097,MYH9,4.237692195962302e-16,1.7195419,SHLD1,0.18157606934853637,1.6857105,WBP1L,7.823616689440865e-05,1.5757085,NR2F2,1.7600822176638373e-05,1.8434999,FOXA2,0.010259583098893027,1.8218352,CACNG3,0.1441786577069069,0.7712548,HOXD11,0.12990815915327503,0.95733833,ALAD,1.2079598684840566e-08,3.9218009,CBX5,0.17699128226701558,1.7136592,PKP4,0.17790555122951568,1.328112,LSM6,0.13091303966059956,1.4702342,MRPL15,0.045677527063042934,2.519684,TRIAP1,0.2413602005419404,1.9953343,PTGES2,0.25451760245548644,1.9100891,MIA3,0.2767677015400543,2.7640643,BORCS8,0.2928425702064813,2.4809043
37,SKAP2,4.4275681606769594e-05,0.40624076,YWHAH,8.55754393286932e-21,0.9884417,PRCP,6.139637341154899e-09,1.7427676,SPRY2,2.40240500929396e-08,1.229297,GJB6,5.6618698170391465e-06,2.1211834,FAM181A,1.0923397356688685e-14,5.7674804,PCP4,1.0298711534591809e-14,2.5946836,SOSTDC1,1.1475861332821734e-15,5.0788255,gga-mir-1732-1,0.1843049896164679,4.593573,BLVRA,8.375428291956666e-05,2.7326124,TCF21,2.220956824540299e-05,5.2332597,LEFTY2,0.011811469741150622,3.0596602,SCARB1,0.14644209776863873,2.332448,APLF,0.1321522439408043,1.5553429,LMO2,2.0589992021193153e-08,5.123492,SCML2,0.1786815178988424,2.0346758,CASP2,0.18262286775367156,1.65102,PAPSS1,0.13320521867334634,1.9179472,KLHDC1,0.04868533474871714,3.0398812,NEBL,0.24800348218483168,3.0396836,PLRG1,0.25420355744246886,1.863626,IK,0.27339048085677503,1.3574263,KLHL2,0.2927989314870381,2.487316
38,TGFB2,4.5133891661884664e-05,0.7991951,DUSP14,2.2689448656238083e-20,1.7673649,GDF3,6.513945573897108e-09,1.423479,GNAI3,3.768194157135665e-08,0.5549593,CRABP-I,8.420440229214447e-06,1.4406637,TUBA1A,6.190231548404384e-15,0.8480283,LPAR1,1.2522912957581068e-14,2.3814042,RPL37,1.1416155709628992e-15,0.8414299,CNGA1,0.1841468907601892,1.9754703,ID2,0.00010248852436380465,0.75602496,MID1IP1,2.1076479780658083e-05,1.5335906,CAPSL,0.014841009901176507,3.481122,GRIA1,0.1487536944802306,3.2033813,C1orf35,0.135375759751557,1.2912809,SLC25A37,8.820594366338744e-08,6.8351974,PTGFRN,0.18035261042453152,4.890349,ZBTB1,0.18245021984618925,1.4443704,RAD18,0.13817883606620832,2.369679,CALM1,0.045699622119648196,1.4961286,HSP90B1,0.2425471980943841,0.9055655,TMCO1,0.2520776084909314,1.4400858,YWHAB,0.27295263329113095,0.879449,CTPS1,0.2851060856924378,1.3143868
39,FABP7,4.939828603899474e-05,0.5365933,SLC35E3,4.5038344540918496e-20,1.2681628,TIMM50,9.63898837804199e-09,0.934059,HOXA9,5.799373634394325e-08,0.827321,ESPNL,9.042531131998028e-06,3.4635992,HOXB7,1.0384703757413815e-14,1.810431,SIX1,1.6282723032245753e-14,3.1138165,CSRP2,3.633059382589944e-15,3.6517184,IFT27,0.19059950490716931,1.1827916,TSPAN8,0.00012517216897124292,7.921606,COX7C,2.4270367255868216e-05,0.5836982,HAS2,0.014864765453570872,1.0339991,PARVG,0.14979227998177402,3.0508924,POLL,0.1385799960095624,1.6936346,ITM2A,2.6636622806388764e-08,2.0041842,TSPAN3,0.17952839109328042,0.7509601,REV3L,0.18539531606058723,1.953501,FBLIM1,0.14665738546225573,3.5765445,PSMA1,0.04674154075177837,1.8989362,PLEKHJ1,0.24441867892841318,1.5278068,SLC35E3,0.2661658487902186,1.8772389,ILF3,0.28270043875932177,2.5900936,CEP170P1,0.2953404069503972,2.5640004
40,NUCKS1,5.780410148769081e-05,0.2549758,AKR1D1,5.082727507766388e-20,1.7690059,OSBPL5,2.8890525102690252e-08,1.478789,ARL1,6.664487465006521e-08,0.8450115,BF1,1.2576287801017347e-05,2.1537874,NUCKS1,1.1989105124665199e-14,0.64820045,TWIST1,2.347531576583512e-14,1.981641,TXNDC17,2.46664194110015e-15,1.6708039,WDR11,0.19212794932814162,1.917888,DHRS11,0.00013523253718589093,1.48129,UNC5C,2.9717401213011365e-05,2.720376,DISP1,0.015426272633122616,1.6965867,ARNT2,0.15198630414235562,1.8461567,RNF121,0.14664615160556224,2.281902,TXN,3.182291367227239e-08,1.4515953,SIMC1,0.18736509788818637,2.5082188,AARSD1,0.1875032523189651,1.9560685,MCTS1,0.14274581361893884,1.1913486,POLR2L,0.04740880397335772,1.6981648,SMYD4,0.2546458347881575,2.9257321,POU2F1,0.2678448970640524,1.8369039,NOTO,0.2823516762554977,2.6362712,MAPK8,0.2959398833934756,2.4485521
41,LBX2,7.04101761120513e-05,1.1583217,ENPP2,1.4977858709847834e-19,3.040827,TMEM35B,6.402466483572652e-08,1.0478724,C9orf3,7.470629838293452e-08,2.027388,TBXT,1.5472441386193593e-05,0.50924474,WNT4,2.2953299236888198e-14,4.1327066,TIMP3,3.157268201346865e-14,2.3501203,GPC1,3.547427732594214e-15,1.7224388,CDK12,0.19285553229182475,1.1612756,TNFRSF6B,0.000151075074986051,4.2558675,MFAP2,3.05814633615956e-05,1.2611928,PHACTR1,0.02048998189481208,2.4411623,ATP23,0.15290706850077485,0.74579954,CXXC4,0.14754262150279104,3.0914917,ALDOB,1.3257493219060237e-07,6.363688,ARRDC1,0.18885433246578967,2.4962766,TMEM242,0.18989792855200846,2.4780087,KIAA1191,0.14651661335096924,1.8583877,IMPDH2,0.04761405746933427,1.475749,INPP5E,0.25228032948818063,1.9764684,RPUSD2,0.2748906863953249,2.7890635,SLC35C2,0.2843406470803608,2.5637863,LDAH,0.29926147932628067,2.434833
42,C1orf216,7.578089076843953e-05,1.2505282,SP5,5.283193157206641e-19,1.0484521,CXCR4,7.910879391973193e-08,1.1722373,PDE6D,1.0688839379159497e-07,1.055044,AGRN,1.701763618507098e-05,0.8347993,SP8,3.0493756929972846e-14,1.50554,DMRT1,4.6370098193932174e-14,3.6895585,TMEM167A,9.78197568433263e-15,1.672335,C7orf26,0.19621806703766986,0.54220784,ARHGAP11A,0.0001523329178115014,1.0916514,NR3C2,3.4311102636495254e-05,2.0738037,TLL1,0.02179406505587109,3.1177287,FAM19A1,0.1563022264152344,2.2064128,TDRD3,0.14846520286145493,0.93226045,PRDX1,3.594278929595952e-08,1.3189627,RAB43,0.19797441879729855,1.8968029,ACSS1,0.19205618256149773,4.323388,RAD23A,0.144835251883083,0.9086479,POLR2I,0.04833458539011125,1.9229988,PDP1,0.2592725353841014,2.9931986,DNAJC17,0.27380178191313265,2.6876724,SMPD4,0.2865046667116822,2.5449398,CELF1,0.3056669635730906,2.3502204
43,ZEB1,7.798406125965997e-05,0.7554401,SFRP2,7.041593737182493e-19,1.3675821,ADD3,8.449335386875967e-08,0.49710694,GULP1,1.2960550789365088e-07,1.4766188,GOLIM4,1.8625889189878648e-05,1.1800343,PODXL,5.948607577245283e-14,1.8642647,CENPX,4.2488318748355994e-14,1.4681373,GPI,3.3847418691283456e-14,1.1406263,IKZF3,0.19834571959425784,4.008551,KRT19,0.00018127140804336095,0.8672817,ARL4C,3.3577065569743165e-05,0.9860058,NPY7R,0.02773997133418667,3.7947924,TMEM135,0.15795461067215438,1.0313808,SOCS1,0.14959423367343913,3.064487,ITGA2B,1.5577830489799045e-07,7.231383,FICD,0.19985211172152,2.3791444,IL2RA,0.1923088586140622,4.289708,WSB2,0.14831276514703995,2.198856,MAGOHB,0.04761653868363389,1.5988004,GALM,0.26554709147453853,2.7770166,SRF,0.2750493000878331,2.6609938,CLDN1,0.27956171971095883,1.2714621,ALDH18A1,0.31030607755204603,2.5553815
44,GATA2,8.925064673283997e-05,0.78718424,ADSS,7.623322556729291e-19,1.0438147,MAD1L1,8.678597190216224e-08,0.97068375,LGALS8,2.0580450392477324e-07,1.262747,ALDOC,2.4710589172811113e-05,0.34628776,HDGF,1.5277401041096166e-13,0.59090155,RASD1,8.961601480806862e-14,4.406299,YWHAZ,3.791541322529644e-14,0.9660349,IL7R,0.19834571959425784,4.008551,UCH-L1,0.00021665949831923217,0.79963785,COL1A1,5.771601430751368e-05,2.1049743,PDIA4,0.02901594275918891,0.58001846,NEK10,0.15960402856691963,2.9768515,RIPK2,0.15266657424952446,1.8700105,ADA,1.6579304268409237e-07,5.3155766,STRADB,0.20016423023541646,1.5670266,CEP164,0.19212390673167673,1.9111475,MRPL1,0.14819176384233976,1.8108019,CSE1L,0.04810803902701817,1.7301433,ZC3H11A,0.26410669363135814,1.8522439,NFKBIA,0.2751487559105274,2.6726677,DDX19B,0.28561835676288516,0.7083781,SDF4,0.31489594867342385,2.2842317
45,PSMD1,0.00010286929299861419,0.31898645,METRNL,1.6833116564514279e-18,1.6369531,FAM46A,1.0392409000492246e-07,2.4603865,HOXA4,2.538124380157069e-07,0.94810826,COL13A1,3.919916989687999e-05,1.733051,BIRC2,3.3299730648714043e-13,1.4233314,TMEM100,1.3026056969114569e-13,2.200484,ACTR3,4.886128648578818e-14,1.2673393,CTLA4,0.19834571959425784,4.008551,MYL12A,0.00023495420439608678,0.62807184,CYP26A1,6.241828471300531e-05,2.3813078,CXCL13,0.03243182448558886,5.82745,SUB1,0.16324482519010805,0.34185186,GATAD2B,0.16115278925836377,2.177294,TUBA1B,5.919660796920491e-08,0.900192,ASMTL,0.20088282384073602,1.3808696,RXFP1,0.1980691183105679,4.067136,NAXD,0.1501971836981209,2.1930377,CBX3,0.04725802608108157,1.4697993,EIF2B4,0.2658396560382923,1.8334895,MIS18A,0.2753511823285429,2.672282,BUD31,0.2865658957118799,1.466221,WDR89,0.3184494015158637,2.2400713
46,CFC1,0.00010780421254795938,0.6975859,PTGES3,1.5446262618747746e-18,0.68706137,CHST15,1.0052222212446416e-07,0.86637545,B4GALT1,4.3155679280207095e-07,1.4041958,NCOR2,4.0371229995520564e-05,0.6388777,CERCAM,7.602663721000926e-13,2.505085,GALNT1,1.191313091418967e-13,1.6507834,ATP1B1,6.161381969775416e-14,1.5198728,UNC80,0.20028611307887467,1.8625116,VDAC1,0.0003337310576829622,2.178914,SELENOU,6.832503299340603e-05,1.5423381,CLPTM1,0.033832031592379457,2.8453429,VIP,0.16725933679666435,2.7889364,CCSER2,0.1617562024305925,2.1812618,STEAP3,4.2420861889950386e-07,7.928833,PPEF1,0.203500325881647,2.3336127,PEX13,0.19653838981655714,1.3842641,TMEM64,0.15343467794112417,2.9949253,CCT8,0.04793661924252242,1.4736094,UBE2QL1,0.272684499970509,2.6929123,RASA3,0.27677644802698326,2.65379,RBM18,0.2879648736468069,1.7487606,URM1,0.3136358230407239,1.2326493
47,HMGN4,0.00011338453316401597,0.211065,VAV3,1.951200066462116e-18,1.8081188,JARID2,1.456535645494096e-07,0.7505761,ANP32B,4.510088887241587e-07,0.35731804,B2M,5.557563840329752e-05,0.7949894,HSPA5,6.512055354302586e-13,0.69103974,STMN1,4.974893833847168e-13,0.6941522,JUP,6.964013811868774e-14,1.7628545,GABRD,0.20060016554795806,2.3719406,TMSB15B,0.0003727361378491811,0.42990932,GLO1,6.770312708615016e-05,1.0833305,GJA1,0.03489680109034293,0.42485222,EIF4G3,0.1675397635730567,0.93913835,NOXA1,0.16550092226580596,6.4571886,FRRS1,4.828009189707893e-07,5.234646,SLC2A12,0.20562184212505605,3.811746,PQLC1,0.20011269336076878,1.5642654,OPA1,0.15369613849596253,2.9550467,CIRBP,0.04753281976290066,1.2168951,IPP,0.27759805953194255,2.738444,OGA,0.27616999711562845,1.7782965,HSBP1,0.2867576735086475,1.1775404,GATA2,0.3228632297726072,2.3140519
48,HOXD11,0.00012860752862168512,0.6997208,PLAC8L1,3.3240575180696185e-18,2.6549692,SALL1,1.7933447028447315e-07,0.6595033,HOXB8,4.872336320497881e-07,1.6563045,SCGN,6.141701745503722e-05,1.9140697,TIMP3,1.2216169800094446e-12,1.8567109,SRXN1,8.815599147460412e-13,3.2266695,DSP,1.330919409323963e-13,4.0228114,CSMD3,0.20084332998931073,1.56003,AXIN1,0.0003881748241437198,1.409212,OPTC,7.25601003700917e-05,2.5868986,THPO,0.03738238849823165,4.344093,TLR2-1,0.1683003831032651,2.7509692,MYBPH,0.16783797169955914,2.092114,RPL23A,2.496314566001897e-07,1.1098579,VWF,0.20562184212505605,3.811746,MTMR4,0.20195293641220866,3.9357712,RNF214,0.15079384500649218,1.392123,CCT5,0.04746324118068416,1.1693531,LRIG3,0.27348107937548727,1.4390652,ILK,0.2780141956385354,1.7336044,HLF,0.29437517610993175,2.4570339,DLGAP4,0.32149768926641253,1.5183959
49,BASP1,0.0001661500581003048,0.3892179,EIF3E,2.2905176224567517e-17,0.81579155,RBM38,1.8683256428139546e-07,0.91244805,SNX10,5.583863435600237e-07,2.2628472,PLIN4,6.266330837291644e-05,0.70582426,VCAN,1.438100082178982e-12,1.3311913,LEF1,8.188979564903997e-13,1.5697143,NBL1,8.441938525591178e-14,1.8297795,NIPA2,0.202779032726953,0.5335707,KPNA3,0.0005237730525398091,0.81237656,PTP4A1,7.236846752373017e-05,0.9710573,CLEC19A,0.03694217505819043,0.6806314,IFNW1,0.1713947779909912,5.578472,DERL3,0.1679528004644442,1.5423281,EIF5A2,3.2722792311980543e-07,1.1216241,CNOT4,0.20641747143219974,1.2134285,DRC7,0.20336598752694937,3.9251416,BEND6,0.15489892898103097,2.9542336,MDH1,0.04783171109582306,1.4886078,GPAT4,0.2817422802149212,2.572782,ERP44,0.28373669664537776,2.585151,PSMC3IP,0.29269854581113186,1.6962686,PRKAB1,0.3266056908911355,2.1754217
50,UNC5C,0.00016859110755362348,1.422294,TNFSF10,2.6762164496632048e-17,1.2986023,SLC18B1,2.961404624902971e-07,1.0503709,LDHB,8.506053375177009e-07,0.33457038,SEPT9,7.51781615860467e-05,0.5552587,NMRK2,2.125460676133186e-12,1.8035012,COL5A1,1.1036250833324391e-12,1.7355497,COL14A1,5.60887849718456e-13,4.76241,GRIA3,0.20698105873653297,2.3495185,TYRO3,0.0005453250039332679,1.5649847,FZD4,7.743174998564696e-05,2.8356695,GSC,0.042088473364064176,4.242001,GRXCR2,0.1713947779909912,5.578472,ADCK1,0.17418524841221003,1.7215353,SOD1,3.7195769729109136e-07,1.6500915,SAE1,0.2072817943086956,1.5165086,KNDC1,0.20507491000333378,3.874311,MAPK6,0.15198251008090366,1.0056665,TESC,0.05288434207302086,3.0740724,SMARCA4,0.28375204073538374,2.6314814,CHRAC1,0.2792287095354028,1.7417332,MED30,0.3020282639508565,2.3897839,GIGYF2,0.33247444590322983,2.1413589
