,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges,11_names,11_pvals,11_logfoldchanges,12_names,12_pvals,12_logfoldchanges,13_names,13_pvals,13_logfoldchanges,14_names,14_pvals,14_logfoldchanges,15_names,15_pvals,15_logfoldchanges,16_names,16_pvals,16_logfoldchanges,17_names,17_pvals,17_logfoldchanges,18_names,18_pvals,18_logfoldchanges,19_names,19_pvals,19_logfoldchanges,20_names,20_pvals,20_logfoldchanges,21_names,21_pvals,21_logfoldchanges,22_names,22_pvals,22_logfoldchanges
497,CACFD1,0.10756212308855159,1.5576863,NELFCD,1.5869865431089866e-05,0.73818624,ACSL5,0.14021355214397557,1.1108778,MYO1E,0.11424015848977866,0.53011954,Pcdh19,0.2605879068160698,1.0504621,PALM,0.003557239234980452,1.2671703,TMEM258,0.011049915431334267,0.4981101,SRSF3,0.0007499579351472124,0.4569138,CHRNA4,0.5188210165149127,0.6768445,GMIP,0.12933316444510276,1.4291859,UBE2B,0.04127126002180846,0.87692124,PCSK7,0.39319774690707676,0.9345309,SLCO2A1,0.4117025021717259,2.988834,TBC1D5,0.4285175644741569,1.532764,CINP,0.07512411298283046,1.7790576,BBOF1,0.44806750268160866,2.5279129,CD48,0.42167071215808094,2.8890486,PHF11,0.3665115876190116,1.8890756,NEMF,0.17940635112017467,1.9159206,HVCN1,0.5383166209942591,1.8635566,PDP1,0.5241676077881697,2.0181818,MRM1,0.5643553724124214,1.7142702,SERPINI1,0.5592190939880157,1.775541
498,HPGDS,0.10758444385101691,1.7103925,ARF1,1.5885119480692024e-05,0.3586076,MVB12B,0.1409123580410967,0.4164024,LRRC6,0.1143848103852329,0.85257965,UNC5D,0.26123298210684287,1.5225488,ATP5A1Z,0.003577032977755951,0.25264236,PGRMC1,0.011116119812342643,0.53257865,FDFT1,0.0007595624868385644,1.2058641,UBE2J2,0.5198085555108966,0.23097849,HIBADH,0.12991870864045288,0.5951024,FAS,0.041565714335807365,3.190096,DCP1A,0.3936979169641758,1.6919167,BMX,0.4117025021717259,2.988834,NRN1,0.428777089329613,2.75082,MRC1,0.07728732221458207,3.5693116,NEFH,0.44806750268160866,2.5279129,GABRB3,0.42167071215808094,2.8890486,ITIH2,0.3696140603342203,4.146378,RBM24,0.17766487883159313,1.0263658,NOG,0.5381891089995265,1.8893038,NIPA1,0.5244012882216731,2.0064788,CDC40,0.565830633390195,1.699572,NMRK1,0.5606125541013851,1.7610384
499,ABCA1,0.10758444385101691,1.7103925,NKAIN4,1.5932667395102994e-05,0.73117673,SSR1,0.14111430368986408,0.18866965,EPHA3,0.11441653288227087,0.76876557,GNAO1,0.26180442817001176,2.744341,MKRN1,0.003622260730578951,0.47389504,LUC7L3,0.011294804089218872,0.5016491,HOXD8,0.0007631000587915963,1.0509272,PLCXD2,0.5201345165920341,1.1257641,FBLN7,0.1304190051170597,1.2326728,KYAT3,0.04140658208584216,1.3533934,ADCY8,0.3936979169641758,1.6919167,HS3ST6,0.4117025021717259,2.988834,KCNS1,0.428777089329613,2.75082,AK4,0.07628160691452632,1.5064998,SPRTN,0.44806750268160866,2.5279129,RPP25L,0.4210477735286574,0.76619077,RELN,0.3696140603342203,4.146378,SAR1B,0.1843650779134361,2.7837791,SZT2,0.5389277135452408,1.8516656,RABL6,0.5245859168125073,2.0159159,NCOR2,0.5653558384090231,0.79389423,GTF2B,0.5583419339107714,1.0666859
500,HOXD10,0.1086484369177738,1.1797069,SH3KBP1,1.6160458305558768e-05,0.98056144,ICOS,0.1411747060292221,1.9357086,HAPLN3,0.11471814367208334,0.7959797,CRISP2,0.26180442817001176,2.744341,RHOA,0.003695554819655105,0.24769232,TCAIM,0.011324065775773709,0.6772462,EMP1,0.0007893899837517657,3.6473746,SPAG16,0.5201761803992457,0.75596434,RANBP1,0.13035376141093874,0.24660373,MXD4,0.041490687027888,1.7466924,GPR19,0.3936979169641758,1.6919167,TLX1,0.4117025021717259,2.988834,KCNH5,0.428777089329613,2.75082,FAM173A,0.07692718737737864,2.2871091,CTXN2,0.4479600837811101,1.4804212,MAP6,0.4214829145976893,0.9652086,AOX2,0.3696140603342203,4.146378,NIFK,0.17911827655486987,1.251144,ETFRF1,0.5390278398210232,1.8444281,GSE1,0.5254467722934586,1.9867699,UPF3B,0.5658280961617703,1.0453873,AATF,0.558719957436741,1.0716996
501,MED28,0.10864420103462666,0.25493705,PKP4,1.6182230184491648e-05,0.9248442,VWA1,0.14136568122010473,2.3504994,PLAGL1,0.11477403586548003,1.0370914,UBE2M,0.26180442817001176,2.744341,FH,0.003824186921551162,0.497935,DCLK1,0.011383150535456944,1.9183013,BMP5,0.0007892851329251783,2.5447857,ZBTB8A,0.5217962833786369,0.6642456,PCK1,0.13099805906653195,2.0423715,CRABP-I,0.04145023479149012,1.2060423,LRRC8A,0.39414513372036497,0.7565039,STX16,0.4117025021717259,2.988834,GLB1L,0.428777089329613,2.75082,NAT8L,0.07757417005525176,2.8643634,MBNL3,0.44835764267380385,0.471069,ITIH2,0.4223630484615495,2.8638566,ADAMTS7,0.3696140603342203,4.146378,RBM12B,0.18594924591613837,2.6476386,DIS3L2,0.5394101265950981,1.8444281,BAZ1B,0.5225538044771905,0.8990161,ITGB3BP,0.5686481662213753,1.6766456,SLC39A11,0.5638863375564371,1.725478
502,NCDN,0.10901062060419507,0.29733866,DHX15,1.6208961994411784e-05,0.4569695,WRB,0.14145629417936562,0.35392535,KCND3,0.11517972015471122,1.2110313,MINAR2,0.26180442817001176,2.744341,PPP1R3C,0.003833552943801006,1.2959938,PCYT1B,0.011490046141575944,1.3011177,ATP5MC1,0.0007766177515742612,0.50469685,FGB,0.522824212590788,0.93697596,SDR42E2,0.1313197789247434,3.4653258,BNIP3L,0.041497337517289186,0.5688489,FBP2,0.3954643963421469,1.2729118,TMEM184A,0.4117025021717259,2.988834,ARL14EPL,0.428777089329613,2.75082,TMEM242,0.07786755300618523,2.6600952,HELZ,0.44868000864309354,1.0933477,CNTNAP4,0.4223630484615495,2.8638566,TMEM50A,0.36587380089167365,1.1390328,HNRNPU,0.18244963913034187,1.4827852,TRIM9,0.5404556819151487,1.825047,EP400,0.5275528422511035,1.8818358,ISOC1,0.5689838897855084,1.6836071,ARFGAP1,0.5642655566073194,1.7498047
503,TNKS2,0.10932852007149117,0.6702336,NOL7,1.6268965817710988e-05,0.51507795,RTKN2,0.14196641200316418,1.495561,SCPEP1,0.11521500649576961,0.6183649,SSC4D,0.26180442817001176,2.744341,GNPDA1,0.0038520140109059276,0.8707283,gga-mir-3526,0.011513635071270295,0.73736167,PLXDC2,0.0007816682102574743,0.9995735,RLF,0.5235604618162693,0.42426896,VAMP7,0.13123663963954288,0.73625845,GNPDA2,0.041776020227977856,1.3043346,NLN,0.39579295261194747,0.9285691,HOXC4,0.4117025021717259,2.988834,IL11,0.428777089329613,2.75082,CLPX,0.07718610599671792,1.252126,PIWIL1,0.4487401563154264,1.1064943,EWSR1,0.4214042023457075,0.6585956,ELAVL4,0.3668894202456421,1.43964,C17orf75,0.18312214171936655,2.530145,MARS2,0.5406601282288461,1.8222991,GTF2H1,0.5276302745510907,1.8821254,VTI1A,0.5699173385336006,1.6651522,DBNDD1,0.5651480435262947,1.7241491
504,BMPER,0.10942970649171178,0.739251,MTHFR,1.6728858230248248e-05,1.3808466,RAB11FIP4,0.14232521289119532,0.4588511,MDGA1,0.11588264297504079,0.37408864,NRG2,0.26180442817001176,2.744341,Cbln2,0.003895770242368142,1.5692576,PNO1,0.01157392001501654,0.4785344,UQCRC1,0.0007862477953431596,0.6212227,MMP23B,0.52386245720023,1.1329064,SAP30L,0.13154602444445923,2.011288,TBXAS1,0.04189676414119212,1.951671,DHX29,0.395978728805774,0.45676968,LAG3,0.4117025021717259,2.988834,PFKM,0.428777089329613,2.75082,ABCB1,0.07840402457302632,3.5185547,ACSL4,0.44929377491447875,1.4351977,UBE2R2,0.42152510561364764,0.7782446,HPCAL1,0.3667987190931824,1.3975585,SP3,0.1807154804655703,1.6150061,CEP120,0.5423359768823468,1.8271712,TRAPPC12,0.5263258536718539,1.9827377,NUBP2,0.5701087893133907,1.6662076,SENP8,0.5652688481123197,1.7277625
505,CDR2,0.10954093525277304,0.39073098,U2AF1,1.6691746165996662e-05,0.40067533,KCNC2,0.14339196088037398,1.1708558,SH3BP5,0.11851237250000321,0.46508893,MARCH11,0.26180442817001176,2.744341,GNAQ,0.0038872236140850944,0.8279498,ROMO1,0.011580953879475794,0.40099326,CHCHD2,0.0007891578045206863,0.6386308,SNAP25,0.52386245720023,1.1329064,NPC2,0.13142087794490173,0.8229656,RAB11FIP2,0.0420269902899306,1.4758798,PRTG,0.3964218221510447,0.20680754,CD200L,0.4117025021717259,2.988834,SUSD6,0.428777089329613,2.75082,VASH1,0.07792145835340242,2.237125,RNF165,0.4498653264180067,0.9234614,C1orf35,0.42196996740112247,0.99154645,SKIV2L,0.36794641909745784,1.8657619,ARL14EP,0.18484094296503625,2.6029313,CENPE,0.5408999466888955,1.1167688,NUDT2,0.5272454177865984,1.9818314,DHRS11,0.5714265912329466,1.5850072,CSNK2A2,0.5659803703067026,1.7203147
506,LIPA,0.10964740412966642,0.5456635,CACNG4,1.7763749700901137e-05,2.2338269,CARD11,0.14339196088037398,1.1708558,PGS1,0.11884582316200944,2.1346993,PLPP4,0.26180442817001176,2.744341,NOL9,0.003965428548872787,0.52882844,C13H5orf15,0.01179808156013243,0.62565523,TYRO3,0.000795305948869197,1.3990047,TRAK2,0.52386245720023,1.1329064,UMPS,0.13141173291981176,0.41523224,DDRGK1,0.04207441752697431,0.8056011,MSI2,0.3972337112108112,1.7061462,CCK1R,0.4117025021717259,2.988834,ZNF467,0.428777089329613,2.75082,NRDC,0.07780943497514897,1.0139875,PMP22,0.45026741840307594,0.7617381,ARHGEF7,0.42299347245732366,2.9052446,RD3L,0.37129106724408545,4.0874243,GREB1,0.18254759142775479,1.9735159,TMEM41A,0.5434798393550411,1.7131734,CORO1C,0.5246845051091925,0.75951976,ATP1A1,0.5691292832578378,0.7799132,LPCAT3,0.5683660228205046,1.5983375
507,GTF3A,0.10996321177865491,0.25108743,MAD2L1BP,1.7619343171846976e-05,0.7520285,TXNDC11,0.1440797082291726,0.5667272,KLHL9,0.12002240275568415,0.35141155,AS3MT,0.2628757258500412,0.7009952,EIF3D,0.003980520055022008,0.3127466,EEF2,0.011846911543214562,0.17394108,CALD1,0.0008118837440240094,1.9992164,EDIL3,0.52386245720023,1.1329064,VTN,0.13182350621712374,0.56886053,CCT4,0.04206601082762882,0.3324894,LRRC34,0.3973193889927783,1.0489132,TRPC4,0.4117025021717259,2.988834,GPR107,0.4283944610235958,0.69653815,PINK1,0.07777408130429636,1.0090374,PEAK1,0.45092090458676504,2.5279129,POMT1,0.4230461892638757,1.6023822,RASIP1,0.37129106724408545,4.0874243,PPP1R7,0.18086038655623574,1.4382088,YIPF5,0.5412034738603088,0.85074323,MED19,0.5282186319823741,1.9589777,ADGRL2,0.5715127604448262,1.0591607,PEPD,0.5648136781142272,1.0501494
508,DPYS,0.11016580323149115,0.67838734,CAPZA2,1.832753324600477e-05,0.4703141,SORL1,0.14414015544740036,0.40253654,H3F3C,0.1202608256164847,0.10516453,FBXO8,0.26306342545600214,1.1465989,MATN4,0.004025935638703483,2.5762496,SEH1L,0.011955707353029137,0.45052835,MACC1,0.0008292299277787747,3.7091925,TNIP3,0.52386245720023,1.1329064,FNTA,0.1323531476762598,0.67168105,USP7,0.04218581420037384,0.5091211,PVALB,0.39916010525350454,0.55242854,PLIN1,0.4117025021717259,2.988834,ARSA,0.42878217572647903,0.7501064,MPC1,0.07940484495082381,3.7135782,FANCC,0.45036491649013943,0.6652966,TMEM8B,0.42478010963754786,2.9407895,NOL10,0.367623100732549,1.1386877,NDUFB5,0.180269249201258,1.0032256,SNRPD2,0.5419297174732954,1.0941877,VAC14,0.5285062492176136,1.9546269,GLI2,0.5719804161559487,1.6582625,DDR1,0.5689512105335689,1.6141568
509,RNF145,0.11031778402114323,0.70498013,NUP50,1.857405005013816e-05,0.5317291,HYDIN,0.14441945966625974,1.35135,FBXO21,0.12042574676110018,0.5108199,LMCD1,0.26426556691491093,0.801146,POLR1E,0.004071282531831037,0.47323358,PPP6C,0.012003056625227375,0.72500616,BZW2,0.0008020682680839155,0.5383288,ASTN1,0.52386245720023,1.1329064,GHITM,0.13253022408789605,0.2953703,C12orf66,0.042556373823612,0.27993774,CCDC117,0.3996085146643419,1.2491865,RND1,0.4117025021717259,2.988834,LGALS1,0.43017593763268835,1.5188749,ZC3H15,0.07783681274903768,0.6553875,OAF,0.45161280650880653,0.54369956,RAP1GDS1,0.4242717723802677,0.69814277,PSMD4,0.36862411673563444,0.8742112,BBS4,0.1842322167759547,2.5033937,DESI1,0.5419977097606481,1.1110301,LGALSL,0.5286807605079455,1.981927,GIGYF2,0.5734078648544598,1.5669183,Wpkci-7,0.5656568086125227,0.8840263
510,CCDC89,0.11044641490017967,2.7769754,DDHD2,1.9735654904480276e-05,1.5053338,COTL1,0.14452801597042939,0.19380942,PDZRN4,0.12048369508436765,1.6206285,TNNI1,0.2649453022166565,0.7530975,RUFY1,0.004082999510755118,0.7006731,FANCL,0.01213484908991968,0.7029963,FOS,0.0008116808102426551,1.680535,PEX26,0.52386245720023,1.1329064,LAMP1,0.1328657583017661,0.4003635,RAB23,0.04300479951856216,1.7559143,ANXA2,0.3996830171509541,0.4761345,CSF2RA,0.4117025021717259,2.988834,TRAF6,0.43067039040917565,1.4976547,TFEB,0.0802148620276131,2.6204576,WASF2,0.4527596278399777,2.3414702,ELL,0.4247371423782923,0.6983438,NDUFAF5,0.36986203942126616,1.8549353,DERA,0.1853976426008505,2.5984938,SIGMAR1,0.5423056845091379,0.8475835,ANKRD39,0.5296607306015285,1.9506813,IMPA1,0.5709964447932958,1.0319811,GNA11,0.5682183039757123,1.7044333
511,CAPN6,0.11044641490017967,2.7769754,GART,1.9761733111360856e-05,0.7867461,NRIP1,0.14467420455983332,0.38413894,VSIG10,0.12142709094707121,0.7257369,PIK3R1,0.26510205315416774,0.6718873,ASB13,0.004104711445393274,0.7902349,NDUFA4,0.012129840017908296,0.30297288,AP3M1,0.000806865252800209,0.7107988,TMEM94,0.52386245720023,1.1329064,GNG5,0.1328770967532231,0.3316342,GPAT2,0.043510754734293486,2.55145,TMEM68,0.39983455827025316,0.58868223,FARP2,0.4119934732559368,0.8966655,ARL3,0.43096147485448,0.42904943,MCTS1,0.07967004866671355,0.7082032,ADGRB2,0.45364537067522115,2.4664524,ABCA5,0.425591132428072,1.5425179,NEU4,0.3727232767799292,4.0540214,DBI,0.1809214468890027,1.0199983,PNISR,0.5433277494806423,0.85902435,KCTD9,0.5311918471259482,1.9415497,LRR1,0.5734378243034834,1.6437871,TPD52L2,0.5664419162645251,1.0344571
512,PHF13,0.11042305866820173,0.6854391,EIF2B2,2.0119091557380074e-05,0.50449055,PTH1R,0.144812010364177,0.7967306,KCNC2,0.12155548827500168,1.2645988,MYPN,0.2651466875947291,1.0504621,BAG5,0.004143919121289307,0.9272451,POMP,0.012191152831671596,0.43861932,LBH,0.0008185287836737676,1.7561468,FAM214B,0.52386245720023,1.1329064,ZZEF1,0.13328060616048173,1.7674209,PAX5,0.04342623581544875,1.8306545,ACKR2,0.40059032857634214,3.0002365,FOXRED2,0.41224114309060367,1.6137474,Smad7b,0.43135967078591,1.5090942,BEND7,0.08029364422885395,1.9315524,TMEM117,0.45364537067522115,2.4664524,EPS8L3,0.42658249634974665,2.8049033,NDUFC2,0.36845962247452435,0.7285056,BCAP31,0.18247419418832383,1.8923428,PHLDA2,0.5443639204130621,1.1281041,NEK3,0.5315274726951028,1.9493005,CLK4,0.5734439481480913,1.6487588,TIMM22,0.5663892918638662,1.0445517
513,MTRF1,0.1104204565479171,0.31290674,UBE4B,2.0271922299340107e-05,0.6646452,STX10,0.14533170188255773,0.5252878,NDST4,0.12171859838546542,1.8130225,BZFP1,0.2672776289655911,0.5961263,SRSF11,0.004145726269955803,0.39842668,DYX1C1,0.012333532984710214,1.27108,WDR92,0.0008207691348682253,1.1056421,FAM171A1,0.52386245720023,1.1329064,WWC2,0.13329682716058844,1.3104683,HOXA10,0.043493134870753375,1.3340282,ZC2HC1C,0.40059032857634214,3.0002365,NGEF,0.413636780716485,1.6009723,DYNC1LI2,0.4321176955085716,1.1547625,DNAJC1,0.08019110065543147,1.2161682,SPOCK1,0.45364537067522115,2.4664524,ADAMTS9,0.42658249634974665,2.8049033,FBLN5,0.37296952289485796,4.0307813,GTF2E1,0.18358719448528985,1.9527792,NR2C1,0.5476837402619277,1.6836225,SLC10A7,0.5323858170051488,1.9355856,MBD3,0.571757179097546,1.0149966,KPNA6,0.5710490891935762,1.6087984
514,GEMIN6,0.11049871298890984,0.3481789,UTP18,2.0624907836634756e-05,0.63374513,FHL2,0.14540698943858082,1.2692597,AOX1,0.12171859838546542,1.8130225,ZNF770,0.26751344660527426,0.69906163,VTI1B,0.004153942043313368,0.66191787,SPPL2A,0.012329308308250802,0.67050016,PDCD10,0.0008307735450373487,0.94973606,SLC17A6,0.5239028139537287,0.7455032,PACSIN3,0.13381592906177203,0.8598865,TMEM181,0.04359244674498762,1.1157653,PENK,0.400677476177021,1.0745915,FRZB,0.4137706744544618,0.4767947,ZNF518A,0.4323975668563468,1.4945962,AMFR,0.08083508147407896,2.2409165,GSAP,0.45364537067522115,2.4664524,SCNN1B,0.42598908334567087,1.5475271,KY,0.37296952289485796,4.0307813,PKM,0.18132506409862834,0.7553695,TCP11L1,0.548075773432408,1.6874003,ZNF277,0.5341462305923138,1.8421737,ATG4B,0.573601182351738,1.6505195,LPCAT1,0.5703693562874936,1.6915354
515,PRIMA1,0.11081360449742254,0.65719604,SPIN1Z,2.093108429942815e-05,0.58776623,INSR,0.14544076899837954,0.7136578,SPEN,0.12267767881407905,0.30959788,LYAR,0.26820609834430825,0.1732133,NUP85,0.004184352273316406,0.4360473,SNRPD1,0.012353672211238089,0.2899667,PKP4,0.0008435129566565256,1.2152457,MSH3,0.5264386119398288,0.6485569,ITGB5,0.13588361248250072,0.5816562,KCNJ2,0.043843442676290256,1.8670694,SNCB,0.4014343364775821,1.2561519,CDC16,0.41382551713476334,0.51248896,VPS39,0.43259934589522464,0.8430841,NIP7,0.08014900463666624,0.6923516,ASPG,0.45314222738437904,0.7060922,MED8,0.4259643600351388,0.9778892,DCP1A,0.37296952289485796,4.0307813,MCM6,0.18107301041606008,1.222937,IQCK,0.5475071205448943,1.7975415,EIF5,0.5302334768250444,0.5540397,RPAIN,0.5742216320305071,1.6507638,NIPSNAP1,0.5714834340025555,1.6676303
516,NINJ1,0.11148741712560997,0.82161415,TTF1,2.1404041309825664e-05,0.93894035,AMDHD1,0.14588664788912745,0.8214739,COMMD4,0.12318183778779446,0.32096615,NSRP1,0.2685575858724956,0.32268155,TANGO6,0.004213905487987338,1.199576,NEDD1,0.012427785071817398,0.7931297,TUBB6,0.0008508080684217601,1.5056747,UTS2R5,0.5273206798484749,0.75167215,SAMHD1,0.13695707052645867,0.5878065,HDGFL3,0.04373494857815837,0.7163838,CD9,0.4020319541885027,1.658513,PGM2,0.41416529809181446,1.5743848,TMEM56,0.43486291100807284,0.8431037,DBT,0.08064232525539154,1.1001118,ERCC8,0.4536307864667337,0.91828287,PTPN13,0.42676277889507197,1.5325508,ARHGEF11,0.3702628232239049,1.8447658,GMPR,0.19037287179631268,4.5986133,NARF,0.547752398411101,1.7894652,EIF4EBP3,0.5313656346824004,1.141091,SETD1B,0.5743415824244185,1.6395509,SIPA1L1,0.5714221234688259,1.6856225
517,PIGM,0.1119145434388155,0.6762426,DENR,2.2427108737623473e-05,0.474938,NUBP1,0.14676177050229738,0.2949914,ZNF839,0.12370351942748656,0.572061,GRIA4,0.2687257686961249,1.2885405,HNRNPAB,0.004207737092267501,0.24998724,COPE,0.012428000107042234,0.42315987,PLPP3,0.0008468181475275601,0.9808574,CCDC137,0.5289198585744486,0.27673215,DERA,0.13700459958818859,0.7949237,CDKN1B,0.04387100910192396,0.87001103,NCX1,0.4020319541885027,1.658513,SMIM15,0.4140128000765969,0.62472224,OPN5,0.43580676163410714,2.6872854,PHF20L1,0.08081421522369803,0.8441913,UST,0.4539374315846866,1.4302,C9H2ORF82,0.42690159222801494,1.570746,DHFR,0.36881796110193643,0.80806756,MAD2L1,0.18279450974585906,1.2798811,CHCHD10,0.5468247083144849,0.6988653,ASXL1,0.5338801819387018,1.9154538,SFXN1,0.5732960473719679,1.0185261,SMPD4,0.5719000547159332,1.6791757
518,EAF1,0.1119571553687361,1.9117098,ELOVL5,2.3022184742205624e-05,0.5227485,MYLK3,0.1469410224522318,1.0931672,GRM2,0.12382578152197504,1.2482969,DEF8,0.26915705265521594,0.6388575,HP1BP3,0.0042467590409026625,0.43647486,NUDT16L1,0.012462578590582472,0.27003995,SRP14,0.0008500893873449322,0.6510096,DIPK1B,0.5293406528169642,0.58394873,CLTA,0.13790049551113429,0.3452701,SIGMAR1,0.04391028363752494,0.61902654,CEPT1,0.4029449934564261,0.63660973,PIH1D2,0.4142313110944621,0.8898303,HGF,0.43580676163410714,2.6872854,CIAO2B,0.0811216226248965,1.1959921,EPS15,0.45382878814473226,0.9093392,SIN3B,0.42818511878822374,2.6668227,U2AF1,0.37001385128877007,0.64164525,REEP1,0.18550172536574663,2.4893405,FER,0.5487361942034121,1.7756206,IGF1R,0.5348954416193998,1.208064,WAS,0.5753354948886048,1.6321455,TUBGCP6,0.5727999865202282,1.685554
519,PUM3,0.11223307074606322,0.18992373,NUDT14,2.394644854562696e-05,0.83102345,NUP133,0.14696759555551828,0.35711074,PARP1,0.12458594262560233,0.14920741,RNF38,0.26945558979086315,0.44901213,EFHD1,0.0042798761985087625,1.2080683,GTF2F2,0.012482264731472481,0.5655678,CYFIP1,0.0008535434967535816,0.8659056,ABCB7,0.5295725177980322,0.8708255,DIABLO,0.13818245681780092,0.53019947,TP53INP1,0.04435524652620515,0.88379,GCNT7,0.40352217456873807,1.2443774,ENTPD2,0.4153671468705189,1.5647604,SIX4,0.43580676163410714,2.6872854,IBA57,0.08142921842316704,1.366502,DNAJB14,0.4540468110178326,0.65942156,JAZF1,0.42757896002418827,1.521284,MTURN,0.3715687742034375,1.8467225,SMU1,0.18580720253446925,1.8124336,DIDO1,0.5478707269556895,1.0815921,TNFRSF21,0.5359553994337733,1.8252382,CCNE2,0.5768726228542116,1.5668606,PRRC1,0.573005352056104,1.6766677
520,RAD23A,0.11226694961432787,0.12922567,SMC2,2.411334987679434e-05,0.422133,SYT2,0.14712420069208884,0.8997734,SOCS5,0.12488664907687697,0.7621884,ATP6AP1,0.27001958397958215,0.33395898,LMO3,0.004300979047990786,1.7762048,UQCRQ,0.012486057800606562,0.33722422,NDUFA10,0.0008593143336872268,0.5183161,ANO8,0.5312542829032769,1.6718236,MICU3,0.1384536849196749,2.3968596,ATP5S,0.04442880785593982,1.5029774,GM2A,0.40387852085815124,0.35877186,DPEP2,0.4164451974597293,1.5757549,AGO3,0.4355013308911455,0.4079495,TIMP3,0.08161811756383759,1.3772075,THNSL2,0.4552255643640223,1.421638,RNF14,0.427469379959331,0.9741397,PDPR,0.37440173141882915,3.9986475,C26H6ORF125,0.18301029235318228,1.5880865,BCL9L,0.5492554877482871,1.7861712,EME1,0.5350202341247596,1.9196823,EXOSC7,0.5745566134081946,1.0112288,TMEM184C,0.5718711076766357,1.0185821
521,DAPL1,0.11371770993925559,0.41764644,PSMA2,2.4363750239860593e-05,0.44766608,MMP16,0.14726262077086655,0.84055305,ATP11B,0.12490526314068301,0.5429876,RASEF,0.2711987770852534,0.74299985,DDX46,0.004310658891596867,0.42664254,SELENOK,0.012602112247325206,0.51983863,LIMA1,0.0008676787070428407,1.2383972,TAF1C,0.532176292748564,0.73088545,RAMP3,0.13869440171695924,1.523321,MFSD11,0.04441046217805322,1.2077383,F5,0.40445739465952935,1.635272,PARN,0.4163321410666523,0.5374632,LPAR2,0.4356763419251831,0.8135841,UBQLN1,0.0816607458800384,1.2982365,ZNF341,0.45604058011583115,1.4155935,HSD17B12,0.4276508501084859,0.4748349,PHF24,0.3746494021896736,3.9762735,DHX37,0.1822627583752489,1.224595,SELENOO,0.5496244178866667,1.7712715,RAB22A,0.5352015284767362,1.9257908,NECAP2,0.5762398048678179,1.6406571,LASP1,0.5718240706704468,0.78594935
522,FREM1,0.11393262240830401,1.0413954,CDC34,2.5500726039264306e-05,1.0284286,TMEM65,0.14727211102245358,0.38896102,BMX,0.1252068888118749,2.5494187,EPHX2,0.27574996945892716,0.6132838,CBX1,0.004321507131518339,0.51600254,RPL37A,0.012636114352121152,0.2615398,CAMK1G,0.0008897061238204109,2.7734401,EPB41L4A,0.5324173029191719,1.1217955,RBM46,0.13920941325275593,3.2726192,IKZF5,0.044496502020970635,1.0903082,NYAP2,0.40445739465952935,1.635272,ANAPC1,0.41764842628970245,0.42777455,ENO4,0.43639752293784917,1.4857961,NRF1,0.08194265210001182,1.5782186,ADAMTS17,0.45720586154053333,2.4562635,TMEM35B,0.42772984482295906,0.6974729,TBX3,0.3746494021896736,3.9762735,ASAP2,0.18759821089608095,2.5527675,DRAXIN,0.550528005404365,1.6859726,SAP30,0.5329054854545181,1.162517,SLC35B1,0.5765243945348909,1.0111458,UNC45A,0.574905308062098,1.661034
523,HS2ST1,0.11442501819373407,0.5074853,MAD2L1,2.564348051487981e-05,0.43508202,PLA2G6,0.14793895252753148,0.63220793,STRIP2,0.1252068888118749,2.5494187,FAU,0.27689487742288976,0.07663663,TMEM175,0.0043493030262571316,1.0413939,H-RAS,0.012692084958878568,0.7090575,PNRC1,0.0008813528887963784,0.51776034,WDR31,0.5324173101559594,1.1217955,RASGRP1,0.139326979166154,1.2852432,EIF3H,0.0445668832621382,0.33819136,AKAP6,0.40445739465952935,1.635272,QRFPR,0.4193832604820089,1.183641,PLEK2,0.4364346473627645,0.95225513,TTC17,0.08312543501080065,3.378565,ARHGAP42,0.45720586154053333,2.4562635,DCBLD1,0.4293856756057334,2.7951198,ZNF512,0.3746494021896736,3.9762735,COA7,0.1862850331083261,1.9525498,STAMBP,0.5509912661875733,1.7681326,ZDHHC17,0.537247694720552,1.9166039,ROCK1,0.5771305386526849,0.99582547,PARD3,0.5757463720303029,1.6553936
524,CBX1,0.1145294336260173,0.21326627,MTX2,2.5862388516567738e-05,0.5263253,TTYH3,0.14909430092381581,0.49358243,PARM1,0.12516269105351843,0.6050204,NDUFAF2,0.27762998474852113,0.22097288,CETN2,0.004354849892962264,0.6091987,ATP6V1D,0.012728583711184918,0.6815803,OTUB1,0.0008851360695586549,0.4425866,DOK7,0.5325098751809096,1.7844163,NAA15,0.1399531435385511,0.889635,TOX3,0.04469520752553916,1.096872,ZNF827,0.40445739465952935,1.635272,DHCR24,0.4193515127522266,0.62613857,BCAR1,0.4372469408857982,2.6438444,MAP3K7,0.08191921263274066,1.004935,PYM1,0.45700127235286037,0.7023268,FGFR4,0.4288783805995261,1.5386442,HKDC1,0.3746494021896736,3.9762735,GPR180,0.19190310499462127,4.517141,RAB30,0.5504047161817562,1.0805331,ZNF839,0.537692036135293,1.9140973,TMEM57,0.5772951616293363,0.98712593,NCOR2,0.5775318401362224,1.0147532
