index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden,pr_NearestNeighbors,pr_SVM-Linear,pr_SVM-RBF,pr_DecisionTree,pr_RandomForest,pr_NeuralNet,pr_NaiveBayes,pr_LDA
7601-1,1,bcBVHP,6s2,826.0,None,d3,d3,1006,826.0,-0.1695646,0.05005201,G2M,9,ENDO,LPM1,IM,SOM,LPM2,LPM2,LPM2,LPM1
7602-1,1,bcGCEB,6s2,655.0,None,d3,d3,960,655.0,-0.4587922,0.706223,G2M,8,LPM1,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
7729-1,1,bcICCQ,6s2,2372.0,None,d3,d3,1233,2372.0,-0.078496486,0.15119973,G2M,13,BLD,LPM1,LPM2,SOM,LPM2,pNTB,LPM2,LPM1
7730-1,1,bcIGDC,6s2,1099.0,None,d3,d3,1006,1099.0,-0.12361055,-0.099156715,G1,1,WD,pNTB,pNTB,strNTB,pNTB,LPM1,LPM1,NMP
7731-1,1,bcFDCL,6s2,918.0,None,d3,d3,1034,918.0,0.23935829,0.09524348,S,3,strNTB,LPM1,LPM1,SOM,LPM2,LPM1,LPM1,strLPM
7732-1,1,bcESWJ,6s2,815.0,None,d3,d3,978,815.0,-0.022100106,-0.004591979,G1,1,aNTB1,LPM1,LPM1,WD,aNTB1,aNTB1,LPM1,strLPM
7860-1,1,bcIBEY,6s2,2420.0,None,d3,d3,1189,2420.0,-0.22840557,0.01488635,G2M,4,ENDTH,LPM1,LPM1,SOM,SOM,ENDTH,LPM1,LPM1
7861-1,1,bcDGVV,6s2,1391.0,None,d3,d3,924,1391.0,-0.07277871,-0.16130999,G1,2,aNTB1,LPM1,LPM1,WD,SOM,SOM,LPM1,SOM
7862-1,1,bcBDPT,6s2,1117.0,None,d3,d3,1031,1117.0,0.15833503,0.044517316,S,1,SOM,IM,LPM1,SOM,LPM1,SOM,LPM1,LPM1
7863-1,1,bcHYVN,6s2,812.0,None,d3,d3,1004,812.0,0.057328865,0.24882406,G2M,0,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
7864-1,1,bcDXAJ,6s2,676.0,None,d3,d3,970,676.0,0.6297836,-0.06695203,S,0,SOM,LPM1,LPM1,pNTB,LPM1,SOM,LPM1,LPM1
7991-1,1,bcGNUY,6s2,2413.0,None,d3,d3,1231,2413.0,-0.11155137,-0.054669634,G1,0,LPM2,LPM2,LPM2,WD,LPM2,pPSM,LPM2,LPM2
7992-1,1,bcFZPJ,6s2,1430.0,None,d3,d3,887,1430.0,0.3890752,-0.16839944,S,8,aPSM,aPSM,LPM1,strNTB,aNTB1,aNTB1,LPM2,LPM1
7993-1,1,bcFMTY,6s2,844.0,None,d3,d3,1048,844.0,-0.057967387,0.098280296,G2M,0,pPSM,LPM1,LPM1,pNTB,LPM1,strNTB,LPM1,strLPM
7994-1,1,bcCCEK,6s2,835.0,None,d3,d3,995,835.0,0.20732228,-0.2454491,S,0,aNTB1,IM,LPM1,WD,aNTB1,IM,LPM1,aNTB1
7995-1,1,bcBGHM,6s2,744.0,None,d3,d3,994,744.0,-0.20212907,-0.040557276,G1,17,SOM,SOM,SOM,SOM,SOM,SOM,aPSM,SOM
7996-1,1,bcCYTE,6s2,666.0,None,d3,d3,980,666.0,-0.18336897,0.044312574,G2M,3,NC,NC,NC,SOM,NC,NC,NC,NC
8122-1,1,bcFMOX,6s2,2063.0,None,d3,d3,1254,2063.0,0.19696963,0.18788183,S,5,EPID,IM,IM,aNTB1,aNTB1,SOM,IM,IM
8123-1,1,bcGFAM,6s2,1110.0,None,d3,d3,1084,1110.0,-0.1474117,0.14889304,G2M,2,SOM,SOM,SOM,SOM,SOM,SOM,aPSM,SOM
8124-1,1,bcHAQM,6s2,941.0,None,d3,d3,1045,941.0,0.25292665,0.217502,S,1,LPM1,IM,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
8125-1,1,bcGKPU,6s2,785.0,None,d3,d3,959,785.0,-0.13056473,-0.33383417,G1,0,ALNT,LPM1,LPM1,WD,LPM1,SOM,LPM1,LPM1
8253-1,1,bcBBIR,6s2,2191.0,None,d3,d3,1228,2191.0,0.5808965,0.1591518,S,1,NC,LPM1,LPM1,WD,LPM1,NC,LPM1,LPM1
8254-1,1,bcGMVP,6s2,1201.0,None,d3,d3,1134,1201.0,0.23196575,0.47088876,G2M,3,pNTB,pNTB,IM,WD,LPM1,IM,LPM1,pNTB
8255-1,1,bcEFYK,6s2,890.0,None,d3,d3,1036,890.0,0.047674216,0.15264574,G2M,2,NC,LPM1,LPM1,pNTB,SOM,LPM1,LPM1,SOM
8256-1,1,bcGMMP,6s2,709.0,None,d3,d3,975,709.0,0.03818143,0.08810395,G2M,8,IM,IM,IM,IM,IM,IM,IM,IM
8384-1,1,bcDCRQ,6s2,2409.0,None,d3,d3,1248,2409.0,-0.07907187,0.08843355,G2M,0,EPID,IM,LPM1,SOM,LPM2,pNTB,LPM2,LPM1
8385-1,1,bcAMZG,6s2,1251.0,None,d3,d3,1068,1251.0,0.18306026,-0.22858046,S,9,aPSM,IM,SOM,strNTB,SOM,aPSM,IM,SOM
8386-1,1,bcBASP,6s2,982.0,None,d3,d3,1044,982.0,0.28350222,-0.05251047,S,5,ENDTH,aNTB1,IM,SOM,aNTB1,ENDTH,IM,strLPM
8387-1,1,bcHMUJ,6s2,877.0,None,d3,d3,1003,877.0,-0.17078969,-0.056137897,G1,0,LPM2,LPM1,LPM2,WD,LPM2,pNTB,LPM2,LPM2
8515-1,1,bcAOOO,6s2,2174.0,None,d3,d3,1213,2174.0,0.0046139704,0.028130442,G2M,3,ALNT,IM,LPM2,LPM1,LPM2,pPSM,LPM2,LPM2
8516-1,1,bcIIQW,6s2,1071.0,None,d3,d3,1079,1071.0,-0.01384132,-0.21522363,G1,8,SOM,aPSM,aPSM,SOM,SOM,pNTB,aPSM,aPSM
8517-1,1,bcEVJA,6s2,946.0,None,d3,d3,1024,946.0,-0.23273142,0.2235432,G2M,15,pPSM,LPM1,LPM1,LPM2,LPM1,SOM,LPM1,pPSM
8518-1,1,bcGMVR,6s2,786.0,None,d3,d3,977,786.0,-0.07873954,0.025501484,G2M,8,EPID,LPM1,LPM1,SOM,LPM2,BLD,LPM1,LPM1
8519-1,1,bcAGDK,6s2,673.0,None,d3,d3,971,673.0,0.05727391,0.36753142,G2M,16,strLPM,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
8646-1,1,bcFQNL,6s2,2286.0,None,d3,d3,1262,2286.0,0.018305197,0.4106582,G2M,8,SPP,LPM1,LPM1,WD,LPM1,SPP,LPM2,LPM1
8647-1,1,bcGYFN,6s2,1364.0,None,d3,d3,864,1364.0,-0.018032776,0.12394537,G2M,8,ALNT,LPM1,LPM2,WD,LPM2,ALNT,LPM1,LPM1
8648-1,1,bcGEBS,6s2,764.0,None,d3,d3,992,764.0,0.13551714,0.23196961,G2M,0,LPM1,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
8649-1,1,bcFIKU,6s2,816.0,None,d3,d3,963,816.0,-0.0034006175,-0.13880444,G1,11,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
8777-1,1,bcGPVB,6s2,2391.0,None,d3,d3,1294,2391.0,0.1231599,-0.010843644,S,5,pNTB,pNTB,LPM1,strNTB,aNTB1,aNTB1,LPM1,pNTB
8778-1,1,bcHJVS,6s2,1260.0,None,d3,d3,1088,1260.0,0.09523292,0.21951579,G2M,0,ENDTH,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
8779-1,1,bcADPS,6s2,1055.0,None,d3,d3,1044,1055.0,-0.20110968,0.16958396,G2M,12,EPID,LPM1,LPM1,pNTB,LPM1,aPSM,LPM1,LPM1
8780-1,1,bcFKXM,6s2,842.0,None,d3,d3,1006,842.0,-0.23972388,-0.053615227,G1,8,EPID,pPSM,LPM1,LPM2,pPSM,pPSM,IM,NMP
8908-1,1,bcAUNA,6s2,2122.0,None,d3,d3,848,2122.0,-0.17723787,-0.12381856,G1,2,ENDO,SOM,SOM,WD,LPM2,pPSM,IM,aPSM
8909-1,1,bcBDEV,6s2,1252.0,None,d3,d3,1132,1252.0,-0.06936607,0.101924635,G2M,0,pPSM,LPM1,LPM1,SOM,pPSM,pPSM,LPM1,pPSM
8910-1,1,bcDOBH,6s2,970.0,None,d3,d3,985,970.0,-0.12977618,-0.17222804,G1,1,ENDO,LPM1,LPM1,pNTB,LPM2,aPSM,LPM1,LPM1
8911-1,1,bcIGDS,6s2,623.0,None,d3,d3,988,623.0,0.109419286,0.16227481,G2M,8,ENDTH,IM,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
9039-1,1,bcBGWS,6s2,2386.0,None,d3,d3,1220,2386.0,-0.031731434,-0.021635441,G1,4,ENDTH,IM,IM,SOM,IM,IM,LPM2,IM
9040-1,1,bcGYNN,6s2,1231.0,None,d3,d3,1065,1231.0,-0.18930835,-0.25117376,G1,0,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
9041-1,1,bcDGED,6s2,960.0,None,d3,d3,1040,960.0,-0.112156056,0.22631972,G2M,5,NC,IM,IM,SOM,IM,IM,IM,IM
9042-1,1,bcFJMS,6s2,790.0,None,d3,d3,971,790.0,-0.2394253,0.112697095,G2M,8,ALNT,ALNT,ALNT,LPM1,ALNT,ALNT,ALNT,ALNT
9043-1,1,bcFZDX,6s2,723.0,None,d3,d3,966,723.0,-0.18774627,0.06255482,G2M,4,BLD,IM,pNTB,SOM,LPM1,NOTO,LPM1,NMP
9170-1,1,bcFFSD,6s2,2204.0,None,d3,d3,1234,2204.0,-0.08468269,0.1624984,G2M,8,aNTB1,aNTB1,aNTB1,SPP,aNTB1,SPP,IM,aNTB1
9171-1,1,bcFSTA,6s2,1158.0,None,d3,d3,1053,1158.0,0.21107052,0.103704266,S,3,pNTB,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
9172-1,1,bcAWUD,6s2,969.0,None,d3,d3,959,969.0,-0.00048389472,-0.008664213,G1,0,NOTO,aPSM,SOM,NMP,LPM1,pPSM,IM,pPSM
9173-1,1,bcGSZK,6s2,890.0,None,d3,d3,1003,890.0,0.3363365,-0.19789624,S,0,NMP,IM,pNTB,WD,LPM1,NOTO,LPM1,NMP
9301-1,1,bcDJGO,6s2,2405.0,None,d3,d3,1203,2405.0,-0.08207654,0.006546242,G2M,3,aPSM,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
9302-1,1,bcFPFN,6s2,1138.0,None,d3,d3,1073,1138.0,-0.17937595,-0.019303072,G1,3,pPSM,LPM1,LPM1,strNTB,aNTB1,SOM,LPM1,LPM1
9303-1,1,bcCTMT,6s2,946.0,None,d3,d3,1042,946.0,0.017755039,0.032238033,G2M,0,ENDTH,IM,IM,SOM,aNTB1,ALNT,LPM2,LPM2
9432-1,1,bcGNEA,6s2,2240.0,None,d3,d3,1156,2240.0,0.0943238,0.20195162,G2M,2,ENDO,aPSM,pNTB,pNTB,LPM1,aPSM,LPM1,aPSM
9433-1,1,bcBPTJ,6s2,1299.0,None,d3,d3,1070,1299.0,0.055472195,0.016029341,S,4,IM,IM,IM,SOM,IM,IM,IM,IM
9434-1,1,bcAGGB,6s2,916.0,None,d3,d3,1048,916.0,0.21500595,0.03615503,S,3,EPID,LPM1,LPM1,pNTB,LPM1,aPSM,LPM1,LPM1
9435-1,1,bcACSB,6s2,767.0,None,d3,d3,1007,767.0,0.16458514,-0.016661376,S,5,strNTB,LPM1,LPM1,WD,LPM2,aNTB1,LPM1,strLPM
9436-1,1,bcAXSE,6s2,693.0,None,d3,d3,976,693.0,-0.19578588,0.012908643,G2M,2,aPSM,aPSM,SOM,SOM,SOM,SOM,LPM1,aPSM
9563-1,1,bcBLMS,6s2,1918.0,None,d3,d3,1090,1918.0,0.10412036,0.015810005,S,10,WD,LPM1,IM,pNTB,LPM2,WD,LPM2,NMP
9564-1,1,bcGGYZ,6s2,1210.0,None,d3,d3,1139,1210.0,0.11356636,-0.04239307,S,0,WD,LPM1,LPM1,SOM,SOM,strNTB,LPM1,LPM1
9565-1,1,bcCESY,6s2,967.0,None,d3,d3,1056,967.0,-0.018515918,0.028637543,G2M,0,pNTB,IM,IM,strNTB,LPM2,pNTB,LPM2,pNTB
9566-1,1,bcAKXF,6s2,746.0,None,d3,d3,997,746.0,-0.15549771,-0.28517145,G1,1,strNTB,pNTB,pNTB,pNTB,LPM1,strNTB,LPM1,NMP
9694-1,1,bcIDCL,6s2,2436.0,None,d3,d3,1251,2436.0,0.4256906,0.0647076,S,1,EPID,LPM1,LPM1,SOM,LPM1,WD,LPM1,LPM1
9695-1,1,bcFSVH,6s2,1327.0,None,d3,d3,1163,1327.0,0.13451245,-0.025338313,S,2,SOM,LPM1,SOM,pNTB,SOM,SOM,LPM1,SOM
9696-1,1,bcCZJX,6s2,820.0,None,d3,d3,1023,820.0,-0.14028749,-0.33381024,G1,11,NOTO,LPM1,LPM1,LPM2,LPM1,aPSM,LPM1,LPM1
9697-1,1,bcESWB,6s2,787.0,None,d3,d3,1010,787.0,0.12973046,-0.16108195,S,8,SPP,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
9825-1,1,bcDFSR,6s2,2046.0,None,d3,d3,1218,2046.0,0.09110199,-0.112824656,S,1,IM,IM,IM,strNTB,IM,IM,LPM2,IM
9826-1,1,bcFFVL,6s2,1343.0,None,d3,d3,914,1343.0,-0.061524566,-0.15047039,G1,0,LPM2,LPM1,IM,SOM,LPM1,aPSM,LPM1,LPM1
9827-1,1,bcDSMN,6s2,944.0,None,d3,d3,1024,944.0,0.121541545,-0.186501,S,4,LPM2,IM,LPM2,pNTB,LPM2,LPM2,LPM2,LPM2
9828-1,1,bcCGBP,6s2,756.0,None,d3,d3,999,756.0,0.16533558,0.3872431,G2M,6,SPP,LPM1,LPM1,IM,LPM1,aNTB1,strLPM,aPSM
9956-1,1,bcHUJP,6s2,2115.0,None,d3,d3,1083,2115.0,0.010754595,0.05377662,G2M,0,EPID,IM,IM,SOM,SOM,IM,IM,IM
9957-1,1,bcEKAM,6s2,1315.0,None,d3,d3,1135,1315.0,0.014995875,-0.09592259,S,0,EPID,LPM1,LPM1,strNTB,LPM1,SPP,LPM1,LPM1
9958-1,1,bcFETP,6s2,1060.0,None,d3,d3,1037,1060.0,-0.03329786,-0.17425807,G1,16,aPSM,aPSM,aPSM,pNTB,LPM1,aPSM,LPM1,aPSM
9959-1,1,bcCPFK,6s2,899.0,None,d3,d3,1008,899.0,-0.18091267,-0.126551,G1,1,SOM,IM,LPM1,WD,LPM1,SOM,LPM1,LPM1
10087-1,1,bcGKLA,6s2,2089.0,None,d3,d3,1108,2089.0,0.11840862,-0.12518647,S,3,pPSM,LPM1,LPM1,WD,LPM2,pPSM,LPM2,LPM1
10088-1,1,bcAMKQ,6s2,1264.0,None,d3,d3,1084,1264.0,0.33288345,0.20671901,S,3,SOM,IM,SOM,SOM,SOM,SOM,SOM,SOM
10090-1,1,bcEEJU,6s2,798.0,None,d3,d3,989,798.0,-0.11999086,-0.035601437,G1,0,strLPM,IM,LPM1,strNTB,LPM1,IM,LPM1,strLPM
10218-1,1,bcHVZG,6s2,1915.0,None,d3,d3,1120,1915.0,0.4109234,0.14103273,S,5,EPID,IM,IM,pNTB,LPM1,LPM2,LPM2,LPM1
10219-1,1,bcFZZF,6s2,1181.0,None,d3,d3,1054,1181.0,-0.20554984,0.021933336,G2M,0,pPSM,LPM1,LPM1,SOM,LPM2,pPSM,LPM2,pPSM
10220-1,1,bcFCBU,6s2,1139.0,None,d3,d3,1085,1139.0,-0.027330853,0.32452452,G2M,0,aPSM,aNTB1,pNTB,strNTB,LPM2,pPSM,IM,NMP
10221-1,1,bcEMYW,6s2,813.0,None,d3,d3,984,813.0,-0.051336084,0.18778475,G2M,0,EPID,LPM1,LPM2,SOM,LPM2,aPSM,LPM1,LPM1
10349-1,1,bcIEHV,6s2,506.0,None,d3,d3,1039,506.0,-0.1789529,-0.07925718,G1,12,LPM2,LPM2,LPM2,LPM1,LPM2,LPM2,LPM2,LPM2
10350-1,1,bcFWDT,6s2,1204.0,None,d3,d3,1066,1204.0,0.012879662,-0.0671602,S,15,EPID,LPM2,LPM2,WD,LPM2,pNTB,LPM2,LPM1
10351-1,1,bcEMWF,6s2,921.0,None,d3,d3,1016,921.0,-0.24183387,-0.014380585,G1,2,SOM,SOM,SOM,SOM,SOM,SOM,IM,SOM
10352-1,1,bcBBKJ,6s2,915.0,None,d3,d3,1001,915.0,-0.382739,0.05994466,G2M,1,aNTB2,aNTB1,aNTB1,WD,LPM1,aNTB2,IM,aNTB1
10480-1,1,bcHDXG,6s2,2233.0,None,d3,d3,1175,2233.0,-0.049027923,0.29882365,G2M,3,LPM1,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
10481-1,1,bcGFRM,6s2,1283.0,None,d3,d3,1128,1283.0,0.08644779,-0.037692953,S,2,SOM,LPM1,LPM1,SOM,LPM2,SOM,LPM1,LPM1
10483-1,1,bcDWWR,6s2,693.0,None,d3,d3,967,693.0,-0.28549945,0.25858495,G2M,0,ALNT,IM,IM,SOM,aNTB1,aPSM,strLPM,LPM1
10484-1,1,bcIFRK,6s2,787.0,None,d3,d3,983,787.0,-0.020440139,0.07955907,G2M,2,WD,SOM,SOM,SOM,SOM,SOM,aPSM,SOM
10611-1,1,bcAMZR,6s2,2045.0,None,d3,d3,1115,2045.0,-0.25671795,-0.06335555,G1,2,aPSM,aPSM,SOM,SOM,SOM,aPSM,LPM1,aPSM
10612-1,1,bcFVQF,6s2,1163.0,None,d3,d3,1058,1163.0,0.28222758,0.1783071,S,8,IM,IM,IM,LPM1,IM,IM,strLPM,IM
10613-1,1,bcEFKM,6s2,1000.0,None,d3,d3,1041,1000.0,-0.19604886,0.23787525,G2M,5,EPID,LPM1,LPM1,LPM2,LPM2,LPM1,LPM2,LPM1
10614-1,1,bcHFHE,6s2,748.0,None,d3,d3,997,748.0,0.008359856,-0.2047533,S,6,NC,SOM,SOM,SOM,SOM,NC,NC,aPSM
10742-1,1,bcHVQT,6s2,2012.0,None,d3,d3,1083,2012.0,-0.11617125,0.054046422,G2M,3,EPID,LPM1,LPM1,WD,LPM2,EPID,LPM2,aPSM
10743-1,1,bcDYFP,6s2,1345.0,None,d3,d3,844,1345.0,0.46112362,-0.24763587,S,0,aNTB1,LPM1,LPM1,strNTB,LPM1,aNTB1,LPM1,LPM1
10744-1,1,bcFDRL,6s2,989.0,None,d3,d3,1075,989.0,-0.027722944,0.396681,G2M,2,EPID,LPM1,LPM1,strNTB,LPM1,LPM1,strLPM,strLPM
10746-1,1,bcALXH,6s2,714.0,None,d3,d3,992,714.0,-0.024338491,-0.18428272,G1,8,aNTB1,LPM1,LPM1,strNTB,LPM1,aNTB1,strLPM,strLPM
10873-1,1,bcHTQC,6s2,2199.0,None,d3,d3,1170,2199.0,-0.15022114,-0.051708788,G1,0,EPID,pNTB,pNTB,strNTB,pNTB,strNTB,LPM1,pNTB
10874-1,1,bcFXCA,6s2,1258.0,None,d3,d3,1120,1258.0,0.17561235,-0.11562394,S,3,aPSM,SOM,SOM,WD,SOM,aPSM,LPM1,aPSM
10875-1,1,bcEMDS,6s2,969.0,None,d3,d3,968,969.0,0.029218977,0.5453005,G2M,0,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
10876-1,1,bcAGKW,6s2,825.0,None,d3,d3,983,825.0,-0.23855367,0.33392727,G2M,1,NOTO,LPM1,pNTB,pNTB,LPM2,NOTO,LPM1,NMP
10877-1,1,bcAGQP,6s2,718.0,None,d3,d3,976,718.0,-0.039628793,0.1533795,G2M,0,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,IM,LPM1
11004-1,1,bcBSED,6s2,2213.0,None,d3,d3,1122,2213.0,0.067797594,0.050053537,S,0,IM,IM,IM,pNTB,LPM2,LPM2,LPM2,LPM2
11005-1,1,bcABJZ,6s2,1124.0,None,d3,d3,1140,1124.0,0.05782936,0.10198406,G2M,9,ENDO,LPM2,IM,pNTB,LPM2,SPP,strLPM,strLPM
11006-1,1,bcAEBZ,6s2,762.0,None,d3,d3,1030,762.0,0.14252825,0.27889135,G2M,9,NOTO,aPSM,LPM1,strNTB,LPM2,LPM2,LPM2,NMP
11007-1,1,bcGZFA,6s2,721.0,None,d3,d3,975,721.0,-0.10032339,0.058932897,G2M,8,aNTB2,LPM1,LPM2,LPM2,LPM1,aNTB2,IM,LPM1
11135-1,1,bcBDZU,6s2,1865.0,None,d3,d3,1075,1865.0,0.3068365,-0.07532559,S,11,EPID,LPM1,LPM1,SOM,LPM1,strLPM,LPM1,strLPM
11136-1,1,bcCSKA,6s2,1280.0,None,d3,d3,1059,1280.0,-0.21382943,0.5129748,G2M,15,NC,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
11137-1,1,bcBGEN,6s2,1066.0,None,d3,d3,1052,1066.0,-0.32167467,-0.15446787,G1,13,pNTB,LPM1,LPM1,pNTB,LPM1,pNTB,LPM1,LPM1
11138-1,1,bcFMCY,6s2,666.0,None,d3,d3,977,666.0,0.1402705,-0.010895446,S,11,aNTB1,LPM1,LPM1,SOM,SOM,aNTB1,LPM1,LPM1
11266-1,1,bcFXTL,6s2,2004.0,None,d3,d3,1120,2004.0,0.07884686,-0.07835707,S,0,LPM1,LPM1,LPM1,LPM2,SOM,SOM,LPM1,LPM1
11267-1,1,bcFLJZ,6s2,1218.0,None,d3,d3,1084,1218.0,-0.1555483,0.027889917,G2M,0,aNTB1,aNTB1,LPM1,SOM,aNTB1,aNTB1,strLPM,aNTB1
11268-1,1,bcAVTR,6s2,889.0,None,d3,d3,996,889.0,-0.06763343,-0.022833697,G1,1,strNTB,IM,IM,WD,LPM1,IM,LPM1,IM
11269-1,1,bcCETT,6s2,809.0,None,d3,d3,1009,809.0,-0.16619861,0.26984227,G2M,5,aNTB1,pNTB,pNTB,pNTB,aNTB1,pPSM,pNTB,aNTB1
11397-1,1,bcHDIP,6s2,1928.0,None,d3,d3,1114,1928.0,0.21110576,-0.22591615,S,2,NC,LPM1,LPM1,strNTB,LPM1,NC,IM,pPSM
11398-1,1,bcEIQT,6s2,1141.0,None,d3,d3,1020,1141.0,-0.14891995,0.32794407,G2M,4,EPID,LPM1,LPM1,LPM2,LPM1,EPID,LPM2,LPM1
11399-1,1,bcEAKS,6s2,817.0,None,d3,d3,1027,817.0,-0.24907519,0.036391117,G2M,0,LPM2,LPM2,LPM2,SOM,LPM2,LPM2,LPM2,pNTB
11400-1,1,bcBORW,6s2,850.0,None,d3,d3,1004,850.0,0.34609583,-0.19977975,S,4,SOM,LPM1,LPM1,SOM,SOM,SOM,LPM1,LPM1
11528-1,1,bcBNTG,6s2,1913.0,None,d3,d3,1072,1913.0,0.24504237,-0.18563282,S,2,SOM,LPM1,LPM1,strNTB,LPM1,aPSM,LPM1,LPM1
11529-1,1,bcEAGP,6s2,1259.0,None,d3,d3,1042,1259.0,-0.082011126,0.07020535,G2M,7,EPID,IM,IM,pNTB,IM,IM,IM,IM
11530-1,1,bcCNNQ,6s2,984.0,None,d3,d3,1014,984.0,0.28080666,-0.21870415,S,0,EPID,LPM1,LPM2,LPM1,LPM2,LPM2,LPM2,strLPM
11531-1,1,bcGYNA,6s2,733.0,None,d3,d3,961,733.0,0.05876459,-0.19602576,S,2,LPM1,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
11532-1,1,bcADJG,6s2,751.0,None,d3,d3,1027,751.0,-0.07792982,-0.025809929,G1,0,NOTO,pPSM,IM,WD,LPM2,SPP,IM,NMP
11659-1,1,bcBNNZ,6s2,2097.0,None,d3,d3,1118,2097.0,-0.1859616,0.097529866,G2M,4,ENDO,aNTB1,LPM1,strNTB,LPM1,NOTO,LPM1,NMP
11660-1,1,bcHPFV,6s2,590.0,None,d3,d3,1027,590.0,-0.2354978,-0.28704426,G1,13,EPID,pNTB,pNTB,WD,BLD,pPSM,LPM2,NMP
11661-1,1,bcDPPV,6s2,894.0,None,d3,d3,1033,894.0,-0.048035666,-0.101908155,G1,3,SPP,IM,LPM1,IM,LPM1,SPP,LPM1,SOM
11662-1,1,bcIGBC,6s2,748.0,None,d3,d3,968,748.0,0.68778735,-0.1166548,S,3,strLPM,IM,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
11790-1,1,bcEJQK,6s2,1671.0,None,d3,d3,1084,1671.0,0.5788704,-0.025532862,S,1,strNTB,IM,LPM1,WD,LPM1,pNTB,LPM1,LPM1
11791-1,1,bcGKUL,6s2,1106.0,None,d3,d3,1141,1106.0,0.08343336,-0.037987053,S,7,EPID,IM,LPM1,WD,LPM1,IM,LPM1,LPM1
11792-1,1,bcFOTG,6s2,900.0,None,d3,d3,1004,900.0,-0.04582149,0.6705049,G2M,0,SPP,LPM1,LPM1,SOM,SOM,pPSM,LPM2,LPM1
11793-1,1,bcEPQO,6s2,793.0,None,d3,d3,981,793.0,-0.3751493,0.13995111,G2M,8,SPP,LPM1,LPM1,WD,LPM1,SPP,LPM1,strLPM
11921-1,1,bcFVXL,6s2,1553.0,None,d3,d3,966,1553.0,0.04635079,-0.11378032,S,1,EPID,IM,LPM1,strNTB,LPM1,EPID,IM,LPM1
11922-1,1,bcEMZM,6s2,1264.0,None,d3,d3,1097,1264.0,-0.026342861,-0.047371566,G1,2,aNTB1,LPM1,LPM1,WD,LPM1,aNTB1,LPM1,LPM1
11923-1,1,bcEYUO,6s2,833.0,None,d3,d3,966,833.0,-0.19594704,0.08368299,G2M,7,SPP,LPM1,IM,strNTB,LPM2,EPID,LPM1,strLPM
11924-1,1,bcCBTR,6s2,731.0,None,d3,d3,992,731.0,-0.17126821,0.20669356,G2M,0,NC,SOM,SOM,pNTB,LPM1,aPSM,LPM1,aPSM
11925-1,1,bcEPGP,6s2,807.0,None,d3,d3,958,807.0,0.17627713,-0.09469312,S,8,ALNT,LPM1,LPM1,WD,pNTB,pNTB,LPM1,LPM1
12052-1,1,bcAZOY,6s2,1973.0,None,d3,d3,1123,1973.0,-0.40269834,0.07914045,G2M,11,EPID,aNTB1,pNTB,ALNT,LPM1,NOTO,IM,NMP
12054-1,1,bcHNMN,6s2,930.0,None,d3,d3,1016,930.0,0.34770513,-0.14929508,S,0,ALNT,IM,LPM1,SOM,LPM2,IM,strLPM,LPM1
12055-1,1,bcFXQP,6s2,779.0,None,d3,d3,983,779.0,-0.26646897,-0.28585747,G1,2,SOM,LPM1,SOM,SOM,SOM,SOM,LPM2,SOM
12056-1,1,bcDUKB,6s2,687.0,None,d3,d3,967,687.0,-0.104641534,0.14695808,G2M,11,EPID,LPM1,LPM1,WD,LPM1,aPSM,LPM1,LPM1
12057-1,1,bcGMRM,6s2,622.0,None,d3,d3,972,622.0,0.058274202,-0.24501657,S,0,BLD,LPM1,LPM1,WD,LPM1,LPM1,LPM1,strLPM
12183-1,1,bcFUMM,6s2,1833.0,None,d3,d3,1073,1833.0,0.064984694,-0.08863977,S,3,ENDO,aPSM,SOM,SOM,SOM,pNTB,aPSM,aPSM
12184-1,1,bcEWCI,6s2,1247.0,None,d3,d3,1118,1247.0,-0.04937271,-0.1611106,G1,4,LPM2,LPM1,LPM2,WD,LPM2,LPM2,LPM2,LPM2
12185-1,1,bcEAAR,6s2,909.0,None,d3,d3,1019,909.0,0.28161058,-0.097276896,S,5,ALNT,LPM1,LPM2,WD,LPM2,aPSM,LPM2,LPM1
