index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden,pr_NearestNeighbors,pr_SVM-Linear,pr_SVM-RBF,pr_DecisionTree,pr_RandomForest,pr_NeuralNet,pr_NaiveBayes,pr_LDA
3015-1,1,bcHBFV,6s2,1045.0,None,d3,d3,1036,1045.0,-0.051663328,0.068174705,G2M,9,ENDO,LPM1,LPM1,strNTB,LPM1,aPSM,LPM1,aPSM
3016-1,1,bcEHFR,6s2,800.0,None,d3,d3,946,800.0,-0.039948516,0.08944203,G2M,3,strLPM,LPM1,LPM1,pNTB,LPM1,LPM2,LPM1,LPM1
3017-1,1,bcALSV,6s2,831.0,None,d3,d3,1016,831.0,0.06987737,-0.10304643,S,10,EPID,IM,LPM1,WD,LPM1,IM,LPM1,strLPM
3144-1,1,bcDZJF,6s2,4032.0,None,d3,d3,1662,4032.0,0.10729968,0.16561082,G2M,1,strNTB,IM,LPM1,strNTB,LPM1,SOM,LPM1,LPM1
3145-1,1,bcAKAS,6s2,1370.0,None,d3,d3,956,1370.0,0.35549098,-0.021720856,S,2,IM,IM,IM,SOM,IM,IM,IM,IM
3146-1,1,bcBKHK,6s2,1141.0,None,d3,d3,1082,1141.0,-0.12929887,-0.09618265,G1,0,NMP,LPM1,LPM1,strNTB,LPM1,LPM1,LPM1,NMP
3147-1,1,bcHAFM,6s2,839.0,None,d3,d3,956,839.0,0.2785308,-0.18358861,S,0,strLPM,LPM1,LPM1,SOM,LPM2,strNTB,strLPM,strLPM
3275-1,1,bcATQP,6s2,3146.0,None,d3,d3,1442,3146.0,0.1565188,-0.06319888,S,1,strLPM,LPM1,LPM1,SOM,LPM1,aPSM,LPM1,LPM1
3276-1,1,bcCNZD,6s2,1404.0,None,d3,d3,901,1404.0,0.23851715,-0.10272174,S,3,pNTB,LPM1,LPM1,WD,LPM1,pNTB,LPM1,LPM1
3277-1,1,bcBPGN,6s2,1016.0,None,d3,d3,1010,1016.0,-0.05271217,-0.025374968,G1,0,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
3278-1,1,bcEOQC,6s2,806.0,None,d3,d3,969,806.0,0.017752178,-0.2001921,S,4,BLD,LPM1,LPM1,pNTB,LPM1,aNTB1,LPM1,LPM1
3279-1,1,bcHQVO,6s2,647.0,None,d3,d3,986,647.0,0.03564624,-0.28040236,S,11,NOTO,LPM1,LPM1,LPM2,LPM1,NOTO,IM,NMP
3406-1,1,bcGTIO,6s2,4039.0,None,d3,d3,1576,4039.0,-0.033928096,-0.21418904,G1,0,pPSM,LPM1,LPM1,SOM,LPM1,SPP,LPM2,LPM1
3407-1,1,bcHFAK,6s2,1526.0,None,d3,d3,939,1526.0,-0.023911595,0.20573357,G2M,0,pNTB,pNTB,LPM1,SOM,LPM1,pNTB,LPM1,LPM1
3408-1,1,bcBOON,6s2,944.0,None,d3,d3,1083,944.0,0.22857504,0.13980818,S,8,ENDO,aPSM,LPM1,WD,SOM,aPSM,strLPM,aPSM
3409-1,1,bcDMNK,6s2,806.0,None,d3,d3,992,806.0,0.14103493,0.006473832,S,2,pPSM,pPSM,LPM1,SOM,SOM,SOM,LPM1,NMP
3537-1,1,bcHEUM,6s2,3370.0,None,d3,d3,1450,3370.0,-0.056695223,0.13656801,G2M,3,NMP,LPM1,LPM1,LPM1,LPM1,LPM2,LPM1,NMP
3538-1,1,bcHROI,6s2,1315.0,None,d3,d3,1152,1315.0,-0.23097852,-0.1265994,G1,2,pPSM,pNTB,pNTB,SOM,pPSM,pPSM,strNTB,NMP
3539-1,1,bcIBWK,6s2,991.0,None,d3,d3,1013,991.0,0.18817532,0.08976387,S,3,SPP,LPM1,LPM1,SOM,LPM2,SPP,LPM1,LPM1
3540-1,1,bcALBC,6s2,750.0,None,d3,d3,1017,750.0,0.008344687,-0.28231013,S,1,LPM1,LPM1,LPM1,LPM2,LPM1,LPM1,IM,LPM1
3668-1,1,bcIFXQ,6s2,3085.0,None,d3,d3,1418,3085.0,-0.09700002,-0.012977198,G1,3,EPID,LPM1,IM,strNTB,LPM2,SPP,IM,strLPM
3669-1,1,bcFBFI,6s2,1347.0,None,d3,d3,859,1347.0,-0.15450294,-0.116711594,G1,10,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
3670-1,1,bcIAGE,6s2,954.0,None,d3,d3,1079,954.0,0.07045729,-0.3597632,S,9,SOM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
3672-1,1,bcGWDO,6s2,702.0,None,d3,d3,1003,702.0,-0.10216209,0.23413754,G2M,2,NOTO,NMP,NMP,strNTB,NMP,NOTO,IM,NMP
3799-1,1,bcEUFR,6s2,3409.0,None,d3,d3,1506,3409.0,-0.1278377,-0.3067903,G1,5,ALNT,LPM1,LPM1,SOM,LPM2,pPSM,LPM2,LPM1
3800-1,1,bcIAFD,6s2,1332.0,None,d3,d3,1148,1332.0,0.21720237,-0.08134492,S,2,aNTB2,pNTB,pNTB,pNTB,aNTB1,aNTB2,IM,pNTB
3801-1,1,bcDNLV,6s2,963.0,None,d3,d3,1047,963.0,-0.03657326,-0.077393055,G1,0,ENDTH,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
3802-1,1,bcHBWY,6s2,899.0,None,d3,d3,1012,899.0,-0.13295257,-0.24141356,G1,1,strNTB,LPM1,LPM1,WD,LPM1,SOM,LPM1,LPM1
3803-1,1,bcBIUH,6s2,715.0,None,d3,d3,973,715.0,0.11182944,-0.053150814,S,8,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
3804-1,1,bcFGAT,6s2,653.0,None,d3,d3,991,653.0,-0.10756662,0.06437274,G2M,0,pNTB,pNTB,pNTB,WD,pNTB,pNTB,LPM1,pNTB
3930-1,1,bcGCXT,6s2,3212.0,None,d3,d3,1517,3212.0,-0.034553796,-0.090058915,G1,0,NC,LPM1,LPM1,SOM,IM,NC,LPM2,LPM1
3931-1,1,bcDBVG,6s2,1350.0,None,d3,d3,923,1350.0,-0.023818461,-0.22816849,G1,7,SPP,IM,LPM1,strNTB,LPM1,SPP,LPM1,LPM1
3932-1,1,bcGSKQ,6s2,876.0,None,d3,d3,1036,876.0,0.04255818,0.26885146,G2M,8,pPSM,LPM1,LPM1,WD,SOM,strNTB,strLPM,strLPM
3933-1,1,bcDGRR,6s2,747.0,None,d3,d3,948,747.0,0.075422965,-0.05008372,S,9,ENDTH,LPM1,LPM1,SOM,LPM2,SPP,aPSM,aPSM
3934-1,1,bcAVFZ,6s2,721.0,None,d3,d3,963,721.0,-0.045330644,0.04053885,G2M,0,aNTB1,IM,LPM1,SOM,LPM1,aNTB1,LPM1,aNTB1
4061-1,1,bcCASF,6s2,3233.0,None,d3,d3,1498,3233.0,0.14301054,-0.23942247,S,3,pNTB,LPM1,pNTB,WD,LPM1,LPM1,LPM1,NMP
4062-1,1,bcDVUV,6s2,1487.0,None,d3,d3,953,1487.0,-0.17242323,-0.24064173,G1,3,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
4063-1,1,bcAWYZ,6s2,850.0,None,d3,d3,993,850.0,-0.14619644,0.06507313,G2M,2,ENDTH,LPM1,IM,LPM2,LPM2,pNTB,LPM2,LPM1
4064-1,1,bcIDDF,6s2,689.0,None,d3,d3,986,689.0,-0.12850498,0.08815301,G2M,0,pPSM,aPSM,IM,IM,aNTB1,pNTB,pNTB,pPSM
4065-1,1,bcCTOQ,6s2,724.0,None,d3,d3,966,724.0,0.21247216,-0.1678929,S,3,pNTB,LPM1,pNTB,WD,pNTB,pNTB,LPM1,NMP
4192-1,1,bcGWDK,6s2,2776.0,None,d3,d3,1406,2776.0,-0.22438894,0.38968855,G2M,2,aPSM,SOM,SOM,SOM,SOM,aPSM,SOM,aPSM
4193-1,1,bcHJRY,6s2,1366.0,None,d3,d3,908,1366.0,-0.23940867,0.31281784,G2M,2,aPSM,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
4195-1,1,bcIFZH,6s2,768.0,None,d3,d3,970,768.0,0.18035212,-0.14975111,S,9,SPP,SPP,SPP,IM,IM,SPP,SPP,strLPM
4196-1,1,bcGZNJ,6s2,713.0,None,d3,d3,971,713.0,0.032613777,0.012926623,S,18,IM,IM,IM,SOM,IM,IM,IM,IM
4197-1,1,bcEMVF,6s2,648.0,None,d3,d3,971,648.0,0.29900387,-0.1536073,S,0,EPID,LPM1,LPM1,LPM2,LPM2,LPM2,LPM1,LPM1
4323-1,1,bcEZYI,6s2,3150.0,None,d3,d3,1395,3150.0,-0.0044650836,-0.1113054,G1,0,pNTB,pNTB,pNTB,pNTB,pNTB,pNTB,LPM1,pNTB
4324-1,1,bcEHUJ,6s2,1364.0,None,d3,d3,906,1364.0,0.16480991,-0.01518593,S,8,pPSM,aPSM,aPSM,aPSM,pPSM,LPM1,aPSM,aPSM
4325-1,1,bcGBGR,6s2,873.0,None,d3,d3,1039,873.0,0.22357562,0.50773865,G2M,11,SOM,SOM,SOM,pNTB,BLD,EPID,LPM2,SOM
4326-1,1,bcESXK,6s2,880.0,None,d3,d3,994,880.0,0.21324302,-0.091921344,S,0,aNTB1,LPM1,LPM1,pNTB,LPM1,aNTB1,LPM1,pNTB
4454-1,1,bcIETN,6s2,3304.0,None,d3,d3,1446,3304.0,-0.25462496,0.045697562,G2M,7,EPID,LPM1,LPM1,WD,aNTB1,EPID,LPM1,LPM1
4455-1,1,bcGAMF,6s2,1284.0,None,d3,d3,1123,1284.0,0.33210713,-0.21481366,S,15,pPSM,aPSM,aPSM,SOM,BLD,pPSM,aPSM,aPSM
4456-1,1,bcCBEQ,6s2,1043.0,None,d3,d3,1052,1043.0,0.116530284,0.0067994855,S,0,strNTB,pNTB,pNTB,SOM,LPM1,pNTB,LPM1,pNTB
4457-1,1,bcHEYQ,6s2,856.0,None,d3,d3,980,856.0,0.42399028,-0.16713718,S,8,IM,IM,IM,pNTB,IM,IM,IM,IM
4585-1,1,bcHLKC,6s2,2341.0,None,d3,d3,1165,2341.0,0.22109526,0.037591584,S,2,pPSM,pPSM,LPM2,pNTB,SOM,pPSM,LPM2,pPSM
4587-1,1,bcAGGZ,6s2,769.0,None,d3,d3,1094,769.0,0.06714472,0.032997012,S,17,aPSM,aNTB1,LPM1,SOM,aNTB1,aPSM,LPM1,LPM1
4588-1,1,bcDVDF,6s2,737.0,None,d3,d3,964,737.0,0.22123428,-0.18890065,S,15,strNTB,LPM1,LPM1,strNTB,LPM1,aNTB1,LPM1,strLPM
4716-1,1,bcIHJD,6s2,2619.0,None,d3,d3,1393,2619.0,-0.14934343,0.4269504,G2M,2,BLD,LPM1,SOM,WD,LPM1,SOM,LPM1,aPSM
4717-1,1,bcCMKE,6s2,1445.0,None,d3,d3,958,1445.0,0.08615555,-0.24917157,S,7,BLD,pNTB,pNTB,SOM,LPM2,pNTB,LPM1,NMP
4718-1,1,bcBUFD,6s2,1078.0,None,d3,d3,1062,1078.0,0.09172548,0.4310035,G2M,0,LPM2,LPM1,LPM1,pNTB,LPM1,LPM1,LPM2,LPM1
4719-1,1,bcFQVE,6s2,778.0,None,d3,d3,975,778.0,-0.14074196,0.08046985,G2M,4,LPM2,IM,LPM1,LPM1,LPM2,LPM2,LPM1,LPM1
4847-1,1,bcEOEU,6s2,3254.0,None,d3,d3,1454,3254.0,-0.16835177,0.016391262,G2M,2,IM,IM,IM,SOM,IM,IM,IM,IM
4848-1,1,bcALTK,6s2,1137.0,None,d3,d3,1091,1137.0,-0.28037274,-0.090657786,G1,11,EPID,LPM1,LPM1,LPM2,LPM1,EPID,LPM2,LPM1
4849-1,1,bcEWRE,6s2,1056.0,None,d3,d3,1029,1056.0,0.13499236,-0.024341654,S,11,SOM,LPM1,LPM1,strNTB,LPM1,SOM,LPM1,LPM1
4850-1,1,bcERZP,6s2,685.0,None,d3,d3,996,685.0,-0.093584605,0.5470631,G2M,8,EPID,LPM1,LPM1,pNTB,LPM1,LPM1,NOTO,LPM1
4978-1,1,bcCNFG,6s2,2540.0,None,d3,d3,1244,2540.0,-0.055639353,-0.13354762,G1,1,NMP,LPM1,LPM1,strNTB,LPM1,LPM1,LPM1,LPM1
4979-1,1,bcDXAM,6s2,1256.0,None,d3,d3,1077,1256.0,-0.0043641254,-0.06350209,G1,4,NC,pNTB,pNTB,SOM,SOM,NC,NC,pNTB
4980-1,1,bcFEGZ,6s2,1040.0,None,d3,d3,1058,1040.0,0.018255845,-0.1314114,S,2,aPSM,aPSM,aPSM,strNTB,aPSM,aPSM,aPSM,aPSM
4981-1,1,bcDPPC,6s2,891.0,None,d3,d3,1012,891.0,-0.09813459,-0.0541751,G1,0,IM,IM,IM,pNTB,IM,IM,IM,IM
5109-1,1,bcFKTU,6s2,2380.0,None,d3,d3,1252,2380.0,0.017008804,0.05028405,G2M,0,LPM2,LPM2,LPM2,SOM,LPM2,LPM2,LPM2,LPM2
5110-1,1,bcEOOM,6s2,1480.0,None,d3,d3,863,1480.0,-0.021741617,-0.15287814,G1,3,strNTB,LPM1,LPM1,WD,LPM1,SOM,LPM1,LPM1
5113-1,1,bcFQMB,6s2,749.0,None,d3,d3,957,749.0,0.03154984,0.05883602,G2M,12,IM,IM,IM,WD,IM,IM,IM,IM
5240-1,1,bcDIYU,6s2,2583.0,None,d3,d3,1332,2583.0,0.33298618,-0.28944948,S,7,EPID,IM,IM,WD,IM,IM,LPM1,IM
5241-1,1,bcFBSH,6s2,1450.0,None,d3,d3,953,1450.0,-0.07561644,-0.18368855,G1,5,NOTO,IM,LPM1,WD,LPM1,NOTO,LPM1,SOM
5242-1,1,bcGLJB,6s2,1002.0,None,d3,d3,1026,1002.0,0.029243,-0.23648708,S,12,pNTB,pNTB,pNTB,pNTB,pNTB,pNTB,LPM1,pNTB
5243-1,1,bcHJOQ,6s2,868.0,None,d3,d3,1017,868.0,-0.06523535,-0.06400532,G1,0,ENDTH,IM,LPM1,SOM,LPM2,ALNT,LPM2,LPM2
5371-1,1,bcCBIB,6s2,2897.0,None,d3,d3,1382,2897.0,-0.2661695,0.05524198,G2M,7,EPID,IM,LPM1,WD,LPM1,EPID,LPM1,strLPM
5372-1,1,bcICNK,6s2,1380.0,None,d3,d3,917,1380.0,-0.16504323,0.074973844,G2M,2,BLD,IM,SOM,SOM,LPM1,aNTB1,LPM1,aPSM
5374-1,1,bcEZVM,6s2,710.0,None,d3,d3,962,710.0,-0.30919605,0.3389673,G2M,5,pPSM,pPSM,aPSM,SOM,SOM,pNTB,aPSM,aPSM
5502-1,1,bcEMFX,6s2,2536.0,None,d3,d3,1369,2536.0,-0.13125364,0.12319571,G2M,0,EPID,LPM1,LPM1,WD,SOM,EPID,LPM2,LPM1
5503-1,1,bcGQKP,6s2,1246.0,None,d3,d3,1096,1246.0,0.19878085,-0.119747005,S,3,EPID,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
5504-1,1,bcAPUC,6s2,1037.0,None,d3,d3,1055,1037.0,-0.18424451,0.3473478,G2M,0,SPP,LPM1,SOM,WD,pNTB,SPP,IM,aPSM
5505-1,1,bcBJDQ,6s2,960.0,None,d3,d3,999,960.0,-0.033441573,-0.30052385,G1,11,NOTO,aNTB1,SOM,IM,LPM1,ENDO,IM,NMP
5633-1,1,bcAWVS,6s2,2815.0,None,d3,d3,1329,2815.0,-0.05123359,0.110081196,G2M,5,pNTB,pNTB,pNTB,SOM,pNTB,pNTB,LPM2,NMP
5634-1,1,bcDGIX,6s2,1291.0,None,d3,d3,1166,1291.0,0.047739677,-0.16057652,S,2,NOTO,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
5635-1,1,bcEFDY,6s2,955.0,None,d3,d3,1010,955.0,-0.23408487,-0.2461873,G1,2,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
5636-1,1,bcECVT,6s2,873.0,None,d3,d3,990,873.0,0.47261995,-0.2857021,S,2,strLPM,LPM1,LPM1,WD,LPM1,SOM,LPM1,LPM1
5764-1,1,bcAWPM,6s2,2484.0,None,d3,d3,1265,2484.0,0.25287428,0.14425787,S,10,SOM,LPM1,LPM1,LPM1,LPM1,SOM,LPM1,LPM1
5765-1,1,bcHGNY,6s2,1436.0,None,d3,d3,931,1436.0,0.10632795,-0.22450072,S,0,NC,pNTB,pNTB,strNTB,LPM2,ALNT,LPM2,NMP
5766-1,1,bcALJY,6s2,1103.0,None,d3,d3,990,1103.0,0.0034672753,-0.20861489,S,9,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
5767-1,1,bcEIRL,6s2,677.0,None,d3,d3,1008,677.0,0.14633334,-0.21774346,S,1,aNTB1,LPM1,IM,LPM2,LPM1,aNTB1,LPM2,LPM1
5768-1,1,bcIHES,6s2,739.0,None,d3,d3,980,739.0,0.41466847,0.2570578,S,2,pPSM,pPSM,pPSM,WD,pPSM,pPSM,IM,pPSM
5895-1,1,bcFHFA,6s2,2482.0,None,d3,d3,1248,2482.0,0.24680024,-0.13182998,S,3,SPP,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
5896-1,1,bcGJTK,6s2,1184.0,None,d3,d3,1056,1184.0,0.24325614,0.02107435,S,0,ALNT,IM,LPM1,strNTB,LPM1,pNTB,LPM1,LPM1
5897-1,1,bcHREC,6s2,927.0,None,d3,d3,1002,927.0,-0.38899752,-0.23915334,G1,3,strNTB,LPM1,LPM1,LPM2,LPM1,aNTB1,LPM1,LPM1
5898-1,1,bcHDVX,6s2,917.0,None,d3,d3,984,917.0,-0.001580324,-0.06916324,G1,3,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
6026-1,1,bcBHOD,6s2,2413.0,None,d3,d3,1248,2413.0,-0.06595678,0.16632907,G2M,12,NOTO,LPM1,LPM1,SOM,SOM,SOM,LPM1,LPM1
6027-1,1,bcEGMR,6s2,1202.0,None,d3,d3,1131,1202.0,0.18085404,-0.21956365,S,3,pNTB,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
6028-1,1,bcGOXN,6s2,1015.0,None,d3,d3,1061,1015.0,0.010931358,-0.042757094,S,3,pNTB,aPSM,aPSM,strNTB,pNTB,pNTB,LPM1,pNTB
6029-1,1,bcFUSP,6s2,821.0,None,d3,d3,975,821.0,-0.14118823,-0.08395672,G1,10,aNTB1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,pNTB
6157-1,1,bcHGQA,6s2,2535.0,None,d3,d3,1354,2535.0,-0.14091562,0.3434296,G2M,7,EPID,LPM1,LPM1,pNTB,LPM1,aPSM,LPM1,LPM1
6158-1,1,bcFMIP,6s2,1282.0,None,d3,d3,1156,1282.0,0.1598872,0.17693721,G2M,13,aNTB1,aNTB1,aNTB1,strNTB,aNTB1,aNTB1,LPM1,aNTB1
6159-1,1,bcHAFL,6s2,976.0,None,d3,d3,938,976.0,0.114545405,-0.23830792,S,8,EPID,LPM1,LPM1,WD,aNTB1,LPM1,LPM1,LPM1
6160-1,1,bcEXSY,6s2,680.0,None,d3,d3,974,680.0,-0.30326048,-0.09766101,G1,10,pPSM,IM,pPSM,SOM,pPSM,NMP,pPSM,pPSM
6288-1,1,bcHEHF,6s2,2435.0,None,d3,d3,1259,2435.0,0.39506334,-0.23055159,S,3,SPP,LPM1,LPM1,SOM,LPM1,SPP,LPM1,LPM1
6289-1,1,bcDUFZ,6s2,1238.0,None,d3,d3,1056,1238.0,0.39704484,-0.13269277,S,3,WD,SPP,SPP,SPP,SPP,SPP,IM,aPSM
6290-1,1,bcCRGY,6s2,962.0,None,d3,d3,1010,962.0,0.26263568,0.20591947,S,3,EPID,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
6419-1,1,bcGLAY,6s2,2358.0,None,d3,d3,1247,2358.0,-0.14442539,0.16505468,G2M,11,LPM1,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
6420-1,1,bcBFCA,6s2,1383.0,None,d3,d3,894,1383.0,-0.07646711,-0.11431442,G1,2,strNTB,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,strLPM
6421-1,1,bcDBOS,6s2,904.0,None,d3,d3,1012,904.0,-0.015175782,0.3373326,G2M,3,pPSM,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,NMP
6422-1,1,bcFWJU,6s2,866.0,None,d3,d3,1012,866.0,-0.14101313,0.21604219,G2M,3,IM,IM,IM,SOM,IM,IM,IM,IM
6550-1,1,bcHNBH,6s2,2538.0,None,d3,d3,1271,2538.0,0.094820864,-0.2719259,S,11,WD,LPM1,LPM1,WD,LPM2,LPM1,LPM1,LPM1
6551-1,1,bcHAXX,6s2,1498.0,None,d3,d3,937,1498.0,-0.0072765853,0.021526419,G2M,0,ALNT,IM,LPM1,SOM,SOM,pNTB,strLPM,pNTB
6552-1,1,bcBKCX,6s2,958.0,None,d3,d3,1004,958.0,-0.08688503,-0.09554703,G1,3,pPSM,pPSM,pPSM,IM,pPSM,pPSM,pPSM,pPSM
6553-1,1,bcCNDO,6s2,808.0,None,d3,d3,967,808.0,0.08192012,-0.24279138,S,0,pPSM,LPM1,LPM1,SOM,SOM,SOM,LPM2,SOM
6554-1,1,bcALBI,6s2,664.0,None,d3,d3,969,664.0,0.14327532,-0.019480858,S,12,pPSM,SOM,aPSM,SOM,SOM,SOM,IM,pPSM
6681-1,1,bcAUYM,6s2,2269.0,None,d3,d3,1282,2269.0,-0.049476523,0.13150066,G2M,7,EPID,IM,IM,WD,aNTB1,SPP,strLPM,strLPM
6682-1,1,bcCFZA,6s2,1214.0,None,d3,d3,1124,1214.0,-0.06335589,0.1972478,G2M,1,EPID,LPM1,LPM1,LPM2,LPM1,pNTB,LPM1,LPM1
6683-1,1,bcDMPJ,6s2,844.0,None,d3,d3,1018,844.0,0.3844337,-0.034789547,S,3,ENDTH,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
6684-1,1,bcHQTQ,6s2,727.0,None,d3,d3,982,727.0,-0.08016282,0.46170348,G2M,8,LPM2,LPM1,LPM2,strNTB,LPM2,LPM2,LPM2,LPM2
6812-1,1,bcGCUJ,6s2,2421.0,None,d3,d3,1254,2421.0,-0.089086264,0.6645024,G2M,1,NMP,IM,LPM1,WD,pNTB,pNTB,LPM1,LPM1
6813-1,1,bcBGDW,6s2,1488.0,None,d3,d3,907,1488.0,0.25791147,0.11197214,S,1,EPID,LPM1,LPM2,LPM1,LPM2,LPM2,LPM2,LPM2
6814-1,1,bcDZWQ,6s2,1042.0,None,d3,d3,1029,1042.0,0.0026318356,-0.22146818,S,0,pNTB,pNTB,pNTB,pNTB,pNTB,pNTB,LPM1,pNTB
6815-1,1,bcEDYM,6s2,867.0,None,d3,d3,994,867.0,-0.13175727,-0.114377305,G1,12,pNTB,pNTB,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
6943-1,1,bcCMWK,6s2,2484.0,None,d3,d3,1256,2484.0,0.00633277,-0.05508598,S,0,LPM2,LPM1,LPM2,LPM1,LPM2,LPM2,LPM2,LPM2
6944-1,1,bcEHFD,6s2,1402.0,None,d3,d3,877,1402.0,-0.19846046,0.4496343,G2M,11,NOTO,LPM1,LPM1,LPM1,LPM1,aPSM,LPM1,LPM1
6945-1,1,bcAMDB,6s2,1029.0,None,d3,d3,1076,1029.0,0.022128314,-0.03715813,S,2,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
6946-1,1,bcEPPQ,6s2,807.0,None,d3,d3,998,807.0,-0.02187042,0.37633112,G2M,3,aPSM,aPSM,aPSM,pNTB,aPSM,aPSM,aPSM,aPSM
7074-1,1,bcDBBZ,6s2,2489.0,None,d3,d3,1229,2489.0,-0.10455492,0.48288745,G2M,0,LPM2,LPM1,LPM2,SOM,LPM2,ALNT,LPM2,LPM2
7075-1,1,bcGUNY,6s2,990.0,None,d3,d3,1055,990.0,-0.15327902,0.5082138,G2M,0,pNTB,pNTB,pNTB,SOM,pNTB,pNTB,LPM1,pNTB
7076-1,1,bcCPWI,6s2,923.0,None,d3,d3,998,923.0,0.119286895,-0.10929282,S,2,IM,IM,IM,WD,IM,SOM,IM,IM
7077-1,1,bcBOSO,6s2,854.0,None,d3,d3,978,854.0,-0.04078305,0.47538805,G2M,2,aNTB1,LPM1,LPM1,pNTB,SOM,aNTB1,LPM1,SOM
7078-1,1,bcEGPI,6s2,658.0,None,d3,d3,960,658.0,0.5010477,-0.36384106,S,5,aPSM,SOM,SOM,WD,SOM,aPSM,LPM2,aPSM
7205-1,1,bcBEOQ,6s2,2047.0,None,d3,d3,1159,2047.0,0.11417725,-0.0796541,S,7,aPSM,LPM1,LPM1,SOM,LPM1,aPSM,LPM1,LPM1
7206-1,1,bcCMVZ,6s2,1281.0,None,d3,d3,1120,1281.0,0.24629556,-0.28457862,S,1,BLD,LPM1,LPM1,pNTB,BLD,aPSM,LPM2,LPM2
7207-1,1,bcFWWA,6s2,903.0,None,d3,d3,1020,903.0,-0.01424562,0.29422674,G2M,12,BLD,IM,IM,SOM,SOM,aNTB1,LPM2,NMP
7208-1,1,bcCUCU,6s2,786.0,None,d3,d3,979,786.0,-0.09995334,-0.30390126,G1,0,NC,IM,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
7209-1,1,bcAPQR,6s2,778.0,None,d3,d3,940,778.0,-0.09129385,-0.051601134,G1,0,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
7336-1,1,bcGTJG,6s2,2492.0,None,d3,d3,1215,2492.0,0.080773816,0.07350544,S,0,LPM1,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
7337-1,1,bcGKYY,6s2,1303.0,None,d3,d3,1124,1303.0,0.07205755,0.49644914,G2M,2,pPSM,pPSM,LPM1,pNTB,LPM1,aPSM,LPM1,aPSM
7338-1,1,bcHZUB,6s2,842.0,None,d3,d3,996,842.0,-0.15615454,0.31088167,G2M,2,aNTB1,aNTB1,aNTB1,aNTB1,aNTB1,aNTB1,LPM1,aNTB1
7339-1,1,bcGJCM,6s2,895.0,None,d3,d3,1055,895.0,-0.026399713,0.29555577,G2M,11,EPID,LPM1,LPM1,strNTB,LPM1,aPSM,LPM1,LPM1
7467-1,1,bcACLK,6s2,2453.0,None,d3,d3,1282,2453.0,0.18462403,-0.17644303,S,0,LPM1,IM,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
7468-1,1,bcHEHS,6s2,1391.0,None,d3,d3,896,1391.0,-0.17099178,0.022554614,G2M,0,NMP,LPM1,LPM1,pNTB,BLD,ALNT,LPM2,NMP
7469-1,1,bcFSOL,6s2,953.0,None,d3,d3,1015,953.0,0.28878313,-0.27319857,S,3,WD,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
7470-1,1,bcAZXJ,6s2,929.0,None,d3,d3,1008,929.0,-0.27693507,0.15202925,G2M,2,WD,LPM1,LPM1,pNTB,pNTB,LPM1,LPM1,LPM1
7471-1,1,bcFWKQ,6s2,609.0,None,d3,d3,975,609.0,0.3001964,-0.07872807,S,4,LPM1,LPM1,LPM1,pNTB,LPM1,LPM2,LPM1,LPM1
7598-1,1,bcEVLR,6s2,2422.0,None,d3,d3,1201,2422.0,0.19408585,-0.16332144,S,2,pPSM,LPM1,LPM2,SOM,SOM,LPM2,LPM2,LPM2
7599-1,1,bcDBJU,6s2,1030.0,None,d3,d3,1148,1030.0,0.2977063,0.19685565,S,7,EPID,LPM1,IM,pNTB,LPM2,EPID,LPM2,LPM1
7600-1,1,bcFCJZ,6s2,971.0,None,d3,d3,1029,971.0,0.049582887,0.51125395,G2M,4,ENDTH,IM,LPM1,SOM,LPM1,SOM,LPM1,LPM1
