,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges,11_names,11_pvals,11_logfoldchanges,12_names,12_pvals,12_logfoldchanges,13_names,13_pvals,13_logfoldchanges
239,SNX6,0.13619590498248968,0.25967908,COMTD1,0.3178251305512836,0.4467189,HMGB1,0.008493333047510309,0.15622441,DUT,0.1334777349987207,0.13836275,ARL8BL,0.09212843072635933,0.8802859,ARL5B,0.001245486238936469,0.7237617,BMI1,0.4100277018889793,0.6847506,BLOC1S5,0.05971116793523277,1.0480012,VWA9,0.020119276747809594,2.0337098,STT3B,0.4528407601279091,1.839951,SORD,0.6363405885046971,2.0546556,FAM192A,0.5042573588338727,0.38564563,GOLIM4,0.5177896275925395,1.8705062,RAB5C,0.15998878333061117,1.5065157
240,FH,0.13661093331671587,0.25245753,SEC24A,0.3179371479860553,0.35644966,PSMA7,0.008749074804670088,0.23035961,DBI,0.13418667530643527,0.15359493,CHCHD4,0.09293751998487028,0.51513517,STMP1,0.0012717754761317156,0.6974674,MED6,0.4113940646646558,0.4121915,ELF1,0.059810353458907034,2.0877244,CHP1,0.020134454255254414,1.2374829,TM9SF2,0.4528407601279091,1.8448126,RNF38,0.6376192716105126,1.8308072,BIRC5,0.5059878347770544,0.61904174,NSFL1C,0.519065348597649,0.9121819,SFXN4,0.1602249656725545,2.5019317
241,RAN,0.13868071101390853,0.12131486,LAMP1,0.3187321954657071,0.17822416,SPRY2,0.0087698284068342,0.87140876,DDX19B,0.13589763936620433,0.09267734,ATF3,0.09319928490332047,2.0423744,SP8,0.0013097076957296163,1.1710335,SLC12A7,0.41341884785540484,1.115032,SST,0.060408340193233954,4.2136536,FAM133B,0.020909317604738287,0.68608934,SPR,0.4530707025402013,1.0681311,CHD9,0.6376903412391683,1.5014728,VRK1,0.5059878347770544,0.96259665,IGHMBP2,0.5215416687231254,2.1018126,TOP2B,0.1603668015366505,1.1488332
242,FBXO5,0.13987064104032448,0.41232422,SRPRA,0.3216174492045888,0.1724321,MEX3A,0.008840609944238607,0.34750807,SSRP1,0.13625372606085276,0.32365367,LMNB1,0.09340175341015776,0.66515464,PSME3,0.001417930684321068,0.4915546,PIGA,0.4147620164424658,0.99277854,MCMBP,0.06232684173312499,0.8098713,ING5,0.021041483055091553,2.5476985,GLUL,0.45531609254259775,1.0926707,TNNC1,0.6377614141987364,0.7465258,FAM20B,0.5067754464893631,1.9834648,DCUN1D1,0.5232226227470865,1.0352961,H3F3B,0.16069812092738112,0.48778927
243,RRP7A,0.1401933157804141,0.35986283,AKR1B10L1,0.32379769882297105,0.10734118,CENPH,0.008857695336197208,0.4037715,ZBED1,0.13650936426232563,1.0164205,FST,0.09518376739148833,1.8248137,ST13,0.0014235236587787148,0.4910463,METRNL,0.4150608483304249,0.94866335,HIC2,0.0632568334480762,1.5388173,TPMT,0.02112683042272824,2.0899682,ATP6AP2,0.4554314093724806,1.2472224,JAM3,0.6381168289410826,0.5919166,COX6C,0.5068542430863479,0.22444044,HSPA8,0.5244250043599474,0.12349059,MYH10,0.16107740471791876,1.2237465
244,ADH5,0.1413271880927672,0.19795482,FBXO2,0.3250257278166895,1.8403409,TXN,0.009083633225555061,0.15860206,KLHL9,0.13791899754701123,0.5944053,SEC22B,0.09549277595479304,0.43684524,PNRC1,0.0014376676838771384,0.47652215,SEC13,0.416197569392629,0.18309793,YPEL5,0.063320839288197,2.155897,SPPL2A,0.021885757156043743,1.2867482,SEC61B,0.456065945714088,0.25258887,VPS18,0.6386145493251997,1.5264674,SGCB,0.5075637021059392,1.9500853,SLC9A3R2,0.5245854288008747,2.0251496,EIF4E,0.161219810344726,1.2870913
245,AGO3,0.14184074260437857,0.4137743,GST2L,0.32538748882136936,0.25693613,SINHCAF,0.009740271391298313,0.3696732,APP,0.13803897181495187,0.33421403,CNOT8,0.09565696978691873,0.36851835,COX7B,0.0014469744008367628,0.35209012,GORAB,0.41679658092191285,1.2708083,WDR1,0.06345702940356664,0.6480647,DHRS11,0.022174759064643813,2.2338088,HERC3,0.45623908733807195,1.7966799,CHN1,0.6392547148193438,0.72845227,ORC5,0.507642563056596,2.248034,EFTUD2,0.5261910545624042,0.50996983,IFT57,0.16179038385840316,2.487325
246,MRPL27,0.14198846342406304,0.28104147,ZDHHC5,0.325946147944455,0.9354437,CETN1,0.01000705025929703,0.6250093,LHFPL6,0.1383933645623528,0.751012,TMEM33,0.09595308823446076,0.61108243,ATP5PF,0.0015153655114777658,0.4182956,COX5A,0.4173061402909243,0.14681807,ATP5ME,0.06352922797745786,0.40403563,TRAP1,0.022333791050168687,1.2806026,VPS4B,0.4564122659178852,0.7467602,CYP1B1,0.64003750434401,0.46627232,NUDT9,0.508589395943874,1.9407477,CDC25A,0.5266732315144023,1.775553,CREB3,0.16279255366274759,2.4595454
247,H2AFY,0.14235572941079805,0.35312998,TMEM150C,0.3296551829841139,0.98979706,ELAVL4,0.010215613010715633,0.87793237,DUSP5,0.1390921803008955,1.1219236,PENK,0.09659482959717464,3.0373077,CAPRIN1,0.0015391249360721152,0.5910178,IAH1,0.41784607378371885,0.3301526,NPEPPS,0.06381064564143712,1.052817,PTP4A2,0.022533974859600063,0.72747785,TMEM237,0.45647000032247,1.8370875,MBTD1,0.6402510619955062,0.22859438,PSMD12,0.5086683404540457,0.35305548,TMEM35A,0.5306194369843211,2.0230777,NCOA4,0.16307974612348874,1.5794055
248,MAIP1,0.14266745569796524,0.35584864,KLF15,0.3311380551814679,1.0221424,SMARCB1,0.010264579313656708,0.28707072,SLC35C1,0.1392129399135666,0.42433476,ATP5MC2,0.0977738990603609,0.17477533,CYTL1,0.0015538562533300641,2.0755813,RUNX1T1,0.4178760821504772,1.8197384,TMED7,0.06417398046915998,0.5632786,MRPS34,0.022554078757759558,1.1667137,TMEM41A,0.45774119543950187,1.0860778,VIPAS39,0.6403934503197489,1.4951739,GATAD2A,0.5087472913871642,0.9732582,AAMP,0.533042867175059,0.83892703,ACYP1,0.16365527695797322,2.4247055
249,COA7,0.14286191055240852,0.42557985,COL13A1,0.3339274205829105,1.3557047,NCL,0.01030428141942782,0.13351494,ARPC5,0.14069880383307545,0.15755166,SEH1L,0.09797471419086427,0.27811292,FAM89A,0.0016386149982871403,0.67023927,UBN1,0.4181462145734095,0.7789567,B2M,0.06438468466371247,2.172933,WDR43,0.023929982356451263,1.3497471,TMEM132C,0.45994156874606407,1.2984561,DTYMK,0.6417467991272712,0.60339373,TNFRSF19,0.5093001277048601,1.0811784,PPM1E,0.5332855177193457,1.7352308,SRSF1,0.16399170949515396,0.8057904
250,ANP32E,0.14288239131153257,0.19356827,C12orf66,0.33446395000525353,0.038290285,EMB,0.010338420515796181,1.3452991,CA9,0.1418288405188483,0.24919288,POLR1E,0.09802736304501047,0.26736704,MSX2,0.0016613287099384267,0.7460513,CNTRL,0.4187769233231985,0.8126857,CRTAP,0.0649221148730095,1.8546625,ACAD9,0.024637589614386373,0.9438686,PFKL,0.4601735308631937,1.0860777,TAF12,0.6428160739662605,0.22427277,EIF4A3,0.509695203328878,0.29208437,P4HA2,0.5340947559906745,1.9677298,CAND1,0.16423233731753462,1.1515696
251,PRDX6,0.14300532318988213,0.17873491,PYCR1,0.3362352687054715,0.25421372,CDC5L,0.010431227030600562,0.28575826,C14orf2,0.14263323581218765,0.10541755,BAG3,0.09920103199481917,0.3594676,PSMA5,0.0016939182721123498,0.5716833,OSR1,0.41934804665104863,2.887901,OSTF1,0.06569392991537046,1.503552,SBNO1,0.025064184740851175,1.4860699,RDH10,0.4606956848724668,0.92571014,RNF165,0.6430300178572017,1.4363629,HOXB5,0.5116729850649316,0.29348326,BTG1,0.5342566780227073,0.17058738,TAF5,0.16495581665329884,2.4338548
252,GORASP1,0.14316423030365497,0.7027581,WNT3A,0.33715492668457137,0.71260333,NME3,0.01069190910940891,0.74739045,SMC6,0.1427563517942097,0.69094217,SLC35B1,0.09925420632559065,0.41814458,CSRP2,0.0016940869031968277,2.6637356,RHOBTB2,0.420612153909776,1.009642,NDUFS7,0.06582605298325583,0.5738213,SMIM4,0.02516721916072939,1.1623427,RALB,0.46133432275778796,0.9143347,NRBP1,0.643243991354274,0.95760506,TCF25,0.5133374119880258,0.9387716,MRPS23,0.5343376483310553,0.56236106,PHF21A,0.1653910544625049,2.5244448
253,TPM1,0.14341054728022165,0.15704207,HDGFL2,0.33794903189219416,0.21924326,ZNF326,0.010719339374906604,0.3049551,DUSP10,0.1439052400818793,1.4838784,CCT6A,0.09955434169877453,0.15430114,CAPZA2,0.0017117090854461242,0.6253189,MED21,0.42070253282384984,0.7077678,AKIRIN2,0.065999796805166,0.5774973,TMLHE,0.02563542381604919,2.038441,VPS8,0.46162477613486785,0.78145087,SPSB4,0.6437433778982422,0.7098411,UQCRC1,0.5138134798193931,0.39811033,SMAD2Z,0.5354718826626292,0.52965105,CNOT7,0.16553632561662512,1.7222795
254,RNF20,0.14427005864043513,0.25062647,CCDC134,0.33841546564756686,0.3608752,UGDH,0.010998440226285319,0.40663645,ARL3,0.14424011271658352,0.37208608,KTN1,0.10447076942093753,0.66191345,EIF5,0.0017253791612417244,0.3710568,ARL2BP,0.4214862942365567,1.359452,RPL11,0.06634841822200752,0.3345077,SNX20,0.025717941836587023,3.6684716,CIAO1,0.4630785739251275,1.0799086,PEX16,0.6443143024070803,0.7285496,CTNNB1,0.5139722201328805,0.2406379,CMC4,0.5359583542102202,1.6831071,RBM26,0.16568169276370004,1.1508033
255,HADHA,0.14472973165516645,0.2900034,ERP29,0.3392220969746651,0.15132001,RCN2,0.011032604023151954,0.4503958,EIF4EBP2,0.14493033753381943,0.2349986,MAIP1,0.10555803793300401,0.3414875,CTNNB1,0.0018522725008614691,0.31424487,KCNJ2,0.421516456000837,1.7397261,TCF12,0.06642331982987958,0.5251941,SGK1,0.0272864855324799,3.7632794,PUM1,0.4633114181912946,0.61566097,ZW10,0.6454567808174818,1.4602695,OSGEPL1,0.5143691825063128,1.8965598,HS6ST1,0.5363639170896692,1.7013599,SRSF2,0.16602125625032127,0.8681064
256,RAB11B,0.14593845969548722,0.24077411,HS6ST2,0.33924334075739626,1.3249258,SERBP1,0.011052072516542428,0.11307449,ATP2A2,0.1469595215639646,0.24247856,POLR1D,0.10559358770650791,0.35966384,RPIA,0.0018548369957523396,1.3861121,BICD2,0.4217276237969618,0.98065495,LDHA,0.06696634630872737,1.5635177,NDUFB1,0.027684278278635566,0.5600916,TFB2M,0.4645932272438883,1.0142161,N4BP3,0.6455996495374795,1.4426569,ING2,0.5143691825063128,2.1400595,WDR5,0.5369319644486357,0.4010538,CDKAL1,0.16640996945734166,2.3992593
257,VOPP1,0.14664754595415394,0.98460954,FBXW11,0.34356278623774883,0.27713892,SPARC,0.01110458758008731,0.3784981,MATR3,0.14839409678188656,0.353231,BUD31,0.1066030781018197,0.31771988,ANAPC16,0.0018575882883634701,0.45952854,ARL14EP,0.42175779568836747,1.2066598,AHR,0.06706699590576798,3.799311,TUBA3E,0.028261806136922356,0.60556954,DYNC1H1,0.46470985309605684,0.6375527,THOC2,0.6467430697366967,0.42414847,RAP1B,0.5147663042244965,0.28446823,NUP88,0.5376627552315953,0.87156135,GNG2,0.16645860668400025,1.4669713
258,FLI1,0.14693505605237187,2.024273,ANKRD44,0.3458592809876906,0.61076975,OLA1,0.011524380081475738,0.3310705,TFG,0.1490230879370893,0.1613852,CHCHD3,0.10856709199037295,0.23259021,DUSP7,0.0018728799942961307,1.8079953,RASL11A,0.4219388536167291,0.43496808,SLC25A3,0.06782584352021044,0.662178,NTPCR,0.028882882616133206,1.4037573,MARCH5,0.4653515863096692,0.55596316,STRADA,0.6467430697366967,0.46106377,MRM1,0.515640532471336,1.8377757,FH,0.5378252209936976,0.41502568,IVNS1ABP,0.16714065052814098,2.3910873
259,TLE4,0.14707111988243268,0.54535145,KDELR3,0.34760423836054544,0.6148629,FAM192A,0.011604816113120784,0.3884553,COX6A1,0.1492077227280627,0.10503492,ATP6V1D,0.10955193369911426,0.59448206,EIF3E,0.0018961279863078024,0.5433158,GRK3,0.4226031224392721,0.85113496,OAZ,0.06796148634554537,0.85140115,PITRM1,0.02912036498851558,1.9577762,COPS9,0.4658186105851655,0.41112587,MCOLN2,0.6469575540203656,1.4550817,ACBD5,0.5157200459565534,1.8670675,MYO9B,0.5379064631170344,1.9840593,SMC6,0.167971667137497,2.775438
260,HOXC12,0.14714966205927907,0.62897015,PCSK5,0.3494089032071951,0.5073992,YWHAZ,0.011673754312627727,0.18985607,TIMM44,0.14923957395139834,0.10377873,CORO1C,0.11014411943924979,0.260336,ACAA2,0.0019255132067642446,0.6908561,CENPF,0.4235704244582509,0.34496883,TXNDC17,0.0680888540333082,0.797926,GSTA4L,0.02913709333890037,3.6612124,DYX1C1,0.46751375423004937,1.9205413,TMEM79,0.6472435786876362,1.435437,SYF2,0.5177099489222835,0.44492513,FPGT,0.5386379193580603,1.6028022,AKAP12,0.1681676505734886,1.5985417
261,HSDL2,0.1471653743424794,0.43134323,LIMK1,0.3502971995329527,0.6426101,UQCR11,0.012034788377335104,0.32702115,EPHA1,0.1504665904282466,1.879555,TPM4,0.11091826666271837,0.26980266,KRT14,0.0019767791817461885,4.1168356,MINOS1,0.4236611753972602,0.15023528,CDCA9,0.06831008964135561,1.4487338,MBLAC2,0.03004419840742451,3.4447649,FYTTD1,0.4688020027315609,0.45400998,ELOVL1,0.6484597644090324,1.4499122,TBCCD1,0.5177896275925395,1.7871366,ESS2,0.5390444993488037,1.977373,GPX1,0.16856013238015866,1.5194068
262,BCL11A,0.14787375555331506,0.9587199,ZFAND6,0.35354835142927155,0.33216816,DLGAP4,0.012190010481855454,0.5367464,RPL29,0.15086445292373885,0.0630015,DHODH,0.11128312027787261,0.46120745,INIP,0.0020656209896334024,0.8728587,PSMC2,0.4244784456337005,0.18232356,HOXD11,0.0686259435224098,0.8248179,BBIP1,0.03043288132215158,1.2338916,ACOT13,0.47020960216881924,0.96752757,LETM1,0.6505365985210168,1.4110152,PTGR1,0.517869312606614,0.90049404,S100A10,0.5391258337993774,0.84240216,RAN,0.16905170087342192,0.6430798
263,POLR2K,0.14794736616411877,0.3080519,CEP112,0.35422488355534054,0.59400207,KIAA1143,0.012195874829883132,0.6441118,CPNE2,0.15177225376369413,1.1070762,SAR1A,0.11457164895038596,0.22170761,RAB5A,0.0020708877615952864,0.74917257,NFYC,0.4254482545299595,0.2797328,ELL,0.06864305084228767,1.1334884,COMT,0.030637571565380013,2.3334193,RCBTB1,0.47209002725262417,1.6872582,LSM4,0.6506799287728608,0.48546302,STRADA,0.5185867630891171,0.6081256,TMEM68,0.5405909046468527,1.6192342,PSAT1,0.16969234664845645,1.3207221
264,NTM,0.1482684249048241,0.57071155,CHMP1B,0.35686239013526055,0.47252068,TRIB2,0.012381886018664346,0.58248836,TOMM6,0.1533009931956653,0.09952115,SUCLA2,0.11500569549814041,0.6947829,CCND1,0.0021673978934575117,0.6691811,ADNP,0.42578192488394584,0.32968143,MKP3,0.0689601689421643,0.88854647,GMPR,0.030896195858754163,5.2441115,NUF2,0.4722076912388561,0.529136,MRE11,0.6507515987436248,0.60321665,TDRP,0.5186665115026972,1.7930617,RFC4,0.541487204564956,0.600402,GTF3A,0.1702853260184386,1.3755268
265,CBX1,0.14906546593571368,0.24075444,IDH3A,0.358004378773526,0.16480313,H2AFY2,0.012583214328741195,0.469816,SWAP70,0.15390010475275767,0.88228714,NTN3,0.11514703879256097,3.0500069,UBE2E3,0.0021796941771834197,0.9232344,CRCP,0.4266319564563018,0.50421053,TRA2B,0.0689601689421643,0.6451872,COX7A2,0.03154425143340856,0.5694183,LAMTOR3,0.47273737905860336,1.165388,CCND1,0.6510383109124589,0.23060928,NUBP2,0.518985568510737,1.8554509,ADGRL2,0.5415687231510933,0.6929207,DAP,0.17038430669582239,2.3559542
266,HIC2,0.14967467468951268,0.5842,SLC37A3,0.36041665275567114,0.74881476,HSPA9,0.01280809462910816,0.24760291,KIF21A,0.15718730544428874,0.95054615,DDX1,0.11623338801754601,0.25928742,TBCA,0.0022351701062510365,0.43072274,CCDC92,0.42684461884274294,1.3171438,GDI2,0.0690288930362871,0.41496173,FAM126A,0.03160251622805402,1.6869649,FRZB,0.4735619876609426,0.94584525,TMOD3,0.6511099970232892,1.3878871,NECAB3,0.5191451350171095,1.8492715,AKAP1,0.5421395247352265,1.665258,RBFA,0.17097909625384677,2.3383157
267,MAGOHB,0.14977550915000004,0.16577618,C3orf70,0.3607699834568071,0.7520058,GDF2,0.013048195191879705,3.96914,DTNBP1,0.16433178536957682,0.69355714,VPS41,0.11641431232853247,0.7288627,DYL1,0.0022430129707054244,0.42949927,ANKRD17,0.4272093266527559,0.7671851,CTSV,0.06958936452760381,1.1169254,RPL26L1,0.03204018195546278,0.19223596,SELENOS,0.4736798534286931,1.1450298,UTP3,0.6514684759609315,0.33033353,CWC15,0.5193047268508509,0.31164217,CTHRC1,0.5421395247352265,1.8761675,PEX1,0.172822819358467,2.4698832
268,MBTD1,0.15011022579933855,0.29366258,RNF130,0.36111247974237204,0.18044142,MACF1,0.013948649990575943,0.73590726,ND4L,0.16641139663367743,0.24666536,VDAC3,0.11974818229139325,0.23925973,NUCB2,0.0022484742312969073,1.1532465,MESD,0.4277567286528783,0.62351567,PPCS,0.06973656417633411,0.90812385,EIF2B5,0.03252438650885563,1.1783184,MRPL48,0.4739745884054367,0.78720015,GTPBP10,0.6521856755275742,0.93539417,POLH,0.5194643440063064,1.832657,ABTB1,0.5425474237814011,1.8948227,GTPBP4,0.1734239648072332,1.1828501
269,CSRNP1,0.15133170087890563,1.9797003,MB21D2,0.3649712600557171,0.9489314,XPO1,0.014095469994659927,0.2610596,EEF2,0.16761157803021265,0.05409309,FAM174A,0.12051288010896792,0.5174443,ZNF593,0.0023482007533356876,0.5131096,PODXL,0.4283349846996257,0.5791139,chPKCI,0.07067769564132678,0.45773405,TPRKB,0.03301018904196604,1.277515,PGRMC1,0.4752135753347626,0.5505111,ZFYVE1,0.6526161497599434,1.3644434,SUPT3H,0.5225819315834015,1.8240296,CNMD,0.5440171257768991,1.624006,EIF5A2,0.17447972736067796,0.5476402
270,FKBP4,0.1518245511016035,0.14995942,CHIC1,0.3652494593986968,0.7104507,PSMD13,0.014351666763124547,0.35186714,B3GNT7,0.17090500023663768,1.9033353,PPP1R12A,0.12106062106454987,0.5557774,P3H4,0.002362119679494944,2.3126457,PAPSS1,0.4292794309044492,0.57630575,COX6A1,0.07185984997547644,0.44859648,MRPS5,0.03367704956122638,0.76384735,ACAT2,0.47550883395731247,0.39211902,GRSF1,0.6526879067191778,0.4627096,MANEA,0.5229022267783736,1.8162268,RNF20,0.5454069932367492,0.856424,TOMM6,0.17468136793614708,0.6860908
271,GEMIN4,0.1518352787950353,0.3847884,UNC45A,0.3678821826610973,0.5668796,BCL7A,0.014485993199734528,0.9418279,NDC1,0.1712864762574916,0.29096106,SLC16A9,0.12197974545086965,0.76983637,DCTN3,0.002452199208753131,0.51045334,RARB,0.42940138302970166,1.2263956,HNRNPM,0.07212671842098646,0.6886294,SLC16A10,0.03397180797297138,3.1768003,PRPF19,0.47562696557591233,0.5889245,SRPX,0.6529031968778441,1.3642331,RAB5A,0.5248261125846199,0.47262385,NSUN3,0.5454888049865176,1.5691868,U2AF2,0.17548967001024618,2.2976253
272,PRPF38A,0.15250690565925257,0.4789462,PHF20,0.3699990912517993,0.650643,DDX19B,0.014810994149454753,0.17509687,H2AFY2,0.1725626675448536,0.32666236,RAP1GDS1,0.12308759287072435,0.5317222,SRSF1,0.00248771120356379,0.31196797,ERGIC2,0.4295233552853486,0.5551989,PAFAH1B1,0.07243014996237547,0.64185935,YWHAG,0.03415355431046303,0.49406374,THBS1,0.4768683188249335,1.6312155,MPDZ,0.6539082662857395,0.6114618,CNIH4,0.5248261125846199,0.92102146,ACTR8,0.5457342767630673,0.8105145,SSR1,0.17554028137886624,1.0394003
273,NCDN,0.15278157793149338,0.53708106,RNF122,0.3710884799661096,0.536444,PDGFA,0.014845851235427211,0.34774733,DYRK2,0.176759402970869,0.7656348,ARFRP1,0.12413981146989177,0.9099075,KPNA2,0.0025596579819702437,0.8181601,MRPL13,0.42964534766939033,0.29678226,EEF1D,0.0725374926523652,0.27130154,TFDP2,0.03446636287192836,0.6450708,UMAD1,0.47740086991461284,0.9896897,DUSP19,0.6541955443939147,0.6997635,SRSF4,0.5257894128184095,0.86416686,C12orf4,0.5465529114911485,1.64069,PSMC2,0.17554028137886624,1.1889955
274,SKAP2,0.1560084802876756,0.18863794,ANAPC13,0.3711446879184721,0.49628156,PARK7,0.015005365293461078,0.34844545,JCAD,0.17724486753808566,0.4505894,NOP56,0.12413981146989177,0.17024556,TNFRSF19,0.0025988362350758856,1.2335413,SEPT7,0.42979786645194873,0.16265784,HSDL2,0.07293219723673289,1.2771393,SRSF11,0.035251722787649875,0.5973368,LMO4,0.47793374625624874,0.32530436,RAC1,0.6542673719272543,0.4769615,PHF12,0.5260303790535977,0.8724552,TMEM35B,0.5468805356148089,1.1056917,WEE1,0.17559090363494578,1.5108038
275,TRIM71,0.15610706630221657,0.25456548,AMER1,0.3720447335504953,0.8657957,DUSP14,0.015016816713757817,1.325828,YTHDF2,0.17970175019373136,0.1561732,MORC2,0.12489733947422182,0.62113774,CWC15,0.0026188817104436123,0.5731905,ISOC1,0.4310497061651427,0.8626208,HNRNPA3,0.07405401037637119,0.34626842,PHF20L1,0.03626368434605013,0.9443995,WDR35,0.4779929748074645,1.6456571,ATM,0.6544110365975078,1.3593715,RSL1D1,0.5277187216777987,0.5619317,HIF1A,0.547208256938307,0.49105176,TPM4,0.1758948658677133,1.2288638
276,MTPAP,0.15616733657404339,0.36871895,RND2,0.3736682221695129,1.3248513,SDC2,0.015430617390200962,0.9295636,NDFIP1,0.18249497178913432,0.19070467,SDC3,0.12499010844165827,0.3423125,SMDT1,0.002642869250717738,0.8412719,DR1,0.4311413871451496,0.5399917,SSBP1,0.07436405617685735,0.5730332,NDUFV3,0.036288918759313275,0.9195895,ZMYND8,0.47805220737146004,1.675174,PTGES3L,0.6549858232427321,1.6982534,FARSB,0.5279601388128582,0.696128,KLHL24,0.5480279851638523,0.53189707,RHOT2,0.17619922031724022,2.4186728
277,TOMM20,0.15662816451762204,0.16133584,NUP188,0.37400700001122644,0.23394273,AARS,0.0155783467653791,0.39181468,CCDC12,0.18351254026165842,0.18442327,HNRNPH2,0.12568176417761617,0.12589417,H-RAS,0.0028046836425981584,1.1454624,NUP58,0.4317834705590986,0.43307796,PPA2,0.07508855340653173,1.4756922,CCNC,0.0371712933569722,1.6221344,MCFD2,0.47894117718240437,0.9976609,USP48,0.6557764887698487,1.3662281,NTPCR,0.5286847277802331,0.8704576,DGUOK,0.5484380767222774,0.33603466,C26H6orf106,0.17762473379040167,2.2592976
278,FZD2,0.1596431426678231,0.88237935,DDX47,0.37522817284348653,0.29740605,DDT,0.015757631316939594,0.44314045,MAF,0.18436247510119352,1.2450593,TMEM171,0.12587409507275596,1.3479922,ATP6V1B2,0.0028162163876684645,0.9873592,PRNP,0.43193642919326003,2.7069628,ATP5PD,0.07539289330182843,0.5310676,SLC41A3,0.03719190925407895,3.115491,FAM122A,0.47894117718240437,0.8148291,SIRT1,0.6558483866020477,0.681661,ITPA,0.52989350007479,0.5892443,GADD45B,0.54909453829025,0.93460983,RAB6A,0.17864820316675656,0.8827793
279,SSB,0.16001680076243208,0.17331699,RAB11FIP4,0.3784625220645573,0.62588173,CCT2,0.015827636612204644,0.24785593,COX7C,0.18459410088776473,0.073230766,NDUFB10,0.12599660679141939,0.17788045,COPG1,0.0028663295912026558,0.9450807,TMEM59,0.4320588187003205,0.6822279,PIN4,0.07580952422070544,0.7039274,SNX2,0.038627457175430154,1.4351214,MYCN,0.47935633846890824,0.43593228,VAMP1,0.65707113717711,0.69398886,TACC3,0.5304580740541627,0.4444418,QSOX1,0.5495050235364978,1.6104082,NDUFB10,0.17916158011004713,1.0262725
280,CNOT2,0.16007262729351468,0.44013163,NLE1,0.3789406100248587,0.5768956,FBLN1,0.016009440354591186,0.58052963,GSTO1,0.18671104675036365,0.31414136,DYNLL1,0.12665743174263372,0.503851,PSMA2,0.0029919270805338826,0.57546425,CHAF1B,0.43254857757247733,0.876567,TTLL5,0.07613486770311612,1.4201373,SLC25A3,0.039471039759660334,0.48634374,DNM1L,0.48042479732180676,0.46344483,PLXDC2,0.6576468672972373,0.6329603,SYT11,0.5307808248275663,0.55031466,BRCA2,0.5499156600217452,1.5675062,SRPK1,0.1794701323997736,2.2221177
281,SEPT7,0.16233471060397664,0.13380784,ANAPC1,0.38662894961406,0.21804464,RRM1,0.01605330811079339,0.29527634,PRKCI,0.18798070139835787,0.3384816,PXYLP1,0.12802262320893373,0.8230835,IDH2,0.00300758255354416,0.83866376,PLPP3,0.432824208121634,0.52689195,COX6C,0.0766109776780191,0.5292397,SCAMP4,0.03948188612188687,1.6926651,RORA,0.4806624087533964,2.1380594,TMEM41B,0.6577188478537542,1.3361663,COG6,0.530861528089741,0.84048414,PACSIN2,0.5522180145510109,1.5444875,PLCG1,0.17983060915600724,2.5685477
282,UBE2H,0.16438145016200179,0.25808078,SLC19A1,0.3876789119431937,0.21419774,NUP93,0.016165790544049527,0.37129316,ARFGAP3,0.19073813864277833,0.4315428,MDH2,0.12938731266424613,0.18376823,RAB7B,0.003027041709115239,3.0496266,RWDD3,0.4355246133868166,0.47884554,CNOT2,0.07679834888991398,1.1358321,IRF2,0.03951986831636092,2.8877056,RAD1,0.4817324520665345,1.1325053,AXIN2,0.658006801813889,1.3143754,RHOT1,0.531588137532147,0.8331766,KLF10,0.5535357669648906,1.5734451,ACAP2,0.18024324116209411,2.2367616
283,PSMA5,0.16482051666763398,0.19162063,KDELC1,0.3880716511348885,0.19107923,HOXD13,0.016834871314258475,0.8398305,BDH1A,0.19208178134460374,0.250501,MRPS23,0.12958403927215628,0.36628184,AP3S2,0.0030808563296361425,1.0835173,VPS29,0.4387284970044417,0.21003225,SEC24A,0.07694851468103311,1.4036692,NDUFB2,0.039802993918064494,0.7665309,POLA1,0.48244653360055934,0.52026296,CPSF6,0.6590870808300657,0.38321897,DSN1,0.531588137532147,0.8915632,EIF4H,0.5536181776113565,0.16876605,SRP14,0.18044982075094074,1.0219029
284,GTF2A2,0.16490044172250617,0.22255503,SSB,0.38893884430874215,0.07470907,NPTN,0.017014987896869026,0.5691092,ABHD18,0.1924592455376407,0.7439559,FXR1,0.12973919951055027,0.4107791,DGUOK,0.003098694282606157,0.722793,PTPA,0.44089256145260547,0.63081795,PAFAH1B2,0.07707070052852587,0.6736033,PIGBOS1,0.04012081651518217,1.1298754,CHMP4B,0.48250606635228843,0.36485222,NDUFAF8,0.6599518165544014,0.48552224,TIMM50,0.5344186248332874,0.8111094,ELK3,0.5537830169314684,1.1563208,ALDH3A2,0.18065657615199637,2.3502393
