,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges,11_names,11_pvals,11_logfoldchanges,12_names,12_pvals,12_logfoldchanges,13_names,13_pvals,13_logfoldchanges
761,LPAR4,0.44551952481856183,0.43913186,POMK,0.7241709222091555,0.50819325,ABCF2,0.2341702368694799,0.21795197,SGPL1,0.5450077408969802,0.1913923,ACVR2A,0.43928568433331083,0.3162387,PFDN6,0.11182725870662355,0.33541942,NFE2L2,0.6766683831566457,0.48619288,RHOQ,0.2733689064753452,1.471526,STOM,0.39233590458307155,2.7345083,PXN,0.6815228095509156,0.6859135,LGI1,0.790225322630734,1.9350672,SH3BP5,0.7147548705710307,0.9231176,MPI,0.7172369305259593,0.71926504,AP3M1,0.3830023527684877,0.6754797
762,UBA2,0.44560909764904655,0.16078132,PSMD10,0.7242654692563482,0.044909496,IFT172,0.2350488629712073,1.1004409,LMNB2,0.5450227485574128,0.13061872,POLR2E,0.43959267174401684,0.1484105,CAND1,0.11200488073347382,0.35773903,FERMT2,0.6769739645370793,0.7420432,PUF60,0.2733689064753452,0.3433097,AP3S2,0.3933396269276026,0.5921016,DUSP1,0.6819430494262821,1.5380825,NAT9,0.790225322630734,1.9350672,RALBP1,0.7149386238232611,0.42036355,AKR1B10L1,0.7174209060306653,0.06927244,ACTG1,0.38326219461225575,0.46110418
763,AP2S1,0.44665113455323846,0.48082405,SYPL2,0.7243285029579576,1.7121782,IFT88,0.23580382662190524,0.92240024,SPATA4,0.5455031020058201,1.333953,LBX2,0.43960662864266065,0.53025824,G2E3,0.11370007796744055,0.79833233,RBM34,0.6772413918749435,1.0793773,TMEM132A,0.2738865754943097,1.4823581,GABPB2,0.3940305874572778,1.353163,GATAD2A,0.6820831513184021,0.38583916,LPGAT1,0.790225322630734,1.9350672,USP16,0.7150305066463114,0.7111227,TMCC1,0.7176969000215381,2.9788015,BRD1,0.3840423677587065,1.1779344
764,EFR3A,0.4467296235152407,0.51912993,RUNX3,0.7243285029579576,1.7121782,PAX7,0.23617354371044041,0.65797573,COP1,0.5458785242335731,0.6354903,PSMC3,0.44054232012749106,0.19393556,MYL6,0.11473624703522273,0.32234466,ITM2C,0.6773560160491321,1.2904387,SSR3,0.2743308246804149,0.57269204,TMEM242,0.39475374024564625,2.6753328,DDX55,0.6821532063746332,1.2673306,TMEM59L,0.790225322630734,1.9350672,SNUPN,0.7150305066463114,0.7225472,PCGF1,0.7179729308639067,2.402114,GFOD2,0.38430264129849223,2.074011
765,EFTUD2,0.4469651374860152,0.119274504,SCAF4,0.7243285029579576,1.7121782,C9orf78,0.23669520429201718,0.49030602,TM7SF3,0.5459686446281317,0.6076711,NOL6,0.4426272746561818,0.43545344,CAMK1G,0.11502501295743134,3.4462247,RABEP1,0.6778910276131529,0.6775797,GALNT9,0.2743555196154891,2.2096443,ARF6,0.39484812366168875,0.34041092,TIPARP,0.6825735942209208,1.2464983,ZPR1,0.7903019689620034,0.21106476,FAR2,0.7151223935990432,2.4848318,ABCF3,0.718064949328261,2.38403,GM2A,0.38438942312097635,2.060142
766,SNX2,0.4474476006938112,0.26698917,PITPNB,0.7243757794607151,0.5363362,ROBO2,0.23687208031817975,1.78239,PPP3CB,0.545998686398784,0.91478735,CHD9,0.44383323531240637,0.9062923,EIF4G2,0.11565150830591484,0.13770851,VPS51,0.6780439179125892,0.50797856,FAR1,0.275097073836008,1.0384448,C2orf76,0.39484812366168875,1.6990854,TSEN54,0.6829940805709225,1.5604273,NCAPH2,0.7904552677090957,1.8751919,LURAP1L,0.7152142846802494,2.465697,ASXL2,0.718064949328261,2.38403,TCOF1,0.3847366702761592,0.6745717
767,DNAJC3,0.4475373939454561,0.2155862,SEH1L,0.7244230570146182,0.048220072,TRMT10C,0.2369394862296681,0.36231515,MCM3,0.5464644386135414,0.11702419,FSTL4,0.4443245699461895,0.6955567,STX8,0.11584741479130424,0.6897921,POLQ,0.678235049429867,1.9843854,ABCE1,0.2755922027650587,0.4402821,CRYZ,0.39516283359230875,1.2808502,TWF2,0.6830641711979354,0.4409357,HTRA1,0.7907618895217381,1.7990091,POLG,0.7152142846802494,2.465697,LRRC3B,0.718064949328261,2.38403,PSMD3,0.384823512028597,1.0868691
768,MRPS18C,0.4478180638693888,0.17485863,MCF2L,0.7244703356195027,0.5178294,BAG5,0.23744546271887268,0.6241261,SLC9B2,0.5472010288001524,1.3404881,LEPROTL1,0.44435265558394044,0.40266052,RWDD1,0.11638919891288294,0.40704903,KCNT1,0.6783497382790161,1.9581686,ACTR6,0.276137546482778,0.45226362,ATL2,0.39585572897747257,0.7574497,LHFPL2,0.684045726645026,1.25341,TNFRSF21,0.7909152125759972,0.53551304,RPF1,0.7152142846802494,0.28684038,DGLUCY,0.7181569718823771,2.3661683,TOP2A,0.384823512028597,0.56541497
769,PCBD2,0.44828981444540505,0.5500987,FOXN2,0.724675221714659,0.4924539,YY1,0.2374539021225327,0.3525726,RRAD,0.5477124207574289,2.2308035,EFHD2,0.4443807422348164,0.6934098,BORCS5,0.11667443138035333,0.7626711,PTDSS1,0.6788850513926418,0.9762273,LYPLAL1,0.27713096488766065,2.1451273,UBE3A,0.396360113539897,0.5520074,AUP1,0.6846068553681035,0.6836709,RNF114,0.7909918771376407,0.5869419,FAT3,0.7152142846802494,2.465697,PIAS4,0.7182489985250422,2.348523,C1orf21,0.3852579005458474,2.036377
770,SF3B6,0.44854827360028515,0.13660169,TMEM9B,0.7251481110155062,0.09025233,EIF2D,0.23747078156557166,0.40644622,HOXA6,0.5478628751152672,0.44517952,RFNG,0.44508323769641267,0.56134516,PRKAG2,0.11716467834537171,0.44728258,TMEM132C,0.6790380277683301,0.2745242,DTNBP1,0.27750412380021683,1.3245738,SNRPD3,0.396644000275751,0.16855887,HOXD8,0.6846770087074985,0.26300275,TMEM135,0.7911452123264261,0.4809211,DIPK1B,0.7152142846802494,2.465697,CHST9,0.7182489985250422,2.348523,ZDHHC6,0.3853448141965463,1.1989024
771,TIMM8A,0.449076692259325,0.08550065,KANK1,0.7255895689602859,0.23488088,IFT22,0.23766495608732274,0.57346153,IP6K2,0.5490672449346298,0.3827568,FAM18B1,0.44634932385992154,0.24616484,GBA2,0.11721924991308348,0.9491629,TAOK3,0.679344020179488,0.57943964,CCDC58,0.2780520423377988,0.58462244,CDCA9,0.39667555081937056,0.9168953,GXYLT2,0.6855190608047688,1.2505099,SH3GLB1,0.7918353206168629,0.20021212,DMB2,0.7152142846802494,2.465697,MMADHC,0.7188012441726256,0.35726628,RACGAP1,0.38569258860552,1.0814946
772,EIF3E,0.4496729921051904,0.10842101,WDR44,0.7271985074173914,0.16912282,RBBP7,0.2381297411184089,0.60558593,NREP,0.5496247074181219,-0.11404217,DAP3,0.4476597642175568,0.34070146,FBXW2,0.11813629309103578,1.220675,ANGPTL2,0.6800326962436658,1.1008365,FAM173A,0.2786256532107799,2.2392642,NDUFS5,0.398349896155047,0.32994235,POMC,0.6868531088071084,1.2556361,ERO1A,0.7918353206168629,0.6213301,ZNF608,0.7153061798887231,2.4335585,TBC1D5,0.7193536367021685,2.3713346,DPH2,0.38577956215660103,2.0418427
773,GTPBP4,0.449898127523773,0.089891925,ADRA1D,0.7272616276140271,1.0016378,NUP88,0.23905275587108088,0.3731819,GNG5,0.5497000615794967,0.037683945,GTF2E1,0.44770207286295827,0.32229128,NIPSNAP2,0.1184523932822757,0.32000524,ARPC1A,0.6801092322978131,0.2788309,PLPPR1,0.279350048545692,2.2529032,AMD1,0.3984131622379494,1.4739041,TXNIP,0.6868531088071084,1.2644031,CS,0.7919120093967138,1.9206823,RF00425,0.7153980792232573,2.428167,NUFIP1,0.720182500326203,0.3332157,CSNK1G1,0.38577956215660103,1.3325368
774,NUP107,0.450427447157988,0.33311462,PRPS2,0.7272616276140271,1.0016378,SNX17,0.23965534142546496,0.28758183,ATG4C,0.550589625042289,0.47033325,NONO,0.44792775734963663,0.4370217,GTF2F2,0.11846615180003466,0.3483869,CWC27,0.6802623142926724,0.16366403,BNIP3L,0.28000059420822676,0.71047515,RCHY1,0.3985397125583836,0.92835957,CEPT1,0.6872745900701219,1.2387373,P2RY4,0.7919120093967138,1.9206823,GHDC,0.7153980792232573,2.428167,GLP2R,0.7206431223379306,2.3587484,IPPK,0.3861275761399827,2.0387783
775,RBM17,0.4509007545003355,0.17546476,CRYZ,0.7272931884064251,0.27603018,PRCC,0.2396723311613319,0.24122529,WAS,0.551540279443923,0.502406,RAB33A,0.44832286070059135,1.5872902,EMC2,0.11854184604974242,0.48335323,PAK1IP1,0.6807599217541158,0.1333678,HTRA2,0.28010076945403917,1.1460788,PEMT,0.39945792613435527,1.3555477,DHX37,0.6874151054334776,0.34761557,NACC2,0.7919120093967138,1.9206823,EFCAB7,0.7155818902656769,2.3915803,TGFB1,0.7206431223379306,2.3587484,TCP11L1,0.3868241789326593,2.039448
776,NELFE,0.45112623786755135,0.5591813,SMCHD1,0.7280350001087375,0.27167806,TA3,0.24088077361637006,0.4137839,FAN1,0.551540279443923,0.49936473,HACD3,0.44835108994000095,0.2131655,FAM169A,0.11950161686570739,1.0565542,CASTOR2,0.6812959621529722,0.7915527,SLC25A17,0.28070233227619157,0.69864583,HARS,0.4013617144167022,0.4804429,PPT1,0.6874853671644311,0.68061244,CPAMD8,0.7919887001901569,1.9006466,TCTN1,0.7165931454940957,2.4335585,PAX5,0.7207352589123612,2.3411922,RNF114,0.3869113081609802,2.015106
777,VPS35,0.4512502809149874,0.1752588,MRPS35,0.7285717887597862,0.27945012,U2SURP,0.24156347302244885,0.46870115,BCL6,0.5517063494025516,0.6734589,FGF18,0.44835108994000095,0.072863296,VBP1,0.11979975416811778,0.34021714,BNC2,0.6816023432376077,1.9144187,AP2M1,0.28125453503794084,0.3899892,ZFAND6,0.402793123707768,0.646799,EPHA5,0.688258424207639,1.1727513,CHD5,0.7919887001901569,1.9006467,SCNN1D,0.7165931454940957,2.4335585,MPG,0.7207352589123612,2.3411922,DSTN,0.3869984493606291,0.5060138
778,STK3,0.4512502809149874,0.31298605,PIGX,0.7290771232287361,0.26508173,TMPO,0.24196519343378176,0.19035241,SNX12,0.5521291837613552,0.07769062,C1orf35,0.44895826268909156,0.5973173,YTHDC1,0.12048140666170166,0.36392498,POT1,0.6816789467160589,0.76778257,PGRMC1,0.2815057798654118,0.584903,ATP6V1G1,0.40282496751541685,0.21275419,IFT80,0.688891167817195,1.229036,ANKRD16,0.7921420878149921,1.8613844,DPH5,0.7166851024666199,0.69093984,F13A1,0.7207352589123612,2.3411922,EEFSEC,0.38725994478201364,2.2454565
779,FRMD6,0.45147586316575816,1.0028104,CHST6,0.7291718865544041,0.18484184,MRGBP,0.24205072647189863,0.44526315,EIF4H,0.5530962593688445,0.0051761814,DNAJC8,0.44948108693017286,0.10305085,RFC3,0.12133423247774659,0.60057753,BCAT1,0.6818321635168483,1.8476686,AAMDC,0.28165659984130864,2.050406,NRF1,0.4058570047328931,0.92551994,RARRES2,0.6891724571118065,0.4290402,FILIP1,0.7922187846449706,1.8286449,ECHDC1,0.7168690287342512,2.3661683,OPRL1,0.7207352589123612,2.3411922,CALML4,0.3881323740945408,2.2589786
780,RANBP3,0.4516676582251449,0.21968177,MECR,0.729266654017696,0.3977152,CARHSP1,0.24235882153421606,0.4345146,MED17,0.5531113765115142,0.20661512,PSMD2,0.4498769671084225,0.12187311,BTF3,0.12186788329422742,0.17111222,PSMD14,0.6821769492821571,0.1832303,TMCO1,0.28321828301860763,0.626141,TBPL1,0.40656109965545184,1.9414392,SP5,0.6897351645895027,0.8364534,ZNF830,0.7924488871966676,0.598922,ABHD6,0.7168690287342512,2.3661683,BMP5,0.7208273995413125,2.3022804,FGF13,0.3881323740945408,2.4719124
781,NUP43,0.4521642828831547,0.17741917,DDX52,0.7293140393005361,0.18489788,VPS8,0.24407548349659014,0.34689707,ZC3H6,0.5534893708925486,0.105771616,CNOT11,0.45064100813892183,0.16391583,WDR53,0.12218472459944667,0.9712277,IRAK2,0.6826750903018268,0.45874205,ARNTL2,0.28364750927547977,2.1236706,LRPPRC,0.40668919518868596,0.4796812,CNOT10,0.6907907034662285,1.2202681,TMEM101,0.7929858634201556,1.1379441,FBLN1,0.7168690287342512,0.3668075,LYSMD3,0.7209195442235667,2.3067021,PDAP1,0.38821968283444774,0.76825094
782,KPNA2,0.45232236451905206,0.14945188,NUFIP1,0.7296773608054697,0.05519345,DRG2,0.2443509398912801,0.1520827,RNPEP,0.5539431311397516,1.0952153,ATP1B3,0.45119327222371086,0.19492345,MRPS34,0.12222701870763807,0.546983,DDR1,0.6827134145710854,0.30006385,LEPROTL1,0.28372330079042507,1.027588,ATP5MC1,0.40678528264081626,0.19014336,SEPSECS,0.6912130875487452,1.2000847,NTN3,0.7936764056536724,1.8865964,PRR5,0.7171449489240029,0.963652,TRMT11,0.7209195442235667,2.3067021,RNF214,0.38830700353732206,0.9976061
783,ORC3,0.45290979822998767,0.4195489,IFRD1,0.730419989064645,0.03789218,PSMB1,0.24473004870497217,0.15571669,E2F6,0.5541549482292009,0.21850903,CTSC,0.4517175689239944,0.3244669,COMMD5,0.12237513819746391,0.64953053,DDX23,0.6827900655636177,0.4246154,PCBP2,0.2839002009847932,0.26773748,SDHAF4,0.40854928529992085,0.5442393,GNB5,0.6919877079504299,1.4808437,CYP27C1,0.7936764056536724,1.8865964,ANGEL2,0.717788906209333,0.66793257,NSUN6,0.7218412137097177,2.8520033,CALM2,0.3883943362026011,0.72725546
784,RFC2,0.4537465038399504,0.19073384,RUBCNL,0.7310205967764529,0.667045,TSN,0.24533402682268568,0.13432316,NOC2L,0.5548209170246543,0.18885082,RSF1,0.45205783741069727,0.6126822,ZNF521,0.12238925212799917,0.82718796,RRN3,0.6828667198275896,0.56178755,MRPL46,0.28425422535736833,0.9755148,RNF126,0.408581400178337,0.6896681,MTA2,0.6921285826804096,1.224209,SORBS2,0.7937531425645601,1.8670217,GPR15,0.7178809164905264,2.4204252,NCALD,0.7223022000250544,2.2778552,C11H16orf70,0.38874378647648433,1.9855571
785,RAB36,0.4538030694323738,1.0442481,DOLK,0.7310838282407348,0.6334813,WDR3,0.24579201954396324,0.2252522,TMOD1,0.5553660914531788,0.9898632,MRPL27,0.45244081258693425,0.15392691,EPRS,0.12253046140484088,0.22565623,SBDS,0.683135035504024,0.23865783,PPP2CA,0.2844313495436708,0.36983904,CCNG1,0.40951338534783654,0.29463607,SBNO1,0.6924103640945862,0.69748765,NCAPH,0.7937531425645601,0.18443702,SRD5A2,0.7178809164905264,2.4204252,EFCAB1,0.7224866227962856,2.2448163,PSMB2,0.3889185833731712,0.4962868
786,HACL1,0.45399542219480504,0.8654074,RSRC2,0.7312261057148772,0.121414125,SLK,0.24582660934647127,0.9200857,FBXO32,0.5555478743919445,0.64866126,ARIH1,0.4526110826006441,0.123869255,FBXO22,0.12253752520890124,0.45824853,CEPT1,0.6839785738525577,0.79563016,NDUFA6,0.2845325968903797,0.4949143,UTP11,0.4096742001470567,0.33224285,ACAA2,0.6924103640945862,0.3547387,CCDC171,0.7938298814720625,1.8477067,ADAM12,0.7179729308639067,2.402114,SNRNP35,0.722578840229539,2.2285736,BUB1,0.38909342810364156,0.9660637
787,CRYM,0.45414254650058106,0.65290004,GALNT2,0.7312735335942334,0.65116245,TCTN2,0.24586120256192767,0.7213021,MAP3K6,0.5560630837810692,2.6027765,LOXL2,0.45276719523960085,1.8872622,LTA4H,0.12268593860588602,0.4722753,RAD1,0.6840552787347227,0.3939798,ACLY,0.28476049257360636,1.3518535,ATP6V0E2,0.4107043038321192,0.9121607,COG7,0.6928331160363885,1.1906328,BTBD9,0.7939066223754714,1.8286448,TPST1,0.718064949328261,0.16409159,RAB35,0.7234089783380778,0.669118,PLEKHM2,0.38909342810364156,2.0406508
788,ARMC7,0.45438026561475187,0.4806389,NPEPL1,0.7318901894262972,0.043281432,RASL11A,0.24689191224388563,0.304685,TXNDC12,0.5562449780312122,0.14059354,SDF4,0.4527955826226726,0.5141512,NDUFA6,0.12277080929001599,0.41895613,PHAX,0.6842086982781601,0.2734042,MTPAP,0.2852420110955113,0.87213045,SLC7A5,0.4113166551382411,1.0831524,SGCB,0.693115003827362,1.1820892,AMIGO2,0.7939066223754714,1.8286448,NRP1,0.718064949328261,2.38403,BCAS3,0.7235934977151322,2.2660487,GLT1D1,0.38961824925221245,1.999798
789,MRPS17,0.4544142312125421,0.1135477,NUP133,0.7319534459777925,0.11479291,NDUFA4,0.24730851616648197,0.075714625,WDFY2,0.5563056158965028,0.5974663,RGL1,0.45326411953850243,0.78781015,FABP3,0.12282033836520001,3.7768447,TENT2,0.6844388520306102,0.8900562,TRAPPC4,0.28567330988701267,0.67647517,MTO1,0.4115423947848188,0.8306292,SDF4,0.6932559636587661,0.82366353,STK31,0.7940601101671763,1.7912543,HSPBAP1,0.7181569718823771,2.3661683,VLDLR,0.7237780331589279,2.2129993,TBRG4,0.3900559289462914,1.1362517
790,SMAD6,0.4546180548474058,0.22884734,CD2AP,0.7320167043509032,0.07586024,MCL1,0.24756914344896452,0.39620164,KCTD2,0.5579136929760012,0.050082665,EDNRA,0.4535055937951521,1.0883455,GLO1,0.1229123623418328,0.44461817,MTRF1L,0.6847457692874896,0.7677827,SPRED1,0.28602882793687223,1.0284071,CLN8,0.4144189171924365,0.9955543,MAD2L1,0.6934674233135616,0.12650092,Cbln2,0.7942136059340087,1.7420844,CHRNB2,0.7192615610915727,2.3892603,NPR3,0.7238703069027956,2.1971056,SRF,0.39014350074042814,2.0131183
791,CHRNB3,0.45512783924060873,1.6299207,PIGO,0.7321115953252348,3.2970054,RILPL2,0.24786475341097947,0.5135381,CBX2,0.5579288742746408,0.5792321,GOSR2,0.45380398571499814,0.42433414,TTK,0.12302569654203753,1.6317579,TMEM41B,0.6847457692874896,0.76778257,PIGS,0.2862575330526381,1.2057801,SSH2,0.4156507088704795,1.7442865,DNPEP,0.6934674233135616,0.7021549,RBM22,0.7948276686392596,0.0668987,BRI3BP,0.7194457163855315,2.8741565,HOXB5,0.7242394419961778,0.17506376,PRCC,0.39014350074042814,1.2914203
792,TMED7,0.4556833037032464,0.09004543,PPHLN1,0.7325386553836184,0.09651628,CEBPZ,0.24856999571969174,0.33109584,SLC15A4,0.5584299698274555,0.32576302,UBE2N,0.45398876000379407,0.12223038,ACAT1,0.12360070385026367,0.6015835,NELFCD,0.6851678655081228,0.3632743,MSMO1,0.2866644248775527,1.4478174,RPP25L,0.4168521601830515,0.69703555,CRNKL1,0.6938199091225417,0.4749665,YIPF2,0.7949812041967059,0.89387155,CCDC126,0.7198140758223518,0.6695656,MLYCD,0.7243317357928807,2.8149977,TCF12,0.3904062878230983,0.49435315
793,TFAM,0.45574000519140956,0.08631184,BRMS1L,0.7325861116164598,0.19564712,CEBPG,0.24865715990421078,0.4359981,YAF2,0.5587337705235051,0.11481214,RNF10,0.45432999320257106,0.3531224,SRP14,0.12400659465356512,0.3278624,TMOD2,0.6855516746554249,1.7042602,AHCYL2,0.2875303662356218,2.1618493,USP12-like,0.41913077095449536,1.1097296,GFPT2,0.6938199091225417,1.1403109,TMEM120B,0.7950579749537005,0.61248857,SPCS1,0.7198140758223518,0.43968523,TMED10,0.7244240335964778,0.5011261,FNTA,0.39058153895597536,1.9917592
794,SWAP70,0.45603491691603903,0.39807403,DPH2,0.7326335688717391,0.22769466,PPP1CA,0.24885771864602546,0.12503177,LRWD1,0.5592656148632884,0.06572107,RCN2,0.45581033982601693,0.14777376,BRT-1,0.12422063875903139,0.44759306,KIF21B,0.6857819991050436,1.0296781,FAM118B,0.28806609318908816,1.5880487,MRPS33,0.41932642075791915,0.43969417,GNLY,0.6941724611864284,1.2039719,RPP25L,0.795211522420687,0.3640119,MCRS1,0.720182500326203,0.23995489,LARS,0.7246086412194555,0.35167682,SLC16A1,0.3906691824440036,0.7531878
795,PTPN11,0.45619375998643774,0.62010884,UBIAD1,0.732839228788719,0.12237534,ZCCHC7,0.24898857874962244,0.6496561,TBL2,0.5594480180440609,0.28913775,ANKRD54,0.45599557377421174,0.7330166,SUCLG2,0.12446357040776333,0.53553694,CAMKMT,0.6863963403308984,1.0749209,DRAM2,0.28832143770827035,0.9073992,NPM2,0.4201422061752511,2.3200333,SURF6,0.6943840241988639,0.4033891,ERLIN1,0.795211522420687,0.33827502,MED28,0.7204588613575027,0.37224835,SLC35E1,0.7249779044942422,2.2379882,NEMP2,0.39145851137911847,1.956741
796,ELMOD1,0.45653424274074905,1.1416008,DCLK3,0.7329499766902594,2.2263546,HMGCR,0.24941639033673235,0.19434644,FAF2,0.5597672930545569,0.2609143,COL13A1,0.4561523432581075,1.3448515,YIPF5,0.12491468776853971,0.40383154,DCP1B,0.6865499580373471,1.2677768,BLCAP,0.28875587352168053,0.543473,TAOK3,0.4205667828264922,1.025017,PIK3C3,0.694736682129316,1.1774129,VASH1,0.7954418584930233,1.8532912,KIF11,0.7205509898192387,0.6533124,CAPZA2,0.7252548939369555,0.36669216,KLHDC4,0.39145851137911847,0.9694812
797,KDM5B,0.4567272463569896,0.100270614,AHSG,0.7335354507634901,1.7338156,KPNA6,0.2498534620652516,0.5107521,MIB1,0.5607865226968605,0.30981046,ROR1,0.45635191188573954,0.9119592,PCNA,0.12566217752642755,0.18923889,SGMS1,0.6865883644874247,0.9057111,CSTB,0.2888581577937387,1.1731151,DNAJB12,0.42076282622737615,0.7615157,BNIP3L,0.6952305142281439,0.19954748,EPC2,0.7954418584930233,1.8532912,GOLGA5,0.7206431223379306,2.3587484,NAPRT,0.7253472317421068,0.69666225,HOXB9,0.391546274310398,1.9752995
798,TOB2,0.45692029581796134,0.3861152,SURF6,0.7340419317399693,0.077762574,PFN2,0.25023852756645804,0.13040547,BBS4,0.5608017418827483,0.45089984,C18orf21,0.4564089405088535,0.36127463,PDIA6,0.1257702755421136,0.21954487,CD81,0.6866651798151248,0.5926031,ST13,0.2890372140141003,0.43100774,TEX264,0.4213839841629017,1.8630081,PAFAH1B1,0.695583330632058,0.15309525,MBLAC1,0.7955186411467935,1.8341564,PDE5A,0.7207352589123612,2.3411922,PCYOX1,0.7253472317421068,2.163368,PUS7,0.3916340491827801,1.9822152
799,TMPO,0.4574088019721996,0.08622178,ADGRL3,0.7340735906463172,1.5965356,UBAC2,0.25096602897118037,0.50088704,ANKRD26,0.5614259006236467,0.6466242,BRD3,0.45659431120165783,0.68285674,SEMA5A,0.12586401907913972,1.4173714,CFDP1,0.6870493049817222,0.34588736,GSDME,0.2892163450028443,1.0272161,UQCRH,0.4216784045339552,0.13834894,CLNS1A,0.6956539018248077,0.19410717,TMEFF2,0.7955186411467935,1.8341564,MAPRE3,0.7208273995413125,2.3116612,PARN,0.7253472317421068,0.86879444,ADSS,0.3917218359956758,1.3901894
800,HS2ST1,0.457943085834558,0.6452266,BAP1,0.7341210798534985,0.30982548,NF2,0.253069122527269,0.3662498,L3MBTL2,0.5620351596012253,0.2364925,CBY1,0.456722669543425,0.29316807,STUB1,0.12590008877633085,0.48980948,VEGFC,0.6871645582947801,0.8891943,CTGF,0.2892931383157241,1.4521836,RPRD1B,0.4221038913153071,0.408034,ACBD5,0.6961479739529571,1.4872895,RNF24,0.795595425780877,1.8152701,ARL6IP1,0.721196002577966,0.63963443,PENK,0.7255319193314215,2.0764375,ASNS,0.3917218359956758,1.2621253
801,CSNK1E,0.458568756043065,0.26394323,RNF11,0.7341685700777234,0.09998329,PTP4A2,0.25318386773557255,0.1457074,MFSD13A,0.5624465899314162,0.65459234,TMEM88B,0.4568653137033707,2.621915,UQCRB,0.12595059987988247,0.3981336,PANK2,0.6872798188788931,0.49214253,DIABLO,0.28960044890861036,0.77127683,ZCCHC9,0.4229883983048812,1.2571772,SLC35B3,0.6961479739529571,1.0952561,MCCC2L,0.7956722123945645,1.7966257,SGTA,0.72128816346125,0.38376847,DAZAP2,0.7256242691131314,0.23534983,MBNL1,0.3918974454406502,1.9194206
802,ETF1,0.4587053295703608,0.47037095,NFATC3,0.7350552407359253,1.2972409,KLF6,0.2537227714884325,0.68633527,KIF3A,0.5624923133882388,1.012418,HOXB4,0.457279123289967,0.4865048,IBTK,0.12610945183671893,0.81447756,DNAAF2,0.6878562307823165,0.6229294,BCL2L10,0.28990797926049006,0.7268962,C25H1ORF43,0.4236442878094048,0.93650657,WDR77,0.6964303588044849,0.62884194,SMAP2,0.7966706181935617,0.25108206,HSF2BP,0.72128816346125,2.2400796,MINDY1,0.7259013423917473,0.68250304,ATP6V0A2,0.3918974454406502,1.9895658
803,RNPS1,0.4595252493832185,0.11833593,ZNF407,0.7355937489007048,0.4593436,OTOGL,0.25392617186721544,0.9508314,ARID4B,0.5625227966898108,0.5452922,MBIP,0.4577788288477036,0.4735067,TNFSF10,0.1264348622808948,0.84836715,ABCC5,0.6880099712754086,1.85468,VPS36,0.2900105382160456,3.2002094,MCM3,0.42620793620457387,0.38310802,DNAJC10,0.6967127857368494,0.6433525,ORAI2,0.7969010668605755,0.5613885,ARL8BL,0.721380328391745,0.6599804,UBE3C,0.7259937081250236,2.7353563,MIB1,0.3919852680715481,1.9298083
804,CENPP,0.4597303574960564,0.40978274,ODF1,0.7363542169246197,1.0235373,DBI,0.2555752322900009,0.07173075,MARCO,0.5625227966898108,1.509167,HERPUD1,0.45825026036803296,0.54616773,SIGMAR1,0.1264638192659868,0.46302864,FBXO42,0.6880099712754086,1.85468,ATP5F1D,0.29006182685134796,0.2982729,RAB10,0.42845027746109077,0.200387,TMEM106B,0.6972071340204175,1.1339072,ST6GALNAC2,0.797208359292096,1.8207312,GLRX5,0.7220255961247084,0.1371922,SORT1,0.7261784515448171,2.2427185,RAB7A,0.3921609491472078,0.7038359
805,EXOC5,0.46052848718119255,0.28583494,ACSL3,0.7372576081996197,0.18336041,ATL2,0.25593083919742,0.5079715,AFG3L2,0.5626752251603993,0.49102977,RAB30,0.45915102170378574,0.34286943,AP3S1,0.12706584266748377,0.37371385,TRMT12,0.6881252851081425,1.8306848,SLC25A39,0.2904466862221504,0.6600261,PPP2R3C,0.4285823932792787,1.2180988,FASTK,0.69840822907111,0.5725058,SMC1B,0.797208359292096,1.8207312,LRRK2,0.7220255961247084,2.3288627,SDR16C5,0.7261784515448171,2.2427185,ABHD12,0.39260036072288607,2.0044882
806,HARS,0.4607908988341426,0.122491464,CSE1L,0.7374478421507757,0.011349901,LDAH,0.25675895358657896,0.6060762,CEP112,0.5628124278277233,0.54369664,NDUFS7,0.45922255316165583,0.12972891,DCAF12,0.12721124147343335,0.6253868,SH3PXD2A,0.6881252851081425,1.8306848,MBD3,0.2904980267534306,0.8595976,CSAD,0.42864846007385526,1.6169248,AFMID,0.6994686464480468,1.1700052,ABHD6,0.7975156831586937,1.7346263,FBXO48,0.7223022000250544,2.2778552,DPM2,0.7262708292288783,0.67083853,COG4,0.3935681162753254,2.1956036
