id,Myogenesis,Adipogenesis,Angiogenesis,Apoptosis,G2/_checkpoint,Hypoxia,Inflammatory_response,Pluripotency,Cell_cycle,Er_stress,Skeletal_muscle_cell_differentiation,Skeletal_muscle_contraction,Go_skeletal_muscle_tissue_regeneration,Go_skeletal_muscle_organ_development,PSM,NMP,Neural
cell_128167-0,-0.087012365,-0.0040098573,-0.07716469,-0.03360432,-0.035282392,-0.0033261268,-0.010164625,0.034150735,-0.017439233,0.11838096,0.13633102,-0.004988759,0.07059671,0.013854111,-0.34286618,,-0.0031630297
cell_128168-0,-0.010577844,0.06608828,-0.07155973,-0.0400747,0.0673349,-0.0033191426,-0.06949773,0.09056418,0.031609684,0.084973186,-0.06570951,0.040507454,-0.012081053,-0.037306942,-0.34286618,,-0.08533665
cell_128169-0,0.0525298,0.041179895,-0.16490987,-0.03153442,-0.025350247,0.059900872,0.02435116,0.2579024,0.024626954,-0.10283242,-0.021690514,-0.010757542,0.17068678,-0.043092735,0.36421323,,-0.49641085
cell_128172-0,-0.07974013,0.16291451,-0.061558895,-0.13634957,-0.15551889,-0.07023096,-0.07710263,0.031695377,0.05170983,0.0056757876,0.0774425,-0.16612037,-0.1746977,-0.027060583,-0.34286618,,-0.030996948
cell_128190-0,-0.032153737,0.011494784,0.10812076,-0.048878696,-0.07961325,-0.0477586,-0.06695803,0.12852569,0.021032447,0.022968257,0.021368083,-0.1325107,-0.17195128,-0.07038386,-0.34286618,,-0.07241759
cell_128196-0,-0.045227908,0.051893767,-0.044294875,0.06279217,-0.09439055,-0.06705584,0.0101404525,0.2130564,-0.012127173,-0.07576483,-0.12745924,-0.07459207,-0.036841374,-0.107499644,-0.34286618,,0.3013956
cell_128197-0,-0.10513212,0.13109544,-0.12372551,0.07612967,-0.109973244,-0.046023645,-0.056412622,0.17312115,-0.11388537,-0.08901742,-0.08095805,-0.07565345,-0.18710095,-0.100865364,-0.34286618,,0.6242723
cell_128202-0,-0.062067907,-0.040164374,0.03004403,0.026932646,-0.2921164,-0.016735388,0.04164818,0.22374521,-0.1999353,0.026696036,-0.11328054,-0.13914211,0.00563356,-0.0741597,-0.34286618,,0.014561822
cell_128203-0,0.010836093,-0.014623607,0.009131102,-0.04329791,-0.14007299,0.018691096,-0.017400686,0.31521326,-0.015728548,0.005117224,0.09618372,0.058778964,-0.005195814,-0.021930823,-0.34286618,,-0.12666135
cell_128207-0,-0.083994485,-0.04184776,-0.23198588,-0.116015404,-0.1539795,-0.06926905,-0.10009932,0.2280274,-0.08727075,0.06391959,-0.043037303,3.285259e-05,0.083292,-0.02992706,-0.34286618,,-0.49641085
cell_128208-0,-0.021072472,-0.032916483,-0.1325541,-0.075040646,-0.02676624,-0.12449083,-0.09015312,0.06354812,0.18871784,0.081885345,-0.1278967,-0.01458742,-0.05458255,-0.1446158,-0.34286618,,-0.49641085
cell_128210-0,0.082597345,0.04229585,-0.085227475,0.037433088,0.09790335,0.0073834076,-0.06360605,0.18059619,0.17185351,0.014363851,-0.0857329,-0.14141868,0.15839693,-0.05076741,-0.34286618,,-0.15545066
cell_128222-0,0.02182016,0.06807002,-0.14078642,-0.048549592,0.043139473,-0.02664846,-0.07780803,-0.044296008,0.33639705,-0.038514387,-0.082164444,0.12249466,-0.06405003,-0.087261654,-0.34286618,,0.09785229
cell_128227-0,-0.03328253,0.17995343,-0.1183886,0.098656684,-0.089836314,0.08525863,-0.004713578,0.22127189,0.07852684,0.029056786,-0.00718514,-0.056458604,-0.21453875,-0.03085787,-0.34286618,,0.059408594
cell_128257-0,-0.030785482,-0.015714264,0.08866265,0.074996874,-0.24857804,-0.1186187,0.017246334,0.037820872,-0.15762568,0.06492896,0.07106466,0.014029274,-0.14223532,0.016500736,0.30854273,,-0.49641085
cell_128259-0,-0.052941255,0.107465155,-0.1310871,-0.09421961,0.03871852,-0.041297413,-0.111396626,0.032910515,0.12193093,0.026600026,-0.08825646,0.049638353,-0.11653439,-0.103790864,0.19148956,,-0.1885714
cell_128267-0,-0.09389404,0.07036919,-0.091900244,-0.021277681,-0.07128145,-0.03655683,-0.04063626,-0.085273,0.05862236,0.02187685,-0.068304606,-0.06533078,0.03655655,-0.07631531,-0.34286618,,-0.49641085
cell_128270-0,-0.062132563,-0.074243926,-0.29873154,-0.14975645,-0.4108182,-0.07364711,-0.07394454,0.08590642,-0.41669142,0.010443334,-0.062119637,-0.023050452,0.0033961225,-0.009979412,-0.34286618,,-0.49641085
cell_128275-0,0.009617376,0.062415097,0.059733965,-0.06416299,-0.014477072,-0.06092463,-0.045683466,0.25645196,0.11748309,-0.025238328,-0.11017546,-0.011191087,0.0027012862,-0.11846869,-0.34286618,,0.40907025
cell_128285-0,0.08474902,-0.02559721,0.077007815,-0.02389443,0.03766876,0.051016476,0.04461599,-0.047918644,0.06396077,0.053819414,-0.14897308,-0.11373544,0.0779565,-0.05923336,-0.34286618,,-0.15149637
cell_128286-0,-0.014900936,0.13885546,-0.20298679,-0.10827785,-0.062431563,0.0028799374,-0.095552266,0.026238171,0.028677212,0.0027615344,-0.06719442,-0.072945714,-0.05710209,-0.109217905,-0.34286618,,0.47643563
cell_128288-0,-0.052392244,0.10335433,0.01833699,-0.053493444,0.031137409,0.018054888,0.023673287,0.20119908,0.28162512,-0.05799802,-0.11117619,-0.12698358,0.084187634,-0.11183286,-0.34286618,,-0.08308735
cell_128289-0,-0.06332242,0.021305498,0.07576069,-0.035979573,-0.020519488,-0.15902953,-0.05016071,0.18493733,-0.010519902,-0.18438351,-0.14669663,-0.1542757,-0.20739394,-0.047312,-0.34286618,,-0.49641085
cell_128290-0,-0.026079169,-0.012329209,-0.2959802,-0.108018264,-0.09337663,-0.06210773,-0.0032312106,0.16124156,0.036479857,-0.022798032,-0.08382473,-0.090542294,0.0144950915,-0.06522513,0.24356093,,-0.49641085
cell_128292-0,-0.048015736,-0.0026534768,-0.07030633,-0.14339113,-0.13655843,-0.1367038,-0.025127271,-0.14449905,-0.1089727,-0.077019215,-0.058606897,0.07452058,-0.09097686,-0.024886783,0.51326823,,-0.49641085
cell_128316-0,-0.0965075,0.028188385,-0.098861836,-0.20475276,-0.1961241,-0.06925379,-0.06643282,0.20049083,-0.12356328,0.06838619,-0.11888167,-0.0263125,-0.16433686,-0.09285893,-0.34286618,,-0.49641085
cell_128329-0,-0.028103374,0.12388854,0.056668185,0.048288338,0.048001956,0.0073535233,-0.014409573,0.068918705,-0.12201279,0.070673086,0.0047728526,0.14914082,0.020468602,-0.0011730617,0.035045113,,-0.49641085
cell_128331-0,-0.0072227055,0.0061374274,-0.09161752,-0.04533935,-0.038755447,-0.042844675,-0.047386914,0.11545834,0.07006355,0.018499125,-0.025426606,-0.045071572,-0.010605889,-0.089082725,-0.34286618,,-0.49641085
cell_128332-0,0.06742072,0.081268966,-0.3015287,-0.042922802,-0.054693095,-0.13088207,0.042294968,0.17000845,-0.10000126,-0.054877862,0.003517792,0.0037210486,-0.023923773,-0.031003758,0.8751641,,-0.49641085
cell_128344-0,0.123542435,0.12828498,-0.24888453,-0.02254848,-0.13315436,0.053195395,-0.021213446,0.2615174,-0.21835287,0.058889486,0.02272248,0.001755172,-0.049714014,0.027174804,0.39517817,,-0.49641085
cell_128350-0,0.08447457,-0.006963532,-0.0017421237,0.09351109,-0.097768344,-0.0746448,-0.038930077,0.2625324,-0.0024585843,-0.03362573,-0.00895836,-0.0514431,0.025551578,-0.053564124,-0.34286618,,0.035357405
cell_128355-0,0.0053191474,0.0772542,-0.07770954,0.008948473,0.041638784,0.014453723,-0.07611756,0.33670846,0.15137275,0.2245286,-0.04243509,-0.0038544536,-0.056785822,-0.016826022,-0.34286618,,-0.19637163
cell_128356-0,-0.011552394,-0.03341831,0.13554817,-0.001573555,-0.16400622,-0.12174957,-0.048312373,0.21762146,-0.08185213,0.14152859,-0.10676663,-0.04652387,-0.023636252,-0.14482294,-0.34286618,,-0.49641085
cell_128357-0,0.013745618,0.13723405,0.103659414,-0.04375222,-0.13249524,-0.0072310083,-0.019695863,0.063789696,-0.0200896,0.09761729,-0.1241283,-0.07003079,-0.08374731,-0.10654394,-0.34286618,,-0.49641085
cell_128372-0,-0.060738094,-0.05402993,0.08260184,-0.0077580526,0.080983326,0.0040655155,-0.028372804,0.036500607,0.13092539,-0.08508986,-0.05077861,-0.08663355,-0.05175209,-0.110042155,-0.34286618,,-0.49641085
cell_128373-0,-0.14606775,-0.027617233,-0.117896736,-0.084676206,-0.041323405,0.01030002,-0.10435519,0.19887021,0.05119772,0.06913733,-0.083236985,-0.12990144,-0.0964392,-0.0692005,-0.34286618,,-0.49641085
cell_128384-0,-0.020318871,0.12932384,-0.06666277,-0.034627225,0.046584655,0.010058496,-0.071419194,0.2686495,-0.010204217,0.034810953,-0.12975264,0.23419282,-0.11448598,-0.044115953,-0.34286618,,-0.49641085
cell_128400-0,-0.046403404,-0.099049255,-0.062137384,-0.077755295,-0.1369188,-0.12972341,0.029772041,-0.05814099,-0.012243431,-0.17336765,-0.05268574,-0.1545159,-0.12831454,-0.015412199,2.1720586,,-0.49641085
cell_128402-0,-0.052488726,0.0009439377,-0.1367997,-0.08082365,-0.1270909,-0.09977338,-0.05367063,0.07027065,-0.10528617,0.0071267234,-0.09162389,-0.06931511,-0.100598045,-0.11096828,1.3713627,,-0.49641085
cell_128411-0,-0.03177584,0.022390768,-0.014009182,-0.042049456,-0.12114111,-0.09830352,0.0019370201,0.07858183,-0.055437036,-0.061787892,-0.059909802,-0.09907453,-0.12238945,-0.0735595,-0.34286618,,-0.49641085
cell_128418-0,-0.038289763,0.08297907,-0.13264938,0.009403836,-0.024648009,0.0025640228,-0.046729963,0.10713024,0.0016281168,0.052674066,-0.038086355,-0.08000754,-0.047739785,-0.045958024,-0.030553753,,-0.49641085
cell_128424-0,0.0016087312,0.0071068257,-0.10902935,-0.15468238,-0.045635425,-0.07845922,-0.076461874,0.14420809,-0.12444233,-0.11981944,-0.06995406,-0.1009071,-0.013754005,-0.03941711,-0.34286618,,0.011315495
cell_128435-0,-0.116029836,0.027061116,-0.07412671,0.04612616,-0.15174188,-0.019634051,-0.054874655,0.05236658,-0.07916066,-0.014046641,-0.15377083,-0.0038348765,0.044246238,-0.11598314,0.28660628,,-0.49641085
cell_128444-0,0.0041233045,0.07417309,-0.20746055,0.0755885,0.04316935,-0.05608044,-0.008474885,0.014113377,0.11684995,0.039823625,0.19625962,-0.07758401,0.096070945,0.015050793,0.48711374,,-0.49641085
cell_128447-0,-0.04205165,0.08232437,-0.011988454,-0.07685905,-0.18826653,-0.19812278,-0.11273618,0.09525466,-0.18858323,-0.061126146,-0.06892367,-0.060744137,-0.1843046,-0.066976845,0.107697405,,-0.49641085
cell_128448-0,-0.08574819,-0.07110364,0.030568102,-0.03893233,-0.1627439,-0.0880801,-0.10333778,0.2169603,-0.017098319,-0.11417665,-0.14158694,-0.11731917,-0.17735483,-0.13943145,-0.34286618,,-0.0016750991
cell_128449-0,-0.06940164,0.09907359,-0.18319786,0.06815573,-0.10885304,0.008943754,0.002688746,0.41938773,0.0016140938,-0.038870856,-0.048396967,0.00478237,-0.013938625,-0.07710009,-0.34286618,,-0.14694943
cell_128451-0,-0.086545125,-0.063861735,-0.16710849,0.010032552,-0.16991614,-0.07473943,-0.059446473,0.21492878,-0.054642472,-0.04126099,-0.09470185,-0.013968843,0.15283735,-0.12476313,-0.34286618,,-0.49641085
cell_128469-0,0.036252044,0.015869077,-0.2785765,-0.012623023,0.02575123,-0.14199133,-0.06413099,-0.046061434,-0.10791658,-0.038958106,0.015248945,-0.01856587,0.110218056,0.03452459,2.1538398,,-0.49641085
cell_128476-0,-0.07643967,0.09386595,-0.25406203,-0.09295204,-0.17216259,-0.096384674,0.011795556,-0.17677072,0.100728355,-0.059511945,-0.10147718,0.015884504,-0.19061628,0.014630644,0.9990902,,-0.49641085
cell_128478-0,-0.07422739,0.036141537,-0.18784578,-0.03318654,-0.15843599,-0.07534526,-0.035287585,0.13313384,-0.16615343,-0.08429751,-0.022236353,-0.13419452,-0.1595021,-0.10542612,-0.34286618,,-0.49641085
cell_128487-0,-0.019165821,0.05323093,-0.16387184,0.012673291,0.046645015,-0.0367766,-0.008238742,0.29584545,-0.08392889,0.04736056,-0.09679664,-0.016817773,-0.0019597257,-0.07160796,-0.34286618,,-0.49641085
cell_128495-0,-0.06147369,0.13795161,0.058647074,-0.028179284,-0.17197245,-0.016573139,-0.01919044,0.15428267,-0.019249585,-0.10897361,-0.14086185,-0.084509104,-0.12759672,-0.14513625,-0.34286618,,-0.49641085
cell_128497-0,-0.088040896,0.06575857,-0.11686557,-0.10074879,-0.110440634,-0.045353364,-0.108088,0.04591265,0.015832884,0.07667584,-0.10505786,-0.089640774,-0.065630004,-0.12754597,-0.34286618,,-0.1319407
cell_128501-0,-0.029868893,0.08643344,-0.04561554,-0.024529165,0.08287538,-0.04308911,-0.012257831,0.1684441,0.18526068,0.1235703,-0.048960775,-0.19927922,-0.13506575,-0.07850364,-0.34286618,,-0.49641085
cell_128504-0,-0.08835024,0.06019324,-0.17185423,-0.046714652,-0.20505801,0.010255603,-0.031364907,0.26631334,0.1510297,0.07402862,0.028286811,0.045748822,-0.092023976,0.08044435,-0.34286618,,-0.49641085
cell_128506-0,0.009860866,0.028732592,-0.13739085,-0.085864596,-0.13619135,-0.09576485,-0.03451029,-0.07883068,-0.3329042,0.040676776,-0.11915472,-0.11773957,-0.23456764,-0.014824711,1.552044,,-0.49641085
cell_128511-0,-0.06968646,-0.10992042,-0.08057231,-0.066653006,-0.18442819,0.004259291,-0.07559803,0.1931652,-0.20877478,-0.10838758,-0.14582244,-0.1753556,-0.18045984,-0.13575889,-0.34286618,,-0.49641085
cell_128514-0,0.029111117,-0.009071866,-0.08810761,-0.057361476,-0.19266598,-0.048221704,0.038286205,0.05423554,-0.25844055,-0.08185921,-0.04012999,0.19067769,-0.16008405,0.002444431,1.9957614,,-0.49641085
cell_128519-0,-0.010663726,0.1886809,-0.10205587,0.04269308,-0.014472564,0.003647219,-0.039704807,0.18647014,0.060855377,0.04700502,-0.045771375,0.1394242,-0.12965362,-0.07306895,-0.34286618,,-0.06692308
cell_128521-0,-0.062254697,-0.04516109,-0.2610959,-0.06566755,-0.15432894,-0.20942402,-0.07477055,-0.054655254,-0.09250724,-0.009359203,0.037783343,-0.15174425,-0.14773507,-0.057320297,1.6308864,,-0.49641085
cell_128526-0,-0.1511258,-0.06859247,0.014258902,0.013848984,-0.056300726,-0.057379164,-0.10494904,0.16777906,0.020441003,0.068868935,-0.18902309,-0.049996823,-0.1778891,-0.112666056,-0.34286618,,-0.49641085
cell_128548-0,-0.08967021,-0.25155005,-0.09697349,-0.054194346,-0.22262774,-0.07484204,-0.065983824,0.36506736,-0.27380088,-0.067286514,-0.22624448,-0.09148084,-0.15837194,-0.08715286,-0.34286618,,-0.49641085
cell_128551-0,-0.097897574,0.060735334,-0.16605307,-0.101856,-0.04575403,0.026944151,-0.06859008,0.09412777,-0.024743706,0.1724454,-0.18429983,-0.05760461,0.00094803795,-0.12229983,-0.34286618,,-0.1402352
cell_128553-0,-0.110433124,-0.1282545,-0.2481757,-0.1951733,-0.31397623,-0.2662412,-0.09356098,-0.17319152,-0.5201531,-0.10394491,-0.19188188,-0.11399585,-0.041025955,-0.08247935,1.0366503,,-0.49641085
cell_128555-0,-0.027782513,0.11614843,-0.14680278,-0.058932595,-0.05747519,-0.13419159,-0.034629833,0.019392172,-0.07355408,-0.05243732,-0.12306046,-0.0034205497,-0.20996994,-0.08598353,1.8620945,,-0.49641085
cell_128561-0,-0.09351466,0.018914247,-0.25779867,-0.019423535,-0.11787378,-0.18709113,-0.030313788,-0.15289646,-0.2945039,-0.06997624,-0.1793702,-0.07434498,0.049920183,-0.07831045,0.5105374,,-0.49641085
cell_128591-0,0.030963866,0.028908469,-0.06505048,-0.06725302,-0.012790448,-0.124216944,-0.03990347,0.05941114,-0.001264384,-0.030951446,0.16310126,0.01857638,-0.042703602,0.055973865,2.1873176,,-0.49641085
cell_128595-0,-0.04846717,-0.03235101,-0.18618384,-0.11586764,-0.16296387,-0.11820973,-0.07495194,0.11047763,-0.092178576,0.1005515,-0.0076454435,0.14712097,-0.13774405,-0.04996658,1.4366592,,-0.49641085
cell_128601-0,-0.05000695,0.025218446,-0.11006222,0.015162799,-0.23862562,-0.050005462,-0.12392463,0.04319363,-0.08062209,0.12592979,0.115205735,-0.122547306,0.06857079,0.021224517,-0.34286618,,-0.49641085
cell_128604-0,-0.060945727,-0.01108174,-0.19160801,-0.02491075,-0.096143134,-0.15220194,-0.046039008,-0.009335013,-0.16347781,-0.055158745,-0.03833425,0.083341196,0.039855573,-0.042943314,1.039049,,-0.49641085
cell_128605-0,-0.03332131,0.06223331,-0.16526063,-0.030850686,-0.018578745,-0.02950296,-0.046498258,0.105804816,0.0020967626,0.007960998,-0.08764923,-0.10261883,-0.16458252,-0.1163128,0.2443034,,0.053979546
cell_128610-0,-0.060975306,-0.12668958,0.021356842,-0.13847278,-0.15814796,-0.17358378,-0.07944669,0.21505034,-0.13193005,-0.19445041,0.17372231,-0.030321205,-0.21551372,-0.023217758,2.3141134,,-0.49641085
cell_128620-0,-0.02571409,0.08372692,-0.07088915,-0.03575639,-0.013646031,0.06344439,0.03996206,0.099110454,-0.09393275,0.110747136,-0.0077135265,-0.028796038,-0.06309699,-0.027952705,0.19662315,,-0.49641085
cell_128622-0,0.011842841,0.11172719,-0.143807,0.019679645,-0.048596464,-0.015273326,-0.07913883,0.2623531,-0.1079275,0.00478191,-0.045908663,-0.12873207,-0.035913263,-0.03897748,-0.34286618,,0.0070947907
cell_128624-0,-0.08365686,0.060131706,-0.23582014,-0.0818054,-0.15944327,-0.113934256,-0.035679694,-0.026690966,-0.092841394,-0.04276618,-0.2164737,-0.0995809,-0.073209904,-0.18233198,-0.34286618,,-0.49641085
cell_128634-0,-0.03143277,-0.039336357,-0.18225925,0.009477808,-0.029352535,-0.10656714,-0.054673884,0.18278338,0.11546622,-0.07713299,-0.14487113,-0.016926423,-0.071697585,-0.039569665,-0.34286618,,-0.10503942
cell_128641-0,-0.08484948,-0.1099771,-0.11653532,-0.09502173,-0.08697166,-0.10567099,-0.03334677,0.078720555,-0.02053493,-0.10110401,-0.15411797,-0.06322082,-0.13896164,-0.14062457,-0.34286618,,-0.49641085
cell_128656-0,-0.08022675,-0.023693949,-0.13407578,-0.13308337,-0.2639743,-0.16201118,-0.038427386,-0.025611555,-0.31438026,-0.051298752,-0.14424513,-0.12473341,-0.15045342,-0.1290079,-0.34286618,,-0.49641085
cell_128664-0,-0.036517613,0.008773731,0.010647371,-0.011276485,-0.23621763,-0.16087446,-0.12166396,-0.036583744,-0.22995101,-0.043343116,-0.18301463,-0.053252,-0.15590034,-0.1416332,-0.34286618,,-0.49641085
cell_128666-0,0.09573167,0.08891278,-0.14316495,-0.040653832,-0.05881048,-0.026499925,0.018070035,0.032001115,0.05695319,0.0663384,0.12395628,0.2198158,-0.16919686,0.066267006,2.5524898,,-0.49641085
cell_128676-0,0.034748115,0.05178715,0.053499322,-0.0428082,0.020521453,-0.15772505,0.00902295,0.11543902,-0.018055294,-0.020320985,-0.04952308,-0.08204346,0.05871118,-0.014515549,1.7504879,,-0.49641085
cell_128685-0,-0.14936148,-0.062512115,-0.17533265,-0.107522346,-0.1881055,-0.06712759,0.050299704,0.11581842,-0.25018582,-0.0050024185,0.14457928,0.0034973621,-0.1153952,0.0035975396,-0.34286618,,-0.49641085
cell_128689-0,-0.14108936,-0.030389056,-0.04169742,-0.16712475,-0.027066955,-0.13485883,-0.034927685,0.31777495,-0.10068713,0.024377411,-0.16995189,-0.025877023,-0.20982766,-0.13713227,-0.34286618,,-0.49641085
cell_128699-0,-0.04501018,0.054595854,-0.13587624,-0.059351005,-0.09304497,-0.04696514,-0.11179543,0.16540177,-0.11863051,0.0062077977,0.008970991,-0.007833326,-0.008998289,-0.015604496,0.2343654,,0.22239567
cell_128702-0,-0.08260044,0.1030885,-0.079263195,0.06971427,-0.0703171,-0.031429075,-0.010970225,0.13226104,-0.08120989,0.02254359,0.093395524,0.18017869,-0.09003852,-0.026112337,0.24576022,,-0.49641085
cell_128704-0,0.035401512,0.17870522,-0.043809332,-0.068986036,-0.09398698,-0.0027276813,-0.037632477,0.34469318,-0.063743785,-0.03342266,-0.12006287,-0.06794147,-0.158175,-0.12393769,-0.34286618,,-0.49641085
cell_128714-0,0.07044683,0.18419181,-0.12149285,0.07077379,0.009267905,0.11721394,0.06132005,0.36934677,0.12483154,0.13696249,0.028144944,0.041561298,-0.13482147,-0.010761267,-0.34286618,,0.0134276645
cell_128717-0,-0.076569356,-0.0027139254,-0.027553909,-0.08442526,-0.086870275,-0.028477825,-0.023287944,0.07097141,-0.03561342,-0.087589465,-0.25075984,-0.089068785,-0.09802354,-0.14813302,1.1927722,,-0.49641085
cell_128725-0,-0.0390594,-0.0038975282,-0.17996767,0.022062082,-0.18893051,-0.12474889,-0.05251001,0.12599935,-0.20944755,-0.16333494,-0.098357365,-0.08013853,-0.13354528,-0.10329558,0.07903942,,-0.063473076
cell_128726-0,0.025268877,0.08848461,-0.0070040473,-0.00039752387,-0.091103576,-0.07641602,-0.05660329,0.19509377,0.044312514,-0.045696903,0.022764081,-0.119618416,0.03531806,-0.00034765588,-0.34286618,,-0.07692266
cell_128733-0,-0.02555516,0.011384354,-0.23654848,-0.12698019,-0.16701072,-0.06974616,-0.10909508,0.1552162,-0.14968899,0.0018287703,-0.07640718,0.00959899,-0.04854226,-0.14434285,0.31836525,,-0.49641085
cell_128741-0,-0.046093494,0.024596483,-0.12983839,-0.04190607,-0.095887445,-0.02748572,-0.06921203,0.30567053,0.16144505,0.022590674,-0.099535145,-0.0128366705,-0.09540107,-0.110274866,-0.34286618,,0.065759204
cell_128748-0,-0.044756148,-0.061011747,0.022785582,0.06439408,-0.10542543,-0.08571889,-0.028018637,0.16895896,-0.19953457,0.07431731,-0.10394692,-0.04571473,-0.0693598,-0.12429782,-0.34286618,,-0.49641085
cell_128749-0,-0.065248705,0.104863144,-0.1497999,-0.06067915,-0.17650414,0.10899367,0.010749814,0.17194024,-0.005313443,-0.003435544,-0.07347924,-0.082641706,-0.106564835,-0.05374688,-0.34286618,,-0.49641085
cell_128750-0,-0.035728756,0.09579529,-0.17006083,-0.0070381574,-0.017420905,0.11335234,-0.037140004,0.37779367,0.17462426,0.07151986,-0.1568422,-0.10516038,-0.15677208,-0.07175122,-0.34286618,,-0.49641085
cell_128753-0,-0.024033166,0.043813597,0.07369264,-0.09312955,0.07363265,-0.07882765,-0.084386446,0.11536113,0.059326295,-0.028723558,0.084481806,-0.10593524,0.34944272,-0.04847691,-0.34286618,,-0.49641085
cell_128768-0,-0.06266851,0.08373445,-0.17540145,0.10335015,-0.2849815,0.15439703,-0.079128124,0.22350101,-0.28361762,0.08064676,0.004056398,-0.08004205,-0.16977738,0.029026013,-0.34286618,,0.0060469606
cell_128770-0,0.0047191074,-0.055535376,0.028363438,0.050445728,-0.2209765,0.022338858,0.1149424,0.19467549,-0.17715034,0.007889249,-0.086282276,-0.09429072,-0.19761093,-0.0714849,1.126492,,-0.49641085
cell_128776-0,-0.11414815,0.0032733704,-0.121921904,-0.06359684,-0.047232643,-0.068694025,-0.021886412,0.009650433,0.0026212423,-0.06372377,-0.107051164,0.0047708987,-0.14650325,-0.0014924763,-0.34286618,,-0.49641085
cell_128777-0,-0.101525076,0.016755294,-0.022858525,0.027462265,-0.0013314147,-0.05238997,-0.05175759,0.24475259,0.009572572,-0.15610018,0.019278489,-0.017025996,-0.12936932,-0.0215501,1.2713094,,-0.49641085
cell_128781-0,0.0022132518,0.017769312,-0.05588931,0.1077125,-0.11164334,-0.09378806,-0.07156214,0.032816812,-0.205552,-0.070911,-0.20251913,-0.110728025,-0.14521399,-0.1606203,-0.34286618,,0.09839346
cell_128792-0,0.020612445,0.0119485,-0.14953694,-0.03178989,-0.099625595,-0.06535841,-0.043812096,0.24124236,-0.092607826,-0.025613505,-0.034980267,-0.097238004,-0.020084016,-0.104511246,-0.34286618,,-0.49641085
cell_128802-0,-0.07757322,0.12479409,-0.06332856,0.11997636,0.02049472,0.05593641,-0.052107,0.129505,-0.03911293,0.04067829,-0.13212131,-0.12955874,-0.20633353,-0.11449605,0.00907058,,-0.1352715
cell_128806-0,0.0069685564,-0.014369566,0.04550137,0.059112918,-0.253879,0.048679028,-0.037189577,0.0060161403,-0.11107405,-0.1098372,0.098917715,0.026410947,0.079292424,-0.033672404,-0.34286618,,-0.49641085
cell_128808-0,-0.11775653,0.11506209,-0.07297879,-0.0056640976,-0.041779377,-0.106372,0.01856749,-0.0048336317,-0.10625191,-0.057599846,0.021727646,-0.05584923,-0.12860307,-0.07709785,-0.34286618,,-0.49641085
cell_128810-0,-0.08817123,0.11575867,-0.24751627,-0.096779324,-0.16975316,-0.015149629,0.02447656,0.43233714,-0.116057865,-0.0410059,-0.11047749,-0.011776527,0.093587935,-0.061721988,-0.34286618,,0.3469263
cell_128819-0,0.00990145,0.15986848,-0.09722246,0.017473927,-0.20969449,-0.02839816,-0.06486515,0.13979891,-0.15169388,0.11074908,-0.02737463,0.17206997,0.036732435,0.013865131,-0.34286618,,-0.49641085
cell_128824-0,-0.064487256,-0.07492618,-0.20677617,-0.13226195,-0.22518818,-0.089288995,-0.11048433,-0.12357801,-0.35449457,-0.080143206,0.06030617,0.005592372,-0.19941108,-0.058345485,0.4138175,,-0.49641085
cell_128828-0,-0.08822282,0.04245207,0.093862124,-0.10481682,0.11629995,-0.027662545,-0.099070534,0.29852515,0.15405062,-0.026636519,-0.14744204,-0.08644165,-0.007913636,-0.116545856,-0.34286618,,-0.1493765
cell_128836-0,-0.099251375,0.055281933,-0.06828107,0.043115485,-0.06170956,-0.016937507,0.021723324,0.16270573,0.08312676,0.09865713,-0.11399934,-0.03682319,0.20377944,-0.012191809,-0.34286618,,-0.19634818
cell_128841-0,-0.03991875,0.03625576,-0.24171455,0.03503549,-0.1269786,0.06601054,-0.020788483,0.11906512,-0.06994076,-0.01957529,0.02220289,-0.012222821,0.0024631193,-0.064549655,0.25122365,,-0.49641085
cell_128845-0,-0.04894543,-0.016423862,-0.21777615,-0.10474887,-0.20124437,-0.104725905,-0.08759812,0.059965078,-0.19709001,-0.055104528,0.16574286,0.12106564,-0.088647306,0.052255094,2.397467,,-0.49641085
cell_128848-0,0.0069464645,0.101821534,-0.20414509,0.0073360973,-0.17288959,0.026701756,-0.0740064,0.20844255,-0.025683986,-0.038404517,0.010288133,-0.019840736,0.059011895,-0.016835447,-0.34286618,,-0.49641085
cell_128852-0,-0.0891157,0.049050603,-0.14814667,0.0704556,-0.17220941,-0.027749123,-0.07698027,0.24210222,0.0036242313,-0.0521557,-0.14897,-0.05276359,0.017595027,-0.10672786,-0.34286618,,-0.49641085
cell_128859-0,0.004419547,0.039797373,-0.069578506,-0.031576242,-0.03135512,-0.019051384,-0.026446942,0.2072196,-0.025780864,-0.03373237,-0.020012327,-0.10616778,0.064280555,-0.06439705,0.5046541,,-0.18981628
cell_128864-0,-0.04326685,-0.15124221,-0.10914434,-0.093961164,-0.3100932,-0.1832741,-0.050050944,-0.17084627,-0.3765268,-0.22271433,-0.06452473,0.10578419,-0.09703242,-0.03381939,0.9209075,,-0.49641085
cell_128871-0,-0.08490637,0.056980312,0.148558,0.16736755,0.0076184375,-0.008068328,-0.039642446,0.12664437,0.083408386,0.08093935,-0.09431366,-0.06988825,-0.0683023,-0.0423794,0.0040381798,,-0.1404355
